年,週,年齡別,縣市,急性腹瀉急診就診人次
2017,41,13-18,宜蘭縣,12
2017,41,13-18,新北市,94
2017,41,13-18,新竹市,40
2017,41,13-18,新竹縣,21
2017,41,13-18,花蓮縣,5
2017,41,13-18,金門縣,2
2017,41,13-18,苗栗縣,24
2017,41,13-18,高雄市,96
2017,41,13-18,台北市,84
2017,41,13-18,台中市,83
2017,41,13-18,台南市,51
2017,41,13-18,台東縣,6
2017,41,13-18,雲林縣,23
2017,41,13-18,基隆市,13
2017,41,19-64,嘉義市,88
2017,41,19-64,嘉義縣,42
2017,41,19-64,連江縣,9
2017,41,19-64,桃園市,389
2017,41,19-64,屏東縣,159
2017,41,19-64,南投縣,79
2017,41,19-64,彰化縣,202
2017,41,19-64,澎湖縣,29
2017,41,19-64,宜蘭縣,77
2017,41,19-64,新北市,568
2017,41,19-64,新竹市,183
2017,41,19-64,新竹縣,131
2017,41,19-64,花蓮縣,68
2017,41,19-64,金門縣,16
2017,41,19-64,苗栗縣,110
2017,41,19-64,高雄市,498
2017,41,19-64,台北市,574
2017,41,19-64,台中市,540
2017,41,19-64,台南市,290
2017,41,19-64,台東縣,35
2017,41,19-64,雲林縣,73
2017,41,19-64,基隆市,90
2017,41,65+,嘉義市,15
2017,41,65+,嘉義縣,26
2017,41,65+,連江縣,7
2017,41,65+,桃園市,53
2017,41,65+,屏東縣,28
2017,41,65+,南投縣,19
2017,41,65+,彰化縣,26
2017,41,65+,澎湖縣,6
2017,41,65+,宜蘭縣,14
2017,41,65+,新北市,80
2017,41,65+,新竹市,25
2017,41,65+,新竹縣,13
2017,41,65+,花蓮縣,12
2017,41,65+,金門縣,4
2017,41,65+,苗栗縣,18
2017,41,65+,高雄市,70
2017,41,65+,台北市,127
2017,41,65+,台中市,52
2017,41,65+,台南市,52
2017,41,65+,台東縣,3
2017,41,65+,雲林縣,25
2017,41,65+,基隆市,17
2017,41,7-12,嘉義市,18
2017,41,7-12,嘉義縣,1
2017,41,7-12,連江縣,1
2017,41,7-12,桃園市,54
2017,41,7-12,屏東縣,18
2017,41,7-12,南投縣,8
2017,41,7-12,彰化縣,16
2017,41,7-12,澎湖縣,4
2017,41,7-12,宜蘭縣,10
2017,41,7-12,新北市,37
2017,41,7-12,新竹市,31
2017,41,7-12,新竹縣,7
2017,41,7-12,花蓮縣,5
2017,41,7-12,金門縣,1
2017,41,7-12,苗栗縣,13
2017,41,7-12,高雄市,50
2017,41,7-12,台北市,81
2017,41,7-12,台中市,38
2017,41,7-12,台南市,35
2017,41,7-12,台東縣,8
2017,41,7-12,雲林縣,18
2017,41,7-12,基隆市,10
2017,42,0-6,嘉義市,38
2017,42,0-6,嘉義縣,14
2017,42,0-6,連江縣,4
2017,42,0-6,桃園市,110
2017,42,0-6,屏東縣,32
2017,42,0-6,南投縣,8
2017,42,0-6,彰化縣,82
2017,42,0-6,澎湖縣,2
2017,42,0-6,宜蘭縣,19
2017,42,0-6,新北市,90
2017,42,0-6,新竹市,82
2017,42,0-6,新竹縣,9
2017,42,0-6,花蓮縣,11
2017,42,0-6,金門縣,3
2017,42,0-6,苗栗縣,28
2017,42,0-6,高雄市,131
2017,42,0-6,台北市,238
2017,42,0-6,台中市,114
2017,42,0-6,台南市,79
2017,42,0-6,台東縣,9
2017,42,0-6,雲林縣,32
2017,42,0-6,基隆市,21
2017,42,13-18,嘉義市,5
2017,42,13-18,嘉義縣,1
2017,42,13-18,連江縣,1
2017,42,13-18,桃園市,25
2017,42,13-18,屏東縣,25
2017,42,13-18,南投縣,6
2017,42,13-18,彰化縣,22
2017,42,13-18,澎湖縣,1
2017,42,13-18,宜蘭縣,16
2017,42,13-18,新北市,61
2017,42,13-18,新竹市,24
2017,42,13-18,新竹縣,6
2017,42,13-18,花蓮縣,4
2017,42,13-18,苗栗縣,12
2017,42,13-18,高雄市,48
2017,42,13-18,台北市,70
2017,42,13-18,台中市,44
2017,42,13-18,台南市,27
2017,42,13-18,台東縣,6
2017,42,13-18,雲林縣,6
2017,42,13-18,基隆市,22
2017,42,19-64,嘉義市,62
2017,42,19-64,嘉義縣,42
2017,42,19-64,連江縣,7
2017,42,19-64,桃園市,246
2017,42,19-64,屏東縣,123
2017,42,19-64,南投縣,48
2017,42,19-64,彰化縣,130
2017,42,19-64,澎湖縣,18
2017,42,19-64,宜蘭縣,69
2017,42,19-64,新北市,395
2017,42,19-64,新竹市,124
2017,42,19-64,新竹縣,63
2017,42,19-64,花蓮縣,53
2017,42,19-64,金門縣,13
2017,42,19-64,苗栗縣,61
2017,42,19-64,高雄市,400
2017,42,19-64,台北市,425
2017,42,19-64,台中市,398
2017,42,19-64,台南市,231
2017,42,19-64,台東縣,19
2017,42,19-64,雲林縣,70
2017,42,19-64,基隆市,76
2017,42,65+,嘉義市,6
2017,42,65+,嘉義縣,13
2017,42,65+,連江縣,2
2017,42,65+,桃園市,51
2017,42,65+,屏東縣,31
2017,42,65+,南投縣,13
2017,42,65+,彰化縣,26
2017,42,65+,澎湖縣,1
2017,42,65+,宜蘭縣,16
2017,42,65+,新北市,60
2017,42,65+,新竹市,25
2017,42,65+,新竹縣,10
2017,42,65+,花蓮縣,8
2017,42,65+,金門縣,4
2017,42,65+,苗栗縣,11
2017,42,65+,高雄市,63
2017,42,65+,台北市,112
2017,42,65+,台中市,44
2017,42,65+,台南市,33
2017,42,65+,台東縣,11
2017,42,65+,雲林縣,16
2017,42,65+,基隆市,23
2017,42,7-12,嘉義市,8
2017,42,7-12,嘉義縣,5
2017,42,7-12,連江縣,1
2017,42,7-12,桃園市,25
2017,42,7-12,屏東縣,13
2017,42,7-12,南投縣,3
2017,42,7-12,彰化縣,19
2017,42,7-12,澎湖縣,2
2017,42,7-12,宜蘭縣,6
2017,42,7-12,新北市,24
2017,42,7-12,新竹市,11
2017,42,7-12,新竹縣,1
2017,42,7-12,花蓮縣,2
2017,42,7-12,金門縣,2
2017,42,7-12,苗栗縣,16
2017,42,7-12,高雄市,32
2017,42,7-12,台北市,58
2017,42,7-12,台中市,16
2017,42,7-12,台南市,20
2017,42,7-12,台東縣,2
2017,42,7-12,雲林縣,14
2017,42,7-12,基隆市,11
2017,43,0-6,嘉義市,45
2017,43,0-6,嘉義縣,19
2017,43,0-6,連江縣,4
2017,43,0-6,桃園市,112
2017,43,0-6,屏東縣,34
2017,43,0-6,南投縣,13
2017,43,0-6,彰化縣,105
2017,43,0-6,澎湖縣,1
2017,43,0-6,宜蘭縣,17
2017,43,0-6,新北市,74
2017,43,0-6,新竹市,57
2017,43,0-6,新竹縣,8
2017,43,0-6,花蓮縣,14
2017,43,0-6,金門縣,3
2017,43,0-6,苗栗縣,16
2017,43,0-6,高雄市,109
2017,43,0-6,台北市,175
2017,43,0-6,台中市,102
2017,43,0-6,台南市,86
2017,43,0-6,台東縣,8
2017,43,0-6,雲林縣,39
2017,43,0-6,基隆市,19
2017,43,13-18,嘉義市,8
2017,43,13-18,嘉義縣,5
2017,43,13-18,桃園市,40
2017,43,13-18,屏東縣,10
2017,43,13-18,南投縣,4
2017,43,13-18,彰化縣,12
2017,43,13-18,宜蘭縣,15
2017,43,13-18,新北市,49
2017,43,13-18,新竹市,7
2017,43,13-18,新竹縣,3
2017,43,13-18,花蓮縣,4
2017,43,13-18,金門縣,3
2017,43,13-18,苗栗縣,7
2017,43,13-18,高雄市,39
2017,43,13-18,台北市,46
2017,43,13-18,台中市,39
2017,43,13-18,台南市,25
2017,43,13-18,台東縣,4
2017,43,13-18,雲林縣,8
2017,43,13-18,基隆市,11
2017,43,19-64,嘉義市,45
2017,43,19-64,嘉義縣,34
2017,43,19-64,連江縣,4
2017,43,19-64,桃園市,249
2017,43,19-64,屏東縣,112
2017,43,19-64,南投縣,59
2017,43,19-64,彰化縣,149
2017,43,19-64,澎湖縣,19
2017,43,19-64,宜蘭縣,75
2017,43,19-64,新北市,386
2017,43,19-64,新竹市,113
2017,43,19-64,新竹縣,45
2017,43,19-64,花蓮縣,49
2017,43,19-64,金門縣,10
2017,43,19-64,苗栗縣,70
2017,43,19-64,高雄市,363
2017,43,19-64,台北市,437
2017,43,19-64,台中市,323
2017,43,19-64,台南市,203
2017,43,19-64,台東縣,20
2017,43,19-64,雲林縣,70
2017,43,19-64,基隆市,45
2017,43,65+,嘉義市,11
2017,43,65+,嘉義縣,17
2017,43,65+,連江縣,1
2017,43,65+,桃園市,47
2017,43,65+,屏東縣,27
2017,43,65+,南投縣,9
2017,43,65+,彰化縣,21
2017,43,65+,澎湖縣,3
2017,43,65+,宜蘭縣,17
2017,43,65+,新北市,57
2017,43,65+,新竹市,13
2017,43,65+,新竹縣,7
2017,43,65+,花蓮縣,11
2017,43,65+,金門縣,1
2017,43,65+,苗栗縣,19
2017,43,65+,高雄市,67
2017,43,65+,台北市,104
2017,43,65+,台中市,45
2017,43,65+,台南市,33
2017,43,65+,台東縣,11
2017,43,65+,雲林縣,7
2017,43,65+,基隆市,16
2017,43,7-12,嘉義市,9
2017,43,7-12,嘉義縣,5
2017,43,7-12,連江縣,1
2017,43,7-12,桃園市,30
2017,43,7-12,屏東縣,10
2017,43,7-12,南投縣,2
2017,43,7-12,彰化縣,14
2017,43,7-12,澎湖縣,2
2017,43,7-12,宜蘭縣,5
2017,43,7-12,新北市,19
2017,43,7-12,新竹市,19
2017,43,7-12,新竹縣,2
2017,43,7-12,花蓮縣,1
2017,43,7-12,苗栗縣,2
2017,43,7-12,高雄市,32
2017,43,7-12,台北市,35
2017,43,7-12,台中市,17
2017,43,7-12,台南市,18
2017,43,7-12,台東縣,3
2017,43,7-12,雲林縣,15
2017,43,7-12,基隆市,5
2017,44,0-6,嘉義市,34
2017,44,0-6,嘉義縣,8
2017,44,0-6,桃園市,115
2017,44,0-6,屏東縣,29
2017,44,0-6,南投縣,5
2017,44,0-6,彰化縣,82
2017,44,0-6,澎湖縣,3
2017,44,0-6,宜蘭縣,22
2017,44,0-6,新北市,90
2017,44,0-6,新竹市,56
2017,44,0-6,新竹縣,5
2017,44,0-6,花蓮縣,10
2017,44,0-6,金門縣,6
2017,44,0-6,苗栗縣,17
2017,44,0-6,高雄市,120
2017,44,0-6,台北市,184
2017,44,0-6,台中市,105
2017,44,0-6,台南市,77
2017,44,0-6,台東縣,3
2017,44,0-6,雲林縣,38
2017,44,0-6,基隆市,17
2017,44,13-18,嘉義市,6
2017,44,13-18,嘉義縣,3
2017,44,13-18,桃園市,27
2017,44,13-18,屏東縣,17
2017,44,13-18,南投縣,8
2017,44,13-18,彰化縣,14
2017,44,13-18,澎湖縣,1
2017,44,13-18,宜蘭縣,18
2017,44,13-18,新北市,62
2017,44,13-18,新竹市,17
2017,44,13-18,新竹縣,6
2017,44,13-18,花蓮縣,2
2017,44,13-18,金門縣,3
2017,44,13-18,苗栗縣,9
2017,44,13-18,高雄市,52
2017,44,13-18,台北市,43
2017,44,13-18,台中市,40
2017,44,13-18,台南市,24
2017,44,13-18,台東縣,1
2017,44,13-18,雲林縣,3
2017,44,13-18,基隆市,6
2017,44,19-64,嘉義市,38
2017,44,19-64,嘉義縣,31
2017,44,19-64,連江縣,3
2017,44,19-64,桃園市,232
2017,44,19-64,屏東縣,120
2017,44,19-64,南投縣,40
2017,44,19-64,彰化縣,117
2017,44,19-64,澎湖縣,14
2017,44,19-64,宜蘭縣,80
2017,44,19-64,新北市,333
2017,44,19-64,新竹市,112
2017,44,19-64,新竹縣,50
2017,44,19-64,花蓮縣,59
2017,44,19-64,金門縣,7
2017,44,19-64,苗栗縣,72
2017,44,19-64,高雄市,277
2017,44,19-64,台北市,372
2017,44,19-64,台中市,307
2017,44,19-64,台南市,172
2017,44,19-64,台東縣,17
2017,44,19-64,雲林縣,60
2017,44,19-64,基隆市,58
2017,44,65+,嘉義市,20
2017,44,65+,嘉義縣,9
2017,44,65+,桃園市,31
2017,44,65+,屏東縣,25
2017,44,65+,南投縣,11
2017,44,65+,彰化縣,17
2017,44,65+,澎湖縣,2
2017,44,65+,宜蘭縣,16
2017,44,65+,新北市,52
2017,44,65+,新竹市,17
2017,44,65+,新竹縣,10
2017,44,65+,花蓮縣,12
2017,44,65+,金門縣,4
2017,44,65+,苗栗縣,11
2017,44,65+,高雄市,55
2017,44,65+,台北市,95
2017,44,65+,台中市,40
2017,44,65+,台南市,34
2017,44,65+,台東縣,2
2017,44,65+,雲林縣,14
2017,44,65+,基隆市,11
2017,44,7-12,嘉義市,9
2017,44,7-12,嘉義縣,3
2017,44,7-12,桃園市,15
2017,44,7-12,屏東縣,11
2017,44,7-12,南投縣,4
2017,44,7-12,彰化縣,10
2017,44,7-12,澎湖縣,2
2017,44,7-12,宜蘭縣,6
2017,44,7-12,新北市,14
2017,44,7-12,新竹市,11
2017,44,7-12,新竹縣,2
2017,44,7-12,花蓮縣,1
2017,44,7-12,金門縣,2
2017,44,7-12,苗栗縣,5
2017,44,7-12,高雄市,30
2017,44,7-12,台北市,54
2017,44,7-12,台中市,25
2017,44,7-12,台南市,25
2017,44,7-12,台東縣,1
2017,44,7-12,雲林縣,7
2017,44,7-12,基隆市,6
2017,45,0-6,嘉義市,49
2017,45,0-6,嘉義縣,13
2017,45,0-6,桃園市,92
2017,45,0-6,屏東縣,23
2017,45,0-6,南投縣,9
2017,45,0-6,彰化縣,58
2017,45,0-6,澎湖縣,1
2017,45,0-6,宜蘭縣,18
2017,45,0-6,新北市,89
2017,45,0-6,新竹市,58
2017,45,0-6,新竹縣,3
2017,45,0-6,花蓮縣,12
2017,45,0-6,金門縣,13
2017,45,0-6,苗栗縣,15
2017,45,0-6,高雄市,123
2017,45,0-6,台北市,144
2017,45,0-6,台中市,90
2017,45,0-6,台南市,95
2017,45,0-6,台東縣,2
2017,45,0-6,雲林縣,45
2017,45,0-6,基隆市,18
2017,45,13-18,嘉義市,7
2017,45,13-18,嘉義縣,5
2017,45,13-18,桃園市,20
2017,45,13-18,屏東縣,14
2017,45,13-18,南投縣,11
2017,45,13-18,彰化縣,16
2017,45,13-18,宜蘭縣,7
2017,45,13-18,新北市,39
2017,45,13-18,新竹市,18
2017,45,13-18,新竹縣,8
2017,45,13-18,花蓮縣,3
2017,45,13-18,金門縣,1
2017,45,13-18,苗栗縣,11
2017,45,13-18,高雄市,49
2017,45,13-18,台北市,46
2017,45,13-18,台中市,34
2017,45,13-18,台南市,14
2017,45,13-18,雲林縣,11
2017,45,13-18,基隆市,5
2017,45,19-64,嘉義市,54
2017,45,19-64,嘉義縣,36
2017,45,19-64,桃園市,193
2017,45,19-64,屏東縣,120
2017,45,19-64,南投縣,49
2017,45,19-64,彰化縣,129
2017,45,19-64,澎湖縣,13
2017,45,19-64,宜蘭縣,64
2017,45,19-64,新北市,341
2017,45,19-64,新竹市,107
2017,45,19-64,新竹縣,51
2017,45,19-64,花蓮縣,43
2017,45,19-64,金門縣,13
2017,45,19-64,苗栗縣,59
2017,45,19-64,高雄市,329
2017,45,19-64,台北市,386
2017,45,19-64,台中市,362
2017,45,19-64,台南市,191
2017,45,19-64,台東縣,20
2017,45,19-64,雲林縣,52
2017,45,19-64,基隆市,58
2017,45,65+,嘉義市,13
2017,45,65+,嘉義縣,12
2017,45,65+,桃園市,35
2017,45,65+,屏東縣,21
2017,45,65+,南投縣,11
2017,45,65+,彰化縣,19
2017,45,65+,澎湖縣,4
2017,45,65+,宜蘭縣,16
2017,45,65+,新北市,42
2017,45,65+,新竹市,10
2017,45,65+,新竹縣,13
2017,45,65+,花蓮縣,12
2017,45,65+,金門縣,2
2017,45,65+,苗栗縣,7
2017,45,65+,高雄市,58
2017,45,65+,台北市,114
2017,45,65+,台中市,51
2017,45,65+,台南市,49
2017,45,65+,台東縣,7
2017,45,65+,雲林縣,17
2017,45,65+,基隆市,13
2017,45,7-12,嘉義市,10
2017,45,7-12,嘉義縣,1
2017,45,7-12,桃園市,23
2017,45,7-12,屏東縣,12
2017,45,7-12,南投縣,7
2017,45,7-12,彰化縣,15
2017,45,7-12,宜蘭縣,9
2017,45,7-12,新北市,28
2017,45,7-12,新竹市,12
2017,45,7-12,花蓮縣,3
2017,45,7-12,金門縣,3
2017,45,7-12,苗栗縣,3
2017,45,7-12,高雄市,35
2017,45,7-12,台北市,41
2017,45,7-12,台中市,29
2017,45,7-12,台南市,15
2017,45,7-12,台東縣,1
2017,45,7-12,雲林縣,12
2017,45,7-12,基隆市,5
2017,46,0-6,嘉義市,29
2017,46,0-6,嘉義縣,12
2017,46,0-6,連江縣,1
2017,46,0-6,桃園市,66
2017,46,0-6,屏東縣,19
2017,46,0-6,南投縣,21
2017,46,0-6,彰化縣,72
2017,46,0-6,澎湖縣,3
2017,46,0-6,宜蘭縣,10
2017,46,0-6,新北市,75
2017,46,0-6,新竹市,76
2017,46,0-6,新竹縣,7
2017,46,0-6,花蓮縣,18
2017,46,0-6,金門縣,2
2017,46,0-6,苗栗縣,21
2017,46,0-6,高雄市,119
2017,46,0-6,台北市,148
2017,46,0-6,台中市,92
2017,46,0-6,台南市,80
2017,46,0-6,台東縣,4
2017,46,0-6,雲林縣,36
2017,46,0-6,基隆市,14
2017,46,13-18,嘉義市,7
2017,46,13-18,嘉義縣,6
2017,46,13-18,桃園市,23
2017,46,13-18,屏東縣,22
2017,46,13-18,南投縣,9
2017,46,13-18,彰化縣,21
2017,46,13-18,澎湖縣,3
2017,46,13-18,宜蘭縣,7
2017,46,13-18,新北市,36
2017,46,13-18,新竹市,18
2017,46,13-18,新竹縣,6
2017,46,13-18,花蓮縣,6
2017,46,13-18,苗栗縣,6
2017,46,13-18,高雄市,41
2017,46,13-18,台北市,52
2017,46,13-18,台中市,32
2017,46,13-18,台南市,29
2017,46,13-18,台東縣,3
2017,46,13-18,雲林縣,7
2017,46,13-18,基隆市,10
2017,46,19-64,嘉義市,54
2017,46,19-64,嘉義縣,45
2017,46,19-64,連江縣,2
2017,46,19-64,桃園市,199
2017,46,19-64,屏東縣,139
2017,46,19-64,南投縣,67
2017,46,19-64,彰化縣,171
2017,46,19-64,澎湖縣,18
2017,46,19-64,宜蘭縣,50
2017,46,19-64,新北市,331
2017,46,19-64,新竹市,109
2017,46,19-64,新竹縣,50
2017,46,19-64,花蓮縣,58
2017,46,19-64,金門縣,21
2017,46,19-64,苗栗縣,57
2017,46,19-64,高雄市,322
2017,46,19-64,台北市,354
2017,46,19-64,台中市,352
2017,46,19-64,台南市,202
2017,46,19-64,台東縣,23
2017,46,19-64,雲林縣,66
2017,46,19-64,基隆市,50
2017,46,65+,嘉義市,12
2017,46,65+,嘉義縣,16
2017,46,65+,連江縣,1
2017,46,65+,桃園市,46
2017,46,65+,屏東縣,21
2017,46,65+,南投縣,18
2017,46,65+,彰化縣,19
2017,46,65+,澎湖縣,2
2017,46,65+,宜蘭縣,8
2017,46,65+,新北市,41
2017,46,65+,新竹市,12
2017,46,65+,新竹縣,7
2017,46,65+,花蓮縣,9
2017,46,65+,金門縣,7
2017,46,65+,苗栗縣,8
2017,46,65+,高雄市,54
2017,46,65+,台北市,91
2017,46,65+,台中市,54
2017,46,65+,台南市,35
2017,46,65+,台東縣,5
2017,46,65+,雲林縣,14
2017,46,65+,基隆市,21
2017,46,7-12,嘉義市,4
2017,46,7-12,連江縣,1
2017,46,7-12,桃園市,23
2017,46,7-12,屏東縣,12
2017,46,7-12,南投縣,6
2017,46,7-12,彰化縣,14
2017,46,7-12,宜蘭縣,5
2017,46,7-12,新北市,18
2017,46,7-12,新竹市,12
2017,46,7-12,新竹縣,2
2017,46,7-12,花蓮縣,4
2017,46,7-12,金門縣,3
2017,46,7-12,苗栗縣,8
2017,46,7-12,高雄市,37
2017,46,7-12,台北市,26
2017,46,7-12,台中市,22
2017,46,7-12,台南市,13
2017,46,7-12,台東縣,2
2017,46,7-12,雲林縣,11
2017,46,7-12,基隆市,5
2017,47,0-6,嘉義市,25
2017,47,0-6,嘉義縣,10
2017,47,0-6,桃園市,46
2017,47,0-6,屏東縣,32
2017,47,0-6,南投縣,18
2017,47,0-6,彰化縣,41
2017,47,0-6,澎湖縣,2
2017,47,0-6,宜蘭縣,13
2017,47,0-6,新北市,50
2017,47,0-6,新竹市,46
2017,47,0-6,新竹縣,3
2017,47,0-6,花蓮縣,12
2017,47,0-6,金門縣,2
2017,47,0-6,苗栗縣,12
2017,47,0-6,高雄市,95
2017,47,0-6,台北市,125
2017,47,0-6,台中市,75
2017,47,0-6,台南市,65
2017,47,0-6,台東縣,8
2017,47,0-6,雲林縣,35
2017,47,0-6,基隆市,6
2017,47,13-18,嘉義市,6
2017,47,13-18,嘉義縣,8
2017,47,13-18,桃園市,24
2017,47,13-18,屏東縣,19
2017,47,13-18,南投縣,11
2017,47,13-18,彰化縣,15
2017,47,13-18,澎湖縣,2
2017,47,13-18,宜蘭縣,4
2017,47,13-18,新北市,27
2017,47,13-18,新竹市,17
2017,47,13-18,新竹縣,3
2017,47,13-18,花蓮縣,2
2017,47,13-18,金門縣,4
2017,47,13-18,苗栗縣,1
2017,47,13-18,高雄市,33
2017,47,13-18,台北市,36
2017,47,13-18,台中市,41
2017,47,13-18,台南市,19
2017,47,13-18,台東縣,1
2017,47,13-18,雲林縣,9
2017,47,13-18,基隆市,4
2017,47,19-64,嘉義市,47
2017,47,19-64,嘉義縣,28
2017,47,19-64,連江縣,3
2017,47,19-64,桃園市,163
2017,47,19-64,屏東縣,127
2017,47,19-64,南投縣,49
2017,47,19-64,彰化縣,114
2017,47,19-64,澎湖縣,11
2017,47,19-64,宜蘭縣,42
2017,47,19-64,新北市,294
2017,47,19-64,新竹市,97
2017,47,19-64,新竹縣,41
2017,47,19-64,花蓮縣,40
2017,47,19-64,金門縣,15
2017,47,19-64,苗栗縣,45
2017,47,19-64,高雄市,304
2017,47,19-64,台北市,305
2017,47,19-64,台中市,298
2017,47,19-64,台南市,170
2017,47,19-64,台東縣,18
2017,47,19-64,雲林縣,64
2017,47,19-64,基隆市,44
2017,47,65+,嘉義市,8
2017,47,65+,嘉義縣,12
2017,47,65+,桃園市,25
2017,47,65+,屏東縣,24
2017,47,65+,南投縣,15
2017,47,65+,彰化縣,19
2017,47,65+,澎湖縣,2
2017,47,65+,宜蘭縣,10
2017,47,65+,新北市,44
2017,47,65+,新竹市,11
2017,47,65+,新竹縣,7
2017,47,65+,花蓮縣,13
2017,47,65+,金門縣,3
2017,47,65+,苗栗縣,10
2017,47,65+,高雄市,59
2017,47,65+,台北市,102
2017,47,65+,台中市,46
2017,47,65+,台南市,41
2017,47,65+,台東縣,1
2017,47,65+,雲林縣,8
2017,47,65+,基隆市,11
2017,47,7-12,嘉義市,5
2017,47,7-12,嘉義縣,2
2017,47,7-12,桃園市,8
2017,47,7-12,屏東縣,4
2017,47,7-12,南投縣,6
2017,47,7-12,彰化縣,16
2017,47,7-12,澎湖縣,1
2017,47,7-12,宜蘭縣,4
2017,47,7-12,新北市,11
2017,47,7-12,新竹市,13
2017,47,7-12,新竹縣,2
2017,47,7-12,花蓮縣,7
2017,47,7-12,金門縣,2
2017,47,7-12,苗栗縣,2
2017,47,7-12,高雄市,31
2017,47,7-12,台北市,27
2017,47,7-12,台中市,19
2017,47,7-12,台南市,20
2017,47,7-12,台東縣,1
2017,47,7-12,雲林縣,8
2017,47,7-12,基隆市,4
2017,48,0-6,嘉義市,32
2017,48,0-6,嘉義縣,13
2017,48,0-6,桃園市,66
2017,48,0-6,屏東縣,13
2017,48,0-6,南投縣,8
2017,48,0-6,彰化縣,45
2017,48,0-6,澎湖縣,1
2017,48,0-6,宜蘭縣,11
2017,48,0-6,新北市,47
2017,48,0-6,新竹市,42
2017,48,0-6,新竹縣,2
2017,48,0-6,花蓮縣,14
2017,48,0-6,金門縣,5
2017,48,0-6,苗栗縣,12
2017,48,0-6,高雄市,103
2017,48,0-6,台北市,96
2017,48,0-6,台中市,71
2017,48,0-6,台南市,59
2017,48,0-6,台東縣,6
2017,48,0-6,雲林縣,23
2017,48,0-6,基隆市,17
2017,48,13-18,嘉義市,8
2017,48,13-18,嘉義縣,5
2017,48,13-18,桃園市,16
2017,48,13-18,屏東縣,13
2017,48,13-18,南投縣,8
2017,48,13-18,彰化縣,13
2017,48,13-18,澎湖縣,3
2017,48,13-18,宜蘭縣,5
2017,48,13-18,新北市,35
2017,48,13-18,新竹市,9
2017,48,13-18,新竹縣,6
2017,48,13-18,花蓮縣,1
2017,48,13-18,金門縣,6
2017,48,13-18,苗栗縣,4
2017,48,13-18,高雄市,43
2017,48,13-18,台北市,37
2017,48,13-18,台中市,42
2017,48,13-18,台南市,18
2017,48,13-18,台東縣,4
2017,48,13-18,雲林縣,10
2017,48,13-18,基隆市,4
2017,48,19-64,嘉義市,44
2017,48,19-64,嘉義縣,27
2017,48,19-64,桃園市,202
2017,48,19-64,屏東縣,123
2017,48,19-64,南投縣,68
2017,48,19-64,彰化縣,107
2017,48,19-64,澎湖縣,12
2017,48,19-64,宜蘭縣,43
2017,48,19-64,新北市,262
2017,48,19-64,新竹市,81
2017,48,19-64,新竹縣,55
2017,48,19-64,花蓮縣,57
2017,48,19-64,金門縣,14
2017,48,19-64,苗栗縣,43
2017,48,19-64,高雄市,330
2017,48,19-64,台北市,329
2017,48,19-64,台中市,273
2017,48,19-64,台南市,169
2017,48,19-64,台東縣,30
2017,48,19-64,雲林縣,59
2017,48,19-64,基隆市,49
2017,48,65+,嘉義市,12
2017,48,65+,嘉義縣,9
2017,48,65+,桃園市,35
2017,48,65+,屏東縣,24
2017,48,65+,南投縣,8
2017,48,65+,彰化縣,22
2017,48,65+,澎湖縣,2
2017,48,65+,宜蘭縣,13
2017,48,65+,新北市,42
2017,48,65+,新竹市,12
2017,48,65+,新竹縣,9
2017,48,65+,花蓮縣,6
2017,48,65+,金門縣,5
2017,48,65+,苗栗縣,7
2017,48,65+,高雄市,56
2017,48,65+,台北市,88
2017,48,65+,台中市,49
2017,48,65+,台南市,41
2017,48,65+,台東縣,5
2017,48,65+,雲林縣,11
2017,48,65+,基隆市,17
2017,48,7-12,嘉義市,4
2017,48,7-12,嘉義縣,4
2017,48,7-12,桃園市,11
2017,48,7-12,屏東縣,15
2017,48,7-12,南投縣,6
2017,48,7-12,彰化縣,9
2017,48,7-12,澎湖縣,1
2017,48,7-12,宜蘭縣,5
2017,48,7-12,新北市,19
2017,48,7-12,新竹市,12
2017,48,7-12,新竹縣,4
2017,48,7-12,花蓮縣,4
2017,48,7-12,金門縣,2
2017,48,7-12,苗栗縣,7
2017,48,7-12,高雄市,41
2017,48,7-12,台北市,25
2017,48,7-12,台中市,22
2017,48,7-12,台南市,20
2017,48,7-12,雲林縣,8
2017,49,0-6,嘉義市,20
2017,49,0-6,嘉義縣,9
2017,49,0-6,連江縣,2
2017,49,0-6,桃園市,65
2017,49,0-6,屏東縣,23
2017,49,0-6,南投縣,20
2017,49,0-6,彰化縣,44
2017,49,0-6,宜蘭縣,11
2017,49,0-6,新北市,44
2017,49,0-6,新竹市,39
2017,49,0-6,新竹縣,4
2017,49,0-6,花蓮縣,10
2017,49,0-6,金門縣,1
2017,49,0-6,苗栗縣,15
2017,49,0-6,高雄市,96
2017,49,0-6,台北市,103
2017,49,0-6,台中市,67
2017,49,0-6,台南市,48
2017,49,0-6,台東縣,1
2017,49,0-6,雲林縣,23
2017,49,0-6,基隆市,9
2017,49,13-18,嘉義市,14
2017,49,13-18,桃園市,15
2017,49,13-18,屏東縣,14
2017,49,13-18,南投縣,8
2017,49,13-18,彰化縣,11
2017,49,13-18,宜蘭縣,11
2017,49,13-18,新北市,30
2017,49,13-18,新竹市,12
2017,49,13-18,新竹縣,3
2017,49,13-18,花蓮縣,2
2017,49,13-18,金門縣,6
2017,49,13-18,苗栗縣,3
2017,49,13-18,高雄市,38
2017,49,13-18,台北市,39
2017,49,13-18,台中市,35
