年,週,年齡別,縣市,手足口病急診就診人次,縣市別代碼
2012,02,7~15,新竹市,1,10018
2012,02,7~15,花蓮縣,1,10015
2012,02,7~15,台北市,7,63000
2012,02,7~15,台中市,8,66000
2012,02,7~15,台南市,1,67000
2012,03,0,桃園市,1,68000
2012,03,0,彰化縣,1,10007
2012,03,0,新北市,1,65000
2012,03,0,花蓮縣,1,10015
2012,03,0,台北市,3,63000
2012,03,0,台中市,1,66000
2012,03,16+,南投縣,1,10008
2012,03,16+,新北市,2,65000
2012,03,16+,花蓮縣,1,10015
2012,03,16+,台北市,1,63000
2012,03,16+,台中市,1,66000
2012,03,1~3,嘉義市,2,10020
2012,03,1~3,嘉義縣,2,10010
2012,03,1~3,桃園市,9,68000
2012,03,1~3,彰化縣,5,10007
2012,03,1~3,宜蘭縣,3,10002
2012,03,1~3,新北市,8,65000
2012,03,1~3,新竹市,4,10018
2012,03,1~3,花蓮縣,3,10015
2012,03,1~3,金門縣,1,09020
2012,03,1~3,台北市,16,63000
2012,03,1~3,台中市,12,66000
2012,03,1~3,台南市,11,67000
2012,03,1~3,雲林縣,1,10009
2012,03,1~3,基隆市,4,10017
2012,03,4~6,嘉義市,1,10020
2012,03,4~6,嘉義縣,1,10010
2012,03,4~6,桃園市,5,68000
2012,03,4~6,屏東縣,2,10013
2012,03,4~6,南投縣,1,10008
2012,03,4~6,彰化縣,3,10007
2012,03,4~6,宜蘭縣,3,10002
2012,03,4~6,新北市,10,65000
2012,03,4~6,新竹市,3,10018
2012,03,4~6,花蓮縣,1,10015
2012,03,4~6,高雄市,6,64000
2012,03,4~6,台北市,10,63000
2012,03,4~6,台中市,9,66000
2012,03,4~6,台南市,8,67000
2012,03,4~6,台東縣,1,10014
2012,03,4~6,雲林縣,2,10009
2012,03,4~6,基隆市,3,10017
2012,03,7~15,屏東縣,1,10013
2012,03,7~15,南投縣,1,10008
2012,03,7~15,宜蘭縣,2,10002
2012,03,7~15,新北市,2,65000
2012,03,7~15,新竹市,1,10018
2012,03,7~15,花蓮縣,2,10015
2012,03,7~15,高雄市,1,64000
2012,03,7~15,台北市,11,63000
2012,03,7~15,台中市,5,66000
2012,03,7~15,台南市,1,67000
2012,03,7~15,台東縣,1,10014
2012,03,7~15,基隆市,1,10017
2012,04,0,屏東縣,1,10013
2012,04,0,南投縣,1,10008
2012,04,0,彰化縣,2,10007
2012,04,0,宜蘭縣,3,10002
2012,04,0,新北市,3,65000
2012,04,0,金門縣,1,09020
2012,04,0,高雄市,3,64000
2012,04,0,台北市,4,63000
2012,04,0,台中市,3,66000
2012,04,0,台南市,1,67000
2012,04,0,台東縣,1,10014
2012,04,0,基隆市,1,10017
2012,04,16+,嘉義縣,1,10010
2012,04,16+,桃園市,3,68000
2012,04,16+,南投縣,1,10008
2012,04,16+,新北市,4,65000
2012,04,16+,金門縣,1,09020
2012,04,16+,台北市,11,63000
2012,04,16+,台中市,1,66000
2012,04,1~3,嘉義市,3,10020
2012,04,1~3,嘉義縣,1,10010
2012,04,1~3,連江縣,1,09007
2012,04,1~3,桃園市,17,68000
2012,04,1~3,屏東縣,10,10013
2012,04,1~3,南投縣,2,10008
2012,04,1~3,彰化縣,17,10007
2012,04,1~3,宜蘭縣,11,10002
2012,04,1~3,新北市,26,65000
2012,04,1~3,新竹市,7,10018
2012,04,1~3,新竹縣,1,10004
2012,04,1~3,花蓮縣,3,10015
2012,04,1~3,金門縣,1,09020
2012,04,1~3,高雄市,12,64000
2012,04,1~3,台北市,22,63000
2012,04,1~3,台中市,26,66000
2012,04,1~3,台南市,14,67000
2012,04,1~3,台東縣,1,10014
2012,04,1~3,雲林縣,5,10009
2012,04,1~3,基隆市,4,10017
2012,04,4~6,嘉義市,1,10020
2012,04,4~6,嘉義縣,2,10010
2012,04,4~6,桃園市,20,68000
2012,04,4~6,屏東縣,6,10013
2012,04,4~6,南投縣,2,10008
2012,04,4~6,彰化縣,11,10007
2012,04,4~6,澎湖縣,1,10016
2012,04,4~6,宜蘭縣,11,10002
2012,04,4~6,新北市,23,65000
2012,04,4~6,新竹市,4,10018
2012,04,4~6,新竹縣,1,10004
2012,04,4~6,花蓮縣,1,10015
2012,04,4~6,高雄市,13,64000
2012,04,4~6,台北市,16,63000
2012,04,4~6,台中市,23,66000
2012,04,4~6,台南市,8,67000
2012,04,4~6,雲林縣,3,10009
2012,04,4~6,基隆市,5,10017
2012,04,7~15,嘉義市,3,10020
2012,04,7~15,嘉義縣,1,10010
2012,04,7~15,桃園市,6,68000
2012,04,7~15,屏東縣,3,10013
2012,04,7~15,南投縣,3,10008
2012,04,7~15,彰化縣,4,10007
2012,04,7~15,宜蘭縣,5,10002
2012,04,7~15,新北市,15,65000
2012,04,7~15,新竹市,1,10018
2012,04,7~15,新竹縣,1,10004
2012,04,7~15,花蓮縣,1,10015
2012,04,7~15,高雄市,1,64000
2012,04,7~15,台北市,16,63000
2012,04,7~15,台中市,8,66000
2012,04,7~15,台南市,1,67000
2012,04,7~15,雲林縣,1,10009
2012,04,7~15,基隆市,3,10017
2012,05,0,連江縣,1,09007
2012,05,0,桃園市,1,68000
2012,05,0,新北市,1,65000
2012,05,0,台北市,3,63000
2012,05,0,台中市,1,66000
2012,05,16+,嘉義縣,1,10010
2012,05,16+,宜蘭縣,1,10002
2012,05,16+,台北市,3,63000
2012,05,16+,台中市,1,66000
2012,05,1~3,嘉義縣,2,10010
2012,05,1~3,連江縣,1,09007
2012,05,1~3,桃園市,10,68000
2012,05,1~3,彰化縣,5,10007
2012,05,1~3,宜蘭縣,3,10002
2012,05,1~3,新北市,4,65000
2012,05,1~3,新竹市,2,10018
2012,05,1~3,花蓮縣,4,10015
2012,05,1~3,高雄市,5,64000
2012,05,1~3,台北市,14,63000
2012,05,1~3,台中市,3,66000
2012,05,1~3,台南市,7,67000
2012,05,1~3,台東縣,2,10014
2012,05,1~3,雲林縣,4,10009
2012,05,1~3,基隆市,2,10017
2012,05,4~6,嘉義市,1,10020
2012,05,4~6,桃園市,2,68000
2012,05,4~6,南投縣,1,10008
2012,05,4~6,彰化縣,3,10007
2012,05,4~6,新北市,4,65000
2012,05,4~6,新竹市,4,10018
2012,05,4~6,高雄市,3,64000
2012,05,4~6,台北市,5,63000
2012,05,4~6,台中市,1,66000
2012,05,4~6,台南市,2,67000
2012,05,4~6,台東縣,2,10014
2012,05,7~15,桃園市,5,68000
2012,05,7~15,南投縣,2,10008
2012,05,7~15,宜蘭縣,1,10002
2012,05,7~15,新北市,2,65000
2012,05,7~15,新竹市,2,10018
2012,05,7~15,高雄市,2,64000
2012,05,7~15,台北市,5,63000
2012,05,7~15,台中市,3,66000
2012,05,7~15,台南市,4,67000
2012,05,7~15,台東縣,1,10014
2012,05,7~15,基隆市,2,10017
2012,06,0,台南市,1,67000
2012,06,16+,桃園市,1,68000
2012,06,16+,新北市,1,65000
2012,06,16+,基隆市,1,10017
2012,06,1~3,桃園市,6,68000
2012,06,1~3,彰化縣,3,10007
2012,06,1~3,宜蘭縣,1,10002
2012,06,1~3,新北市,2,65000
2012,06,1~3,新竹市,3,10018
2012,06,1~3,高雄市,9,64000
2012,06,1~3,台北市,8,63000
2012,06,1~3,台中市,8,66000
2012,06,1~3,台南市,3,67000
2012,06,1~3,基隆市,1,10017
2012,06,4~6,桃園市,3,68000
2012,06,4~6,宜蘭縣,3,10002
2012,06,4~6,新北市,3,65000
2012,06,4~6,新竹市,3,10018
2012,06,4~6,高雄市,3,64000
2012,06,4~6,台北市,5,63000
2012,06,4~6,台中市,1,66000
2012,06,4~6,台南市,1,67000
2012,06,4~6,基隆市,1,10017
2012,06,7~15,新北市,2,65000
2012,06,7~15,台北市,3,63000
2012,06,7~15,台中市,1,66000
2012,07,0,新北市,1,65000
2012,07,0,新竹市,2,10018
2012,07,0,高雄市,2,64000
2012,07,0,台北市,4,63000
2012,07,0,台中市,1,66000
2012,07,1~3,桃園市,12,68000
2012,07,1~3,彰化縣,2,10007
2012,07,1~3,新北市,8,65000
2012,07,1~3,新竹市,2,10018
2012,07,1~3,花蓮縣,1,10015
2012,07,1~3,高雄市,2,64000
2012,07,1~3,台北市,6,63000
2012,07,1~3,台中市,9,66000
2012,07,1~3,台南市,8,67000
2012,07,1~3,雲林縣,1,10009
2012,07,1~3,基隆市,2,10017
2012,07,4~6,桃園市,3,68000
2012,07,4~6,彰化縣,2,10007
2012,07,4~6,新北市,3,65000
2012,07,4~6,新竹市,1,10018
2012,07,4~6,花蓮縣,1,10015
2012,07,4~6,高雄市,5,64000
2012,07,4~6,台北市,6,63000
2012,07,4~6,台中市,2,66000
2012,07,4~6,台南市,3,67000
2012,07,7~15,嘉義市,3,10020
2012,07,7~15,桃園市,1,68000
2012,07,7~15,南投縣,1,10008
2012,07,7~15,彰化縣,1,10007
2012,07,7~15,宜蘭縣,1,10002
2012,07,7~15,新北市,4,65000
2012,07,7~15,高雄市,4,64000
2012,07,7~15,台北市,3,63000
2012,07,7~15,台中市,3,66000
2012,07,7~15,台南市,1,67000
2012,08,0,桃園市,2,68000
2012,08,0,新北市,3,65000
2012,08,0,高雄市,1,64000
2012,08,0,台中市,7,66000
2012,08,0,台南市,1,67000
2012,08,16+,桃園市,1,68000
2012,08,16+,宜蘭縣,1,10002
2012,08,16+,新竹市,1,10018
2012,08,16+,台北市,2,63000
2012,08,16+,台中市,1,66000
2012,08,1~3,桃園市,6,68000
2012,08,1~3,南投縣,1,10008
2012,08,1~3,彰化縣,1,10007
2012,08,1~3,宜蘭縣,2,10002
2012,08,1~3,新北市,9,65000
2012,08,1~3,新竹市,2,10018
2012,08,1~3,花蓮縣,1,10015
2012,08,1~3,苗栗縣,1,10005
2012,08,1~3,高雄市,6,64000
2012,08,1~3,台北市,10,63000
2012,08,1~3,台中市,6,66000
2012,08,1~3,台南市,6,67000
2012,08,1~3,台東縣,2,10014
2012,08,1~3,雲林縣,3,10009
2012,08,1~3,基隆市,4,10017
2012,08,4~6,桃園市,7,68000
2012,08,4~6,屏東縣,1,10013
2012,08,4~6,南投縣,1,10008
2012,08,4~6,彰化縣,2,10007
2012,08,4~6,新北市,10,65000
2012,08,4~6,新竹市,2,10018
2012,08,4~6,苗栗縣,1,10005
2012,08,4~6,高雄市,6,64000
2012,08,4~6,台北市,8,63000
2012,08,4~6,台中市,5,66000
2012,08,4~6,台南市,3,67000
2012,08,4~6,基隆市,1,10017
2012,08,7~15,屏東縣,1,10013
2012,08,7~15,南投縣,1,10008
2012,08,7~15,彰化縣,1,10007
2012,08,7~15,宜蘭縣,2,10002
2012,08,7~15,新北市,4,65000
2012,08,7~15,苗栗縣,2,10005
2012,08,7~15,高雄市,4,64000
2012,08,7~15,台北市,2,63000
2012,08,7~15,台中市,1,66000
2012,08,7~15,台南市,2,67000
2012,08,7~15,台東縣,1,10014
2012,08,7~15,基隆市,1,10017
2012,09,0,桃園市,2,68000
2012,09,0,新北市,1,65000
2012,09,0,台北市,1,63000
2012,09,0,台中市,1,66000
2012,09,0,台南市,1,67000
2012,09,16+,新北市,1,65000
2012,09,1~3,嘉義縣,1,10010
2012,09,1~3,桃園市,14,68000
2012,09,1~3,屏東縣,1,10013
2012,09,1~3,南投縣,1,10008
2012,09,1~3,彰化縣,4,10007
2012,09,1~3,新北市,8,65000
2012,09,1~3,新竹市,7,10018
2012,09,1~3,高雄市,9,64000
2012,09,1~3,台北市,18,63000
2012,09,1~3,台中市,5,66000
2012,09,1~3,台南市,8,67000
2012,09,1~3,基隆市,4,10017
2012,09,4~6,桃園市,2,68000
2012,09,4~6,屏東縣,1,10013
2012,09,4~6,新北市,2,65000
2012,09,4~6,新竹市,2,10018
2012,09,4~6,高雄市,5,64000
2012,09,4~6,台北市,9,63000
2012,09,4~6,台中市,2,66000
2012,09,4~6,台南市,3,67000
2012,09,4~6,台東縣,2,10014
2012,09,4~6,基隆市,2,10017
2012,09,7~15,新北市,4,65000
2012,09,7~15,新竹市,1,10018
2012,09,7~15,高雄市,2,64000
2012,09,7~15,台北市,4,63000
2012,09,7~15,台中市,2,66000
2012,09,7~15,台南市,3,67000
2012,09,7~15,基隆市,3,10017
2012,10,0,新北市,1,65000
2012,10,0,新竹市,2,10018
2012,10,0,新竹縣,1,10004
2012,10,0,台北市,3,63000
2012,10,0,台中市,1,66000
2012,10,0,台南市,1,67000
2012,10,0,台東縣,1,10014
2012,10,1~3,桃園市,6,68000
2012,10,1~3,屏東縣,2,10013
2012,10,1~3,彰化縣,5,10007
2012,10,1~3,宜蘭縣,3,10002
2012,10,1~3,新北市,5,65000
2012,10,1~3,新竹市,4,10018
2012,10,1~3,花蓮縣,1,10015
2012,10,1~3,苗栗縣,1,10005
2012,10,1~3,高雄市,5,64000
2012,10,1~3,台北市,14,63000
2012,10,1~3,台中市,2,66000
2012,10,1~3,台南市,7,67000
2012,10,1~3,台東縣,1,10014
2012,10,4~6,嘉義縣,1,10010
2012,10,4~6,桃園市,4,68000
2012,10,4~6,彰化縣,1,10007
2012,10,4~6,宜蘭縣,1,10002
2012,10,4~6,新北市,4,65000
2012,10,4~6,新竹市,3,10018
2012,10,4~6,高雄市,5,64000
2012,10,4~6,台北市,4,63000
2012,10,4~6,台中市,9,66000
2012,10,4~6,台南市,5,67000
2012,10,4~6,台東縣,1,10014
2012,10,4~6,雲林縣,1,10009
2012,10,4~6,基隆市,1,10017
2012,10,7~15,嘉義市,2,10020
2012,10,7~15,桃園市,2,68000
2012,10,7~15,南投縣,1,10008
2012,10,7~15,新竹市,2,10018
2012,10,7~15,高雄市,2,64000
2012,10,7~15,台北市,3,63000
2012,10,7~15,台中市,1,66000
2012,11,0,桃園市,1,68000
2012,11,0,彰化縣,1,10007
2012,11,0,新竹市,1,10018
2012,11,0,台北市,1,63000
2012,11,0,台南市,1,67000
2012,11,0,台東縣,1,10014
2012,11,0,雲林縣,1,10009
2012,11,16+,新北市,2,65000
2012,11,16+,新竹市,1,10018
2012,11,16+,高雄市,1,64000
2012,11,1~3,桃園市,5,68000
2012,11,1~3,屏東縣,4,10013
2012,11,1~3,南投縣,2,10008
2012,11,1~3,彰化縣,2,10007
2012,11,1~3,宜蘭縣,7,10002
2012,11,1~3,新北市,14,65000
2012,11,1~3,新竹市,5,10018
2012,11,1~3,花蓮縣,1,10015
2012,11,1~3,苗栗縣,1,10005
2012,11,1~3,高雄市,9,64000
2012,11,1~3,台北市,11,63000
2012,11,1~3,台中市,6,66000
2012,11,1~3,台南市,6,67000
2012,11,1~3,台東縣,2,10014
2012,11,1~3,雲林縣,1,10009
2012,11,1~3,基隆市,3,10017
2012,11,4~6,嘉義縣,1,10010
2012,11,4~6,桃園市,3,68000
2012,11,4~6,屏東縣,1,10013
2012,11,4~6,南投縣,1,10008
2012,11,4~6,新北市,3,65000
2012,11,4~6,新竹市,1,10018
2012,11,4~6,高雄市,4,64000
2012,11,4~6,台北市,10,63000
2012,11,4~6,台中市,7,66000
2012,11,4~6,台南市,2,67000
2012,11,4~6,基隆市,2,10017
2012,11,7~15,嘉義市,2,10020
2012,11,7~15,桃園市,3,68000
2012,11,7~15,南投縣,1,10008
2012,11,7~15,宜蘭縣,2,10002
2012,11,7~15,台北市,3,63000
2012,11,7~15,台中市,2,66000
2012,11,7~15,基隆市,2,10017
2012,12,0,桃園市,3,68000
2012,12,0,彰化縣,1,10007
2012,12,0,新竹市,1,10018
2012,12,0,台北市,2,63000
2012,12,16+,嘉義市,1,10020
2012,12,16+,桃園市,1,68000
2012,12,16+,新北市,1,65000
2012,12,16+,高雄市,1,64000
2012,12,16+,台北市,3,63000
2012,12,1~3,嘉義縣,2,10010
2012,12,1~3,桃園市,4,68000
2012,12,1~3,屏東縣,2,10013
2012,12,1~3,南投縣,1,10008
2012,12,1~3,彰化縣,2,10007
2012,12,1~3,宜蘭縣,3,10002
2012,12,1~3,新北市,1,65000
2012,12,1~3,新竹市,4,10018
2012,12,1~3,花蓮縣,1,10015
2012,12,1~3,高雄市,9,64000
2012,12,1~3,台北市,20,63000
2012,12,1~3,台中市,14,66000
2012,12,1~3,台南市,6,67000
2012,12,1~3,台東縣,1,10014
2012,12,4~6,嘉義市,1,10020
2012,12,4~6,嘉義縣,1,10010
2012,12,4~6,宜蘭縣,3,10002
2012,12,4~6,新北市,5,65000
2012,12,4~6,新竹市,1,10018
2012,12,4~6,高雄市,8,64000
2012,12,4~6,台北市,9,63000
2012,12,4~6,台中市,2,66000
2012,12,4~6,台南市,4,67000
2012,12,4~6,台東縣,2,10014
2012,12,4~6,雲林縣,1,10009
2012,12,4~6,基隆市,1,10017
2012,12,7~15,嘉義市,2,10020
2012,12,7~15,桃園市,2,68000
2012,12,7~15,新北市,1,65000
2012,12,7~15,高雄市,9,64000
2012,12,7~15,台北市,10,63000
2012,12,7~15,台中市,3,66000
2012,12,7~15,台南市,2,67000
2012,12,7~15,基隆市,1,10017
2012,13,0,桃園市,1,68000
2012,13,0,新北市,1,65000
2012,13,0,新竹市,1,10018
2012,13,0,高雄市,1,64000
2012,13,0,台中市,4,66000
2012,13,0,台南市,1,67000
2012,13,16+,新北市,1,65000
2012,13,16+,苗栗縣,1,10005
2012,13,1~3,嘉義縣,1,10010
2012,13,1~3,桃園市,8,68000
2012,13,1~3,屏東縣,2,10013
2012,13,1~3,彰化縣,2,10007
2012,13,1~3,宜蘭縣,2,10002
2012,13,1~3,新北市,14,65000
2012,13,1~3,新竹市,12,10018
2012,13,1~3,新竹縣,1,10004
2012,13,1~3,花蓮縣,1,10015
2012,13,1~3,高雄市,9,64000
2012,13,1~3,台北市,15,63000
2012,13,1~3,台中市,10,66000
2012,13,1~3,台南市,9,67000
2012,13,1~3,台東縣,3,10014
2012,13,1~3,基隆市,2,10017
2012,13,4~6,桃園市,4,68000
2012,13,4~6,新北市,3,65000
2012,13,4~6,新竹市,1,10018
2012,13,4~6,新竹縣,1,10004
2012,13,4~6,花蓮縣,1,10015
2012,13,4~6,苗栗縣,1,10005
2012,13,4~6,高雄市,7,64000
2012,13,4~6,台北市,16,63000
2012,13,4~6,台中市,4,66000
2012,13,4~6,台南市,6,67000
2012,13,4~6,台東縣,2,10014
2012,13,4~6,基隆市,1,10017
2012,13,7~15,桃園市,3,68000
2012,13,7~15,宜蘭縣,1,10002
2012,13,7~15,新北市,7,65000
2012,13,7~15,新竹市,2,10018
2012,13,7~15,高雄市,2,64000
2012,13,7~15,台北市,4,63000
2012,13,7~15,台中市,2,66000
2012,13,7~15,台南市,4,67000
2012,13,7~15,雲林縣,2,10009
2012,13,7~15,基隆市,2,10017
2012,14,0,屏東縣,1,10013
2012,14,0,台北市,4,63000
2012,14,0,台中市,3,66000
2012,14,0,台南市,2,67000
2012,14,16+,台北市,2,63000
2012,14,16+,台中市,1,66000
2012,14,1~3,嘉義市,1,10020
2012,14,1~3,桃園市,4,68000
2012,14,1~3,屏東縣,3,10013
2012,14,1~3,南投縣,3,10008
2012,14,1~3,彰化縣,3,10007
2012,14,1~3,宜蘭縣,1,10002
2012,14,1~3,新北市,7,65000
2012,14,1~3,新竹市,13,10018
2012,14,1~3,新竹縣,2,10004
2012,14,1~3,花蓮縣,2,10015
2012,14,1~3,苗栗縣,2,10005
2012,14,1~3,高雄市,10,64000
2012,14,1~3,台北市,15,63000
2012,14,1~3,台中市,9,66000
2012,14,1~3,台南市,7,67000
2012,14,1~3,雲林縣,1,10009
2012,14,4~6,嘉義市,3,10020
2012,14,4~6,桃園市,1,68000
2012,14,4~6,屏東縣,1,10013
2012,14,4~6,南投縣,1,10008
2012,14,4~6,宜蘭縣,2,10002
2012,14,4~6,新北市,9,65000
2012,14,4~6,新竹市,5,10018
2012,14,4~6,苗栗縣,1,10005
2012,14,4~6,高雄市,6,64000
2012,14,4~6,台北市,10,63000
2012,14,4~6,台中市,3,66000
2012,14,4~6,台南市,12,67000
2012,14,4~6,基隆市,1,10017
2012,14,7~15,嘉義縣,1,10010
2012,14,7~15,桃園市,3,68000
2012,14,7~15,宜蘭縣,2,10002
2012,14,7~15,新北市,9,65000
2012,14,7~15,新竹市,4,10018
2012,14,7~15,花蓮縣,1,10015
2012,14,7~15,苗栗縣,2,10005
2012,14,7~15,高雄市,6,64000
2012,14,7~15,台北市,17,63000
2012,14,7~15,台中市,3,66000
2012,14,7~15,台南市,3,67000
2012,14,7~15,基隆市,1,10017
2012,15,0,桃園市,1,68000
2012,15,0,宜蘭縣,3,10002
2012,15,0,新北市,1,65000
2012,15,0,新竹市,1,10018
2012,15,0,花蓮縣,1,10015
2012,15,0,高雄市,1,64000
2012,15,0,台北市,4,63000
2012,15,0,台中市,3,66000
2012,15,0,台南市,4,67000
2012,15,16+,新北市,2,65000
2012,15,16+,新竹市,1,10018
2012,15,16+,台北市,2,63000
2012,15,1~3,嘉義縣,1,10010
2012,15,1~3,桃園市,4,68000
2012,15,1~3,屏東縣,3,10013
2012,15,1~3,彰化縣,1,10007
2012,15,1~3,宜蘭縣,8,10002
2012,15,1~3,新北市,10,65000
2012,15,1~3,新竹市,10,10018
2012,15,1~3,新竹縣,1,10004
2012,15,1~3,花蓮縣,1,10015
2012,15,1~3,苗栗縣,3,10005
2012,15,1~3,高雄市,7,64000
2012,15,1~3,台北市,15,63000
2012,15,1~3,台中市,10,66000
2012,15,1~3,台南市,14,67000
2012,15,1~3,雲林縣,1,10009
2012,15,1~3,基隆市,1,10017
2012,15,4~6,嘉義縣,1,10010
2012,15,4~6,桃園市,3,68000
2012,15,4~6,屏東縣,1,10013
2012,15,4~6,彰化縣,1,10007
2012,15,4~6,宜蘭縣,7,10002
2012,15,4~6,新北市,7,65000
2012,15,4~6,新竹市,2,10018
2012,15,4~6,高雄市,7,64000
2012,15,4~6,台北市,14,63000
2012,15,4~6,台中市,3,66000
2012,15,4~6,台南市,4,67000
2012,15,4~6,台東縣,3,10014
2012,15,4~6,基隆市,4,10017
2012,15,7~15,桃園市,1,68000
2012,15,7~15,屏東縣,2,10013
2012,15,7~15,宜蘭縣,3,10002
2012,15,7~15,新北市,2,65000
2012,15,7~15,新竹市,1,10018
2012,15,7~15,花蓮縣,1,10015
2012,15,7~15,苗栗縣,1,10005
2012,15,7~15,高雄市,4,64000
2012,15,7~15,台北市,15,63000
2012,15,7~15,台中市,6,66000
2012,15,7~15,台南市,4,67000
2012,16,0,桃園市,1,68000
2012,16,0,彰化縣,1,10007
2012,16,0,宜蘭縣,1,10002
2012,16,0,高雄市,1,64000
2012,16,0,台北市,2,63000
2012,16,0,台中市,3,66000
2012,16,16+,屏東縣,1,10013
2012,16,16+,南投縣,1,10008
2012,16,16+,高雄市,1,64000
2012,16,16+,台北市,4,63000
2012,16,16+,雲林縣,1,10009
2012,16,1~3,嘉義縣,2,10010
2012,16,1~3,桃園市,7,68000
2012,16,1~3,屏東縣,2,10013
2012,16,1~3,彰化縣,2,10007
2012,16,1~3,澎湖縣,1,10016
2012,16,1~3,宜蘭縣,2,10002
2012,16,1~3,新北市,14,65000
2012,16,1~3,新竹市,12,10018
2012,16,1~3,新竹縣,1,10004
2012,16,1~3,花蓮縣,4,10015
2012,16,1~3,金門縣,1,09020
2012,16,1~3,苗栗縣,5,10005
2012,16,1~3,高雄市,13,64000
2012,16,1~3,台北市,21,63000
2012,16,1~3,台中市,26,66000
2012,16,1~3,台南市,12,67000
2012,16,1~3,台東縣,3,10014
2012,16,1~3,雲林縣,1,10009
2012,16,1~3,基隆市,5,10017
2012,16,4~6,嘉義縣,3,10010
2012,16,4~6,桃園市,4,68000
2012,16,4~6,南投縣,1,10008
2012,16,4~6,宜蘭縣,5,10002
2012,16,4~6,新北市,13,65000
2012,16,4~6,新竹市,7,10018
2012,16,4~6,新竹縣,3,10004
2012,16,4~6,苗栗縣,1,10005
2012,16,4~6,高雄市,12,64000
2012,16,4~6,台北市,20,63000
2012,16,4~6,台中市,15,66000
2012,16,4~6,台南市,5,67000
2012,16,4~6,台東縣,2,10014
2012,16,4~6,雲林縣,2,10009
2012,16,4~6,基隆市,6,10017
2012,16,7~15,桃園市,2,68000
2012,16,7~15,屏東縣,1,10013
2012,16,7~15,南投縣,1,10008
2012,16,7~15,彰化縣,1,10007
2012,16,7~15,宜蘭縣,4,10002
2012,16,7~15,新北市,9,65000
2012,16,7~15,新竹市,4,10018
2012,16,7~15,高雄市,4,64000
2012,16,7~15,台北市,11,63000
2012,16,7~15,台中市,4,66000
2012,16,7~15,台南市,6,67000
2012,16,7~15,基隆市,1,10017
2012,17,0,桃園市,3,68000
2012,17,0,屏東縣,1,10013
2012,17,0,彰化縣,2,10007
2012,17,0,宜蘭縣,1,10002
2012,17,0,新北市,2,65000
2012,17,0,新竹市,2,10018
2012,17,0,高雄市,5,64000
2012,17,0,台北市,2,63000
2012,17,0,台中市,5,66000
2012,17,0,台南市,1,67000
2012,17,0,基隆市,1,10017
2012,17,16+,新北市,2,65000
2012,17,16+,高雄市,1,64000
2012,17,16+,台北市,5,63000
2012,17,16+,台中市,1,66000
2012,17,16+,台南市,1,67000
2012,17,1~3,嘉義縣,3,10010
2012,17,1~3,桃園市,11,68000
2012,17,1~3,屏東縣,2,10013
2012,17,1~3,南投縣,2,10008
2012,17,1~3,彰化縣,2,10007
2012,17,1~3,宜蘭縣,8,10002
2012,17,1~3,新北市,17,65000
2012,17,1~3,新竹市,13,10018
2012,17,1~3,新竹縣,1,10004
2012,17,1~3,高雄市,17,64000
2012,17,1~3,台北市,21,63000
2012,17,1~3,台中市,23,66000
2012,17,1~3,台南市,19,67000
2012,17,1~3,台東縣,1,10014
2012,17,1~3,雲林縣,2,10009
2012,17,1~3,基隆市,8,10017
2012,17,4~6,嘉義縣,2,10010
2012,17,4~6,桃園市,3,68000
2012,17,4~6,屏東縣,4,10013
2012,17,4~6,宜蘭縣,4,10002
2012,17,4~6,新北市,9,65000
2012,17,4~6,新竹市,2,10018
2012,17,4~6,新竹縣,2,10004
2012,17,4~6,花蓮縣,1,10015
2012,17,4~6,苗栗縣,1,10005
2012,17,4~6,高雄市,18,64000
2012,17,4~6,台北市,21,63000
2012,17,4~6,台中市,12,66000
2012,17,4~6,台南市,9,67000
2012,17,4~6,台東縣,3,10014
2012,17,4~6,雲林縣,3,10009
2012,17,4~6,基隆市,5,10017
2012,17,7~15,嘉義縣,1,10010
2012,17,7~15,桃園市,4,68000
2012,17,7~15,屏東縣,2,10013
2012,17,7~15,宜蘭縣,4,10002
2012,17,7~15,新北市,10,65000
2012,17,7~15,新竹市,4,10018
2012,17,7~15,高雄市,4,64000
2012,17,7~15,台北市,16,63000
2012,17,7~15,台中市,6,66000
2012,17,7~15,台南市,2,67000
2012,17,7~15,雲林縣,1,10009
2012,17,7~15,基隆市,2,10017
2012,18,0,嘉義市,2,10020
2012,18,0,桃園市,1,68000
2012,18,0,屏東縣,2,10013
2012,18,0,彰化縣,5,10007
2012,18,0,新北市,5,65000
2012,18,0,新竹市,5,10018
2012,18,0,高雄市,8,64000
2012,18,0,台北市,3,63000
2012,18,0,台中市,4,66000
2012,18,0,台南市,4,67000
2012,18,0,基隆市,1,10017
2012,18,16+,新竹縣,1,10004
2012,18,16+,高雄市,1,64000
2012,18,16+,台北市,5,63000
2012,18,16+,台南市,2,67000
2012,18,16+,基隆市,1,10017
2012,18,1~3,嘉義市,5,10020
2012,18,1~3,嘉義縣,3,10010
2012,18,1~3,桃園市,18,68000
2012,18,1~3,屏東縣,8,10013
2012,18,1~3,彰化縣,10,10007
2012,18,1~3,宜蘭縣,9,10002
2012,18,1~3,新北市,19,65000
2012,18,1~3,新竹市,13,10018
2012,18,1~3,新竹縣,1,10004
2012,18,1~3,花蓮縣,2,10015
2012,18,1~3,苗栗縣,2,10005
2012,18,1~3,高雄市,28,64000
2012,18,1~3,台北市,45,63000
2012,18,1~3,台中市,27,66000
2012,18,1~3,台南市,11,67000
