年,週,年齡別,縣市,手足口病急診就診人次,縣市別代碼
2020,52,0,台北市,1,63000
2020,52,0,台中市,2,66000
2020,52,0,台南市,1,67000
2020,52,16+,嘉義市,1,10020
2020,52,16+,桃園市,2,68000
2020,52,16+,南投縣,1,10008
2020,52,16+,彰化縣,4,10007
2020,52,16+,新北市,1,65000
2020,52,16+,台北市,2,63000
2020,52,16+,台中市,1,66000
2020,52,16+,基隆市,1,10017
2020,52,1~3,桃園市,5,68000
2020,52,1~3,屏東縣,1,10013
2020,52,1~3,彰化縣,4,10007
2020,52,1~3,新北市,5,65000
2020,52,1~3,新竹市,2,10018
2020,52,1~3,花蓮縣,1,10015
2020,52,1~3,苗栗縣,2,10005
2020,52,1~3,高雄市,6,64000
2020,52,1~3,台北市,7,63000
2020,52,1~3,台中市,9,66000
2020,52,1~3,台東縣,1,10014
2020,52,1~3,基隆市,2,10017
2020,52,4~6,桃園市,1,68000
2020,52,4~6,彰化縣,2,10007
2020,52,4~6,新北市,1,65000
2020,52,4~6,新竹市,1,10018
2020,52,4~6,苗栗縣,3,10005
2020,52,4~6,台北市,1,63000
2020,52,7~15,苗栗縣,1,10005
2020,52,7~15,高雄市,1,64000
2020,52,7~15,台北市,1,63000
2020,52,7~15,台中市,3,66000
2020,52,7~15,台南市,1,67000
2020,53,0,嘉義市,1,10020
2020,53,0,桃園市,4,68000
2020,53,0,屏東縣,2,10013
2020,53,0,彰化縣,2,10007
2020,53,0,宜蘭縣,1,10002
2020,53,0,新北市,1,65000
2020,53,0,高雄市,1,64000
2020,53,0,台北市,3,63000
2020,53,0,台中市,4,66000
2020,53,0,台南市,1,67000
2020,53,16+,嘉義市,1,10020
2020,53,16+,宜蘭縣,1,10002
2020,53,16+,新北市,2,65000
2020,53,16+,苗栗縣,1,10005
2020,53,16+,高雄市,1,64000
2020,53,16+,台北市,1,63000
2020,53,1~3,嘉義市,2,10020
2020,53,1~3,桃園市,6,68000
2020,53,1~3,屏東縣,1,10013
2020,53,1~3,彰化縣,3,10007
2020,53,1~3,宜蘭縣,1,10002
2020,53,1~3,新北市,3,65000
2020,53,1~3,新竹市,3,10018
2020,53,1~3,苗栗縣,1,10005
2020,53,1~3,高雄市,4,64000
2020,53,1~3,台北市,6,63000
2020,53,1~3,台中市,8,66000
2020,53,1~3,台南市,2,67000
2020,53,1~3,雲林縣,3,10009
2020,53,4~6,彰化縣,1,10007
2020,53,4~6,花蓮縣,1,10015
2020,53,4~6,苗栗縣,3,10005
2020,53,4~6,台北市,1,63000
2020,53,4~6,台中市,4,66000
2020,53,4~6,台南市,1,67000
2020,53,4~6,雲林縣,2,10009
2020,53,7~15,苗栗縣,2,10005
2020,53,7~15,台北市,1,63000
2020,53,7~15,台中市,1,66000
2021,01,0,嘉義市,1,10020
2021,01,0,桃園市,1,68000
2021,01,0,彰化縣,1,10007
2021,01,0,苗栗縣,1,10005
2021,01,0,高雄市,1,64000
2021,01,0,台北市,1,63000
2021,01,0,台南市,1,67000
2021,01,16+,桃園市,2,68000
2021,01,16+,彰化縣,1,10007
2021,01,1~3,嘉義市,4,10020
2021,01,1~3,桃園市,4,68000
2021,01,1~3,彰化縣,2,10007
2021,01,1~3,新北市,1,65000
2021,01,1~3,新竹市,3,10018
2021,01,1~3,花蓮縣,1,10015
2021,01,1~3,苗栗縣,7,10005
2021,01,1~3,高雄市,2,64000
2021,01,1~3,台北市,11,63000
2021,01,1~3,台中市,11,66000
2021,01,1~3,台南市,3,67000
2021,01,1~3,台東縣,1,10014
2021,01,1~3,基隆市,3,10017
2021,01,4~6,新北市,1,65000
2021,01,4~6,新竹市,2,10018
2021,01,4~6,苗栗縣,2,10005
2021,01,4~6,台北市,3,63000
2021,01,4~6,台中市,1,66000
2021,01,4~6,基隆市,1,10017
2021,01,7~15,嘉義縣,1,10010
2021,01,7~15,桃園市,2,68000
2021,01,7~15,高雄市,1,64000
2021,02,0,新北市,1,65000
2021,02,0,高雄市,1,64000
2021,02,0,台北市,2,63000
2021,02,0,台南市,1,67000
2021,02,16+,台中市,1,66000
2021,02,1~3,嘉義市,2,10020
2021,02,1~3,桃園市,6,68000
2021,02,1~3,屏東縣,2,10013
2021,02,1~3,彰化縣,2,10007
2021,02,1~3,宜蘭縣,1,10002
2021,02,1~3,新北市,3,65000
2021,02,1~3,新竹市,2,10018
2021,02,1~3,花蓮縣,2,10015
2021,02,1~3,苗栗縣,2,10005
2021,02,1~3,高雄市,3,64000
2021,02,1~3,台北市,10,63000
2021,02,1~3,台中市,3,66000
2021,02,1~3,台南市,3,67000
2021,02,1~3,台東縣,1,10014
2021,02,4~6,桃園市,2,68000
2021,02,4~6,彰化縣,2,10007
2021,02,4~6,新北市,1,65000
2021,02,4~6,苗栗縣,2,10005
2021,02,4~6,高雄市,1,64000
2021,02,4~6,台北市,2,63000
2021,02,4~6,台中市,1,66000
2021,02,4~6,台南市,1,67000
2021,02,4~6,基隆市,1,10017
2021,02,7~15,桃園市,2,68000
2021,02,7~15,新竹市,1,10018
2021,02,7~15,苗栗縣,1,10005
2021,02,7~15,台中市,2,66000
2021,03,0,桃園市,1,68000
2021,03,0,宜蘭縣,2,10002
2021,03,0,苗栗縣,3,10005
2021,03,0,高雄市,1,64000
2021,03,16+,彰化縣,1,10007
2021,03,16+,宜蘭縣,1,10002
2021,03,16+,新北市,2,65000
2021,03,16+,苗栗縣,1,10005
2021,03,16+,台中市,1,66000
2021,03,16+,基隆市,1,10017
2021,03,1~3,嘉義市,1,10020
2021,03,1~3,桃園市,5,68000
2021,03,1~3,南投縣,1,10008
2021,03,1~3,彰化縣,1,10007
2021,03,1~3,宜蘭縣,2,10002
2021,03,1~3,新北市,3,65000
2021,03,1~3,新竹市,4,10018
2021,03,1~3,苗栗縣,1,10005
2021,03,1~3,高雄市,6,64000
2021,03,1~3,台北市,3,63000
2021,03,1~3,台中市,3,66000
2021,03,1~3,台南市,2,67000
2021,03,1~3,雲林縣,1,10009
2021,03,4~6,屏東縣,1,10013
2021,03,4~6,苗栗縣,3,10005
2021,03,4~6,高雄市,3,64000
2021,03,4~6,台南市,1,67000
2021,03,4~6,台東縣,1,10014
2021,03,4~6,基隆市,1,10017
2021,03,7~15,新竹市,2,10018
2021,03,7~15,苗栗縣,1,10005
2021,03,7~15,台中市,1,66000
2021,04,0,嘉義市,1,10020
2021,04,0,桃園市,1,68000
2021,04,0,彰化縣,1,10007
2021,04,0,新竹市,1,10018
2021,04,0,台北市,1,63000
2021,04,0,台中市,1,66000
2021,04,0,台南市,1,67000
2021,04,16+,新北市,1,65000
2021,04,16+,台北市,1,63000
2021,04,1~3,嘉義市,2,10020
2021,04,1~3,桃園市,2,68000
2021,04,1~3,彰化縣,1,10007
2021,04,1~3,新北市,3,65000
2021,04,1~3,新竹市,1,10018
2021,04,1~3,花蓮縣,1,10015
2021,04,1~3,高雄市,3,64000
2021,04,1~3,台北市,3,63000
2021,04,1~3,台中市,2,66000
2021,04,1~3,台南市,2,67000
2021,04,1~3,台東縣,1,10014
2021,04,1~3,雲林縣,2,10009
2021,04,1~3,基隆市,3,10017
2021,04,4~6,桃園市,1,68000
2021,04,4~6,苗栗縣,2,10005
2021,04,4~6,高雄市,1,64000
2021,04,4~6,台北市,2,63000
2021,04,4~6,台中市,4,66000
2021,04,7~15,彰化縣,2,10007
2021,04,7~15,苗栗縣,1,10005
2021,04,7~15,高雄市,5,64000
2021,04,7~15,台南市,2,67000
2021,04,7~15,基隆市,1,10017
2021,05,0,彰化縣,2,10007
2021,05,0,新北市,3,65000
2021,05,0,新竹市,1,10018
2021,05,0,高雄市,1,64000
2021,05,16+,高雄市,1,64000
2021,05,16+,台北市,1,63000
2021,05,16+,台南市,1,67000
2021,05,1~3,嘉義市,1,10020
2021,05,1~3,桃園市,1,68000
2021,05,1~3,屏東縣,1,10013
2021,05,1~3,南投縣,1,10008
2021,05,1~3,彰化縣,5,10007
2021,05,1~3,宜蘭縣,2,10002
2021,05,1~3,新北市,6,65000
2021,05,1~3,苗栗縣,3,10005
2021,05,1~3,高雄市,6,64000
2021,05,1~3,台北市,10,63000
2021,05,1~3,台中市,8,66000
2021,05,1~3,台南市,4,67000
2021,05,1~3,雲林縣,1,10009
2021,05,4~6,新北市,1,65000
2021,05,4~6,苗栗縣,2,10005
2021,05,4~6,高雄市,1,64000
2021,05,4~6,台南市,1,67000
2021,05,7~15,彰化縣,1,10007
2021,05,7~15,苗栗縣,1,10005
2021,05,7~15,雲林縣,1,10009
2021,06,0,嘉義市,2,10020
2021,06,0,屏東縣,1,10013
2021,06,0,南投縣,1,10008
2021,06,0,新北市,5,65000
2021,06,0,新竹市,2,10018
2021,06,0,苗栗縣,1,10005
2021,06,0,高雄市,3,64000
2021,06,0,台北市,3,63000
2021,06,0,台中市,1,66000
2021,06,0,台東縣,2,10014
2021,06,16+,嘉義市,1,10020
2021,06,16+,桃園市,1,68000
2021,06,16+,彰化縣,2,10007
2021,06,16+,新北市,4,65000
2021,06,16+,新竹縣,1,10004
2021,06,16+,苗栗縣,1,10005
2021,06,16+,台北市,4,63000
2021,06,16+,台中市,2,66000
2021,06,16+,台南市,1,67000
2021,06,1~3,嘉義市,2,10020
2021,06,1~3,嘉義縣,1,10010
2021,06,1~3,桃園市,1,68000
2021,06,1~3,屏東縣,2,10013
2021,06,1~3,南投縣,2,10008
2021,06,1~3,彰化縣,4,10007
2021,06,1~3,宜蘭縣,3,10002
2021,06,1~3,新竹市,1,10018
2021,06,1~3,花蓮縣,1,10015
2021,06,1~3,苗栗縣,5,10005
2021,06,1~3,高雄市,14,64000
2021,06,1~3,台北市,9,63000
2021,06,1~3,台中市,4,66000
2021,06,1~3,台南市,3,67000
2021,06,1~3,台東縣,1,10014
2021,06,1~3,雲林縣,1,10009
2021,06,1~3,基隆市,2,10017
2021,06,4~6,新竹市,2,10018
2021,06,4~6,苗栗縣,2,10005
2021,06,4~6,高雄市,2,64000
2021,06,4~6,台北市,1,63000
2021,06,4~6,台南市,2,67000
2021,06,4~6,基隆市,2,10017
2021,06,7~15,嘉義市,1,10020
2021,06,7~15,新北市,1,65000
2021,06,7~15,苗栗縣,1,10005
2021,06,7~15,高雄市,1,64000
2021,06,7~15,台北市,3,63000
2021,07,0,高雄市,2,64000
2021,07,0,台北市,2,63000
2021,07,0,台中市,2,66000
2021,07,0,雲林縣,3,10009
2021,07,16+,屏東縣,1,10013
2021,07,16+,新北市,2,65000
2021,07,16+,台北市,2,63000
2021,07,16+,台中市,3,66000
2021,07,16+,台南市,2,67000
2021,07,16+,基隆市,1,10017
2021,07,1~3,桃園市,3,68000
2021,07,1~3,屏東縣,2,10013
2021,07,1~3,南投縣,1,10008
2021,07,1~3,彰化縣,1,10007
2021,07,1~3,新竹市,1,10018
2021,07,1~3,新竹縣,1,10004
2021,07,1~3,苗栗縣,3,10005
2021,07,1~3,高雄市,7,64000
2021,07,1~3,台北市,6,63000
2021,07,1~3,台中市,4,66000
2021,07,1~3,台南市,3,67000
2021,07,1~3,雲林縣,1,10009
2021,07,4~6,嘉義市,1,10020
2021,07,4~6,台南市,2,67000
2021,07,4~6,雲林縣,1,10009
2021,07,7~15,花蓮縣,1,10015
2021,07,7~15,台中市,3,66000
2021,08,0,新北市,1,65000
2021,08,0,新竹市,1,10018
2021,08,0,高雄市,1,64000
2021,08,0,台南市,2,67000
2021,08,0,雲林縣,2,10009
2021,08,16+,屏東縣,1,10013
2021,08,16+,新北市,1,65000
2021,08,16+,台北市,1,63000
2021,08,16+,台中市,2,66000
2021,08,1~3,嘉義市,2,10020
2021,08,1~3,彰化縣,1,10007
2021,08,1~3,宜蘭縣,1,10002
2021,08,1~3,新北市,5,65000
2021,08,1~3,新竹市,2,10018
2021,08,1~3,花蓮縣,1,10015
2021,08,1~3,苗栗縣,1,10005
2021,08,1~3,高雄市,9,64000
2021,08,1~3,台北市,3,63000
2021,08,1~3,台中市,1,66000
2021,08,1~3,台南市,3,67000
2021,08,4~6,台南市,1,67000
2021,08,7~15,桃園市,1,68000
2021,08,7~15,苗栗縣,1,10005
2021,08,7~15,高雄市,3,64000
2021,09,0,嘉義市,2,10020
2021,09,0,彰化縣,1,10007
2021,09,0,新北市,1,65000
2021,09,0,高雄市,2,64000
2021,09,0,台中市,1,66000
2021,09,16+,新北市,1,65000
2021,09,16+,台中市,1,66000
2021,09,1~3,嘉義市,2,10020
2021,09,1~3,桃園市,3,68000
2021,09,1~3,屏東縣,2,10013
2021,09,1~3,宜蘭縣,1,10002
2021,09,1~3,新北市,2,65000
2021,09,1~3,新竹市,2,10018
2021,09,1~3,苗栗縣,1,10005
2021,09,1~3,高雄市,4,64000
2021,09,1~3,台北市,4,63000
2021,09,1~3,台中市,1,66000
2021,09,1~3,台南市,4,67000
2021,09,1~3,台東縣,1,10014
2021,09,1~3,雲林縣,1,10009
2021,09,4~6,嘉義縣,1,10010
2021,09,4~6,屏東縣,2,10013
2021,09,4~6,台北市,1,63000
2021,09,7~15,彰化縣,1,10007
2021,09,7~15,新北市,1,65000
2021,09,7~15,高雄市,1,64000
2021,09,7~15,台東縣,1,10014
2021,10,0,新北市,1,65000
2021,10,0,新竹市,1,10018
2021,10,0,高雄市,2,64000
2021,10,0,台北市,1,63000
2021,10,0,台中市,1,66000
2021,10,16+,苗栗縣,1,10005
2021,10,16+,台中市,2,66000
2021,10,1~3,嘉義市,1,10020
2021,10,1~3,桃園市,1,68000
2021,10,1~3,屏東縣,1,10013
2021,10,1~3,南投縣,1,10008
2021,10,1~3,花蓮縣,1,10015
2021,10,1~3,高雄市,3,64000
2021,10,1~3,台北市,5,63000
2021,10,1~3,台中市,3,66000
2021,10,1~3,台南市,1,67000
2021,10,1~3,基隆市,1,10017
2021,10,4~6,屏東縣,1,10013
2021,10,4~6,彰化縣,1,10007
2021,10,4~6,苗栗縣,1,10005
2021,10,4~6,高雄市,3,64000
2021,10,4~6,台中市,1,66000
2021,10,4~6,台東縣,1,10014
2021,10,7~15,台南市,1,67000
2021,11,0,桃園市,1,68000
2021,11,0,苗栗縣,1,10005
2021,11,0,高雄市,1,64000
2021,11,0,台南市,4,67000
2021,11,16+,苗栗縣,1,10005
2021,11,16+,台中市,1,66000
2021,11,1~3,嘉義市,1,10020
2021,11,1~3,桃園市,1,68000
2021,11,1~3,屏東縣,1,10013
2021,11,1~3,新北市,2,65000
2021,11,1~3,苗栗縣,4,10005
2021,11,1~3,高雄市,4,64000
2021,11,1~3,台北市,2,63000
2021,11,1~3,台中市,1,66000
2021,11,1~3,台南市,3,67000
2021,11,4~6,桃園市,2,68000
2021,11,4~6,新北市,1,65000
2021,11,4~6,新竹市,1,10018
2021,11,4~6,苗栗縣,1,10005
2021,11,4~6,高雄市,2,64000
2021,11,4~6,台北市,1,63000
2021,11,7~15,新北市,1,65000
2021,11,7~15,高雄市,1,64000
2021,11,7~15,台南市,1,67000
2021,12,0,桃園市,1,68000
2021,12,0,彰化縣,2,10007
2021,12,0,新北市,2,65000
2021,12,0,高雄市,3,64000
2021,12,0,台南市,3,67000
2021,12,1~3,嘉義市,2,10020
2021,12,1~3,桃園市,2,68000
2021,12,1~3,彰化縣,1,10007
2021,12,1~3,新北市,1,65000
2021,12,1~3,新竹市,1,10018
2021,12,1~3,苗栗縣,1,10005
2021,12,1~3,高雄市,3,64000
2021,12,1~3,台北市,3,63000
2021,12,1~3,台中市,1,66000
2021,12,1~3,台南市,2,67000
2021,12,4~6,嘉義市,1,10020
2021,12,4~6,桃園市,1,68000
2021,13,0,桃園市,1,68000
2021,13,0,新北市,1,65000
2021,13,0,高雄市,1,64000
2021,13,0,台北市,2,63000
2021,13,0,台中市,1,66000
2021,13,16+,基隆市,1,10017
2021,13,1~3,嘉義市,2,10020
2021,13,1~3,桃園市,3,68000
2021,13,1~3,南投縣,1,10008
2021,13,1~3,彰化縣,1,10007
2021,13,1~3,宜蘭縣,1,10002
2021,13,1~3,新北市,1,65000
2021,13,1~3,新竹市,2,10018
2021,13,1~3,苗栗縣,2,10005
2021,13,1~3,高雄市,6,64000
2021,13,1~3,台北市,2,63000
2021,13,1~3,台南市,3,67000
2021,13,1~3,台東縣,1,10014
2021,13,1~3,雲林縣,1,10009
2021,13,4~6,嘉義市,1,10020
2021,13,4~6,桃園市,1,68000
2021,13,4~6,新竹市,1,10018
2021,13,4~6,苗栗縣,1,10005
2021,13,4~6,台中市,1,66000
2021,13,7~15,苗栗縣,1,10005
2021,14,0,桃園市,2,68000
2021,14,0,彰化縣,1,10007
2021,14,0,新北市,2,65000
2021,14,0,高雄市,2,64000
2021,14,16+,桃園市,1,68000
2021,14,16+,台北市,1,63000
2021,14,1~3,嘉義市,1,10020
2021,14,1~3,桃園市,4,68000
2021,14,1~3,屏東縣,2,10013
2021,14,1~3,彰化縣,2,10007
2021,14,1~3,新北市,2,65000
2021,14,1~3,新竹市,1,10018
2021,14,1~3,金門縣,1,09020
2021,14,1~3,苗栗縣,1,10005
2021,14,1~3,高雄市,4,64000
2021,14,1~3,台北市,4,63000
2021,14,1~3,台中市,3,66000
2021,14,1~3,台南市,1,67000
2021,14,1~3,台東縣,1,10014
2021,14,1~3,基隆市,2,10017
2021,14,4~6,宜蘭縣,1,10002
2021,14,4~6,高雄市,2,64000
2021,14,4~6,台中市,1,66000
2021,14,4~6,台南市,3,67000
2021,14,4~6,雲林縣,1,10009
2021,14,7~15,新竹縣,2,10004
2021,14,7~15,台中市,1,66000
2021,14,7~15,台南市,1,67000
2021,15,0,嘉義市,1,10020
2021,15,0,桃園市,1,68000
2021,15,0,南投縣,1,10008
2021,15,0,新竹市,1,10018
2021,15,0,花蓮縣,1,10015
2021,15,0,台中市,1,66000
2021,15,0,台南市,1,67000
2021,15,1~3,桃園市,2,68000
2021,15,1~3,彰化縣,3,10007
2021,15,1~3,新北市,2,65000
2021,15,1~3,新竹市,1,10018
2021,15,1~3,苗栗縣,2,10005
2021,15,1~3,高雄市,4,64000
2021,15,1~3,台北市,1,63000
2021,15,1~3,台中市,2,66000
2021,15,1~3,台南市,6,67000
2021,15,4~6,苗栗縣,1,10005
2021,15,4~6,台中市,1,66000
2021,15,4~6,台南市,1,67000
2021,15,4~6,台東縣,1,10014
2021,15,7~15,嘉義市,1,10020
2021,15,7~15,台中市,1,66000
2021,16,0,嘉義市,1,10020
2021,16,0,嘉義縣,1,10010
2021,16,0,屏東縣,1,10013
2021,16,0,新北市,1,65000
2021,16,0,新竹縣,1,10004
2021,16,0,高雄市,1,64000
2021,16,0,台中市,1,66000
2021,16,0,基隆市,1,10017
2021,16,16+,台南市,1,67000
2021,16,1~3,嘉義市,5,10020
2021,16,1~3,桃園市,2,68000
2021,16,1~3,屏東縣,1,10013
2021,16,1~3,彰化縣,7,10007
2021,16,1~3,新北市,2,65000
2021,16,1~3,高雄市,4,64000
2021,16,1~3,台北市,3,63000
2021,16,1~3,台南市,2,67000
2021,16,4~6,桃園市,1,68000
2021,16,4~6,台中市,2,66000
2021,16,4~6,雲林縣,1,10009
2021,16,4~6,基隆市,2,10017
2021,16,7~15,桃園市,1,68000
2021,16,7~15,屏東縣,1,10013
2021,16,7~15,高雄市,1,64000
2021,16,7~15,台南市,1,67000
2021,16,7~15,台東縣,1,10014
2021,16,7~15,雲林縣,1,10009
2021,17,0,桃園市,1,68000
2021,17,0,新竹縣,1,10004
2021,17,0,高雄市,1,64000
2021,17,16+,桃園市,1,68000
2021,17,16+,新北市,1,65000
2021,17,16+,高雄市,1,64000
2021,17,16+,台北市,2,63000
2021,17,16+,台中市,1,66000
2021,17,1~3,嘉義市,2,10020
2021,17,1~3,嘉義縣,1,10010
2021,17,1~3,桃園市,2,68000
2021,17,1~3,屏東縣,2,10013
2021,17,1~3,新北市,3,65000
2021,17,1~3,新竹市,1,10018
2021,17,1~3,新竹縣,1,10004
2021,17,1~3,花蓮縣,1,10015
2021,17,1~3,高雄市,1,64000
2021,17,1~3,台北市,2,63000
2021,17,1~3,台中市,1,66000
2021,17,1~3,台南市,3,67000
2021,17,1~3,雲林縣,1,10009
2021,17,4~6,嘉義市,1,10020
2021,17,4~6,屏東縣,1,10013
2021,17,4~6,新竹市,1,10018
2021,17,4~6,台北市,1,63000
2021,17,4~6,台南市,1,67000
2021,17,7~15,桃園市,1,68000
2021,17,7~15,彰化縣,1,10007
2021,17,7~15,苗栗縣,1,10005
2021,17,7~15,台北市,2,63000
2021,18,0,桃園市,2,68000
2021,18,0,彰化縣,1,10007
2021,18,0,台北市,6,63000
2021,18,0,台中市,1,66000
2021,18,16+,台中市,1,66000
2021,18,16+,台南市,1,67000
2021,18,1~3,桃園市,1,68000
2021,18,1~3,彰化縣,5,10007
2021,18,1~3,宜蘭縣,1,10002
2021,18,1~3,新北市,2,65000
2021,18,1~3,苗栗縣,1,10005
2021,18,1~3,高雄市,2,64000
2021,18,1~3,台北市,3,63000
2021,18,1~3,台中市,1,66000
2021,18,1~3,台南市,2,67000
2021,18,1~3,台東縣,1,10014
2021,18,4~6,嘉義市,1,10020
2021,18,4~6,台中市,1,66000
2021,18,4~6,雲林縣,1,10009
2021,18,7~15,台北市,1,63000
2021,19,0,嘉義市,1,10020
2021,19,0,桃園市,2,68000
2021,19,0,新北市,2,65000
2021,19,0,高雄市,1,64000
2021,19,0,台北市,1,63000
2021,19,0,台南市,2,67000
2021,19,16+,苗栗縣,1,10005
2021,19,16+,台南市,1,67000
2021,19,16+,基隆市,1,10017
2021,19,1~3,桃園市,2,68000
2021,19,1~3,屏東縣,1,10013
2021,19,1~3,彰化縣,2,10007
2021,19,1~3,新北市,4,65000
2021,19,1~3,新竹市,1,10018
2021,19,1~3,花蓮縣,2,10015
2021,19,1~3,苗栗縣,2,10005
2021,19,1~3,高雄市,2,64000
2021,19,1~3,台北市,1,63000
2021,19,1~3,台中市,2,66000
2021,19,1~3,台南市,2,67000
2021,19,1~3,基隆市,1,10017
2021,19,4~6,新竹市,1,10018
2021,19,4~6,苗栗縣,3,10005
2021,19,4~6,台北市,1,63000
2021,19,4~6,台中市,1,66000
2021,19,4~6,基隆市,2,10017
2021,19,7~15,嘉義市,1,10020
2021,19,7~15,新北市,1,65000
2021,19,7~15,高雄市,1,64000
2021,20,0,台北市,2,63000
2021,20,16+,台北市,1,63000
2021,20,16+,基隆市,1,10017
2021,20,1~3,嘉義市,3,10020
2021,20,1~3,嘉義縣,1,10010
2021,20,1~3,彰化縣,1,10007
2021,20,1~3,高雄市,1,64000
2021,20,1~3,台北市,1,63000
2021,20,1~3,台中市,2,66000
2021,20,1~3,台南市,2,67000
2021,20,7~15,台南市,1,67000
2021,21,0,彰化縣,1,10007
2021,21,0,高雄市,3,64000
2021,21,1~3,嘉義縣,2,10010
2021,21,1~3,高雄市,5,64000
2021,21,1~3,台北市,1,63000
2021,21,1~3,台南市,1,67000
2021,21,7~15,高雄市,1,64000
2021,22,16+,苗栗縣,1,10005
2021,22,1~3,嘉義市,1,10020
2021,22,1~3,新北市,1,65000
2021,22,1~3,花蓮縣,1,10015
2021,22,1~3,台南市,1,67000
2021,23,0,台中市,1,66000
2021,23,1~3,新竹市,1,10018
2021,23,4~6,新北市,1,65000
2021,23,7~15,苗栗縣,1,10005
2021,24,16+,高雄市,2,64000
2021,24,1~3,台南市,1,67000
2021,25,0,台北市,1,63000
2021,25,1~3,新北市,1,65000
2021,26,1~3,彰化縣,2,10007
2021,26,1~3,新北市,2,65000
2021,26,4~6,高雄市,1,64000
2021,27,1~3,南投縣,1,10008
2021,28,0,台北市,1,63000
2021,28,16+,台北市,2,63000
2021,28,16+,台南市,1,67000
2021,28,1~3,宜蘭縣,1,10002
2021,28,1~3,高雄市,1,64000
2021,29,1~3,新北市,2,65000
2021,29,1~3,台北市,1,63000
2021,29,1~3,台南市,1,67000
2021,29,4~6,苗栗縣,1,10005
2021,30,0,台北市,1,63000
2021,30,4~6,台南市,1,67000
2021,30,7~15,台北市,1,63000
2021,31,0,高雄市,1,64000
2021,31,0,台北市,1,63000
2021,31,0,台南市,1,67000
2021,31,1~3,新北市,1,65000
2021,31,1~3,高雄市,1,64000
2021,31,1~3,台南市,1,67000
2021,31,1~3,雲林縣,1,10009
2021,32,0,台北市,1,63000
2021,32,16+,台南市,1,67000
2021,32,1~3,屏東縣,1,10013
2021,32,1~3,彰化縣,1,10007
2021,32,1~3,宜蘭縣,1,10002
2021,32,4~6,苗栗縣,2,10005
2021,33,0,高雄市,1,64000
2021,33,1~3,台北市,1,63000
2021,33,1~3,台中市,1,66000
2021,34,0,新竹縣,1,10004
2021,34,1~3,台中市,2,66000
2021,34,4~6,彰化縣,1,10007
2021,34,4~6,雲林縣,2,10009
2021,35,0,苗栗縣,1,10005
2021,35,1~3,新北市,1,65000
2021,35,1~3,台北市,1,63000
2021,35,1~3,台中市,1,66000
2021,36,0,高雄市,1,64000
2021,36,0,台中市,1,66000
2021,36,1~3,嘉義市,1,10020
2021,36,1~3,桃園市,1,68000
2021,36,1~3,苗栗縣,1,10005
2021,36,1~3,高雄市,1,64000
2021,36,1~3,台中市,1,66000
2021,36,4~6,嘉義市,1,10020
2021,36,4~6,新北市,1,65000
2021,36,4~6,台北市,1,63000
2021,36,4~6,台中市,1,66000
2021,37,16+,高雄市,1,64000
2021,37,1~3,高雄市,1,64000
2021,37,1~3,台中市,1,66000
2021,37,4~6,新竹縣,1,10004
2021,37,7~15,高雄市,2,64000
2021,37,7~15,台中市,1,66000
2021,37,7~15,台南市,1,67000
2021,38,16+,台北市,1,63000
2021,38,1~3,彰化縣,1,10007
2021,39,1~3,新北市,1,65000
2021,39,1~3,高雄市,1,64000
2021,39,1~3,台北市,1,63000
2021,39,1~3,台南市,1,67000
2021,40,1~3,桃園市,1,68000
2021,40,1~3,新北市,1,65000
2021,40,1~3,高雄市,1,64000
2021,40,1~3,台南市,1,67000
2021,41,0,新北市,1,65000
2021,41,0,高雄市,1,64000
2021,41,1~3,彰化縣,1,10007
2021,41,1~3,新北市,1,65000
2021,41,1~3,台中市,1,66000
2021,43,0,彰化縣,1,10007
2021,43,0,新北市,1,65000
2021,43,0,台北市,1,63000
2021,44,0,高雄市,1,64000
2021,44,0,台中市,1,66000
2021,45,0,高雄市,1,64000
2021,45,0,台中市,1,66000
2021,45,1~3,雲林縣,1,10009
2021,46,1~3,桃園市,1,68000
2021,46,1~3,台中市,1,66000
2021,46,4~6,新北市,1,65000
2021,47,0,新北市,1,65000
2021,47,16+,新竹縣,1,10004
2021,47,1~3,新北市,1,65000
2021,47,1~3,台北市,1,63000
2021,47,4~6,桃園市,1,68000
2021,47,4~6,苗栗縣,1,10005
2021,48,0,桃園市,1,68000
2021,48,1~3,新竹縣,1,10004
2021,48,1~3,高雄市,1,64000
2021,48,1~3,台中市,1,66000
2021,49,0,屏東縣,1,10013
2021,49,1~3,新北市,1,65000
2021,49,4~6,台中市,1,66000
2021,50,16+,台北市,1,63000
2021,50,4~6,台南市,1,67000
2021,51,1~3,桃園市,1,68000
2021,51,1~3,宜蘭縣,1,10002
2021,51,1~3,台南市,1,67000
2021,52,0,宜蘭縣,1,10002
2021,52,1~3,屏東縣,1,10013
2021,52,1~3,台中市,1,66000
2021,52,1~3,基隆市,1,10017
2021,52,7~15,高雄市,1,64000
2022,01,0,台北市,1,63000
2022,01,7~15,屏東縣,1,10013
2022,02,0,台中市,1,66000
2022,02,1~3,台北市,1,63000
2022,02,1~3,台中市,2,66000
2022,02,4~6,新竹市,1,10018
2022,02,7~15,高雄市,1,64000
2022,03,1~3,新北市,1,65000
2022,04,0,桃園市,1,68000
2022,04,1~3,彰化縣,1,10007
2022,04,1~3,宜蘭縣,1,10002
2022,04,4~6,台中市,1,66000
2022,05,0,台北市,1,63000
2022,05,0,台南市,1,67000
2022,05,1~3,高雄市,1,64000
