縣市別,鄉鎮別,年別,治療成功率
10013,內埔鄉,2017,64.6
10013,竹田鄉,2017,83.3
10013,牡丹鄉,2017,100
10013,車城鄉,2017,100
10013,里港鄉,2017,70
10013,佳冬鄉,2017,83.3
10013,來義鄉,2017,87.5
10013,東港鎮,2017,73.1
10013,枋山鄉,2017,100
10013,枋寮鄉,2017,65.4
10013,林邊鄉,2017,58.8
10013,長治鄉,2017,77.8
10013,南州鄉,2017,87.5
10013,屏東市,2017,66.4
10013,恆春鎮,2017,55.6
10013,春日鄉,2017,71.4
10013,崁頂鄉,2017,66.7
10013,泰武鄉,2017,75
10013,琉球鄉,2017,66.7
10013,高樹鄉,2017,62.5
10013,新埤鄉,2017,66.7
10013,新園鄉,2017,68.4
10013,獅子鄉,2017,50
10013,萬丹鄉,2017,62.5
10013,萬巒鄉,2017,71.4
10013,滿州鄉,2017,50
10013,瑪家鄉,2017,45.5
10013,潮州鎮,2017,77.5
10013,霧台鄉,2017,66.7
10013,麟洛鄉,2017,80
10013,鹽埔鄉,2017,60
10013,九如鄉,2016,76.2
10013,三地門鄉,2016,87.5
10013,內埔鄉,2016,71.7
10013,竹田鄉,2016,63.2
10013,牡丹鄉,2016,80
10013,車城鄉,2016,80
10013,里港鄉,2016,80
10013,佳冬鄉,2016,71.4
10013,來義鄉,2016,83.3
10013,東港鎮,2016,67.7
10013,枋山鄉,2016,100
10013,枋寮鄉,2016,82.1
10013,林邊鄉,2016,55.6
10013,長治鄉,2016,75.8
10013,南州鄉,2016,87.5
10013,屏東市,2016,71.1
10013,恆春鎮,2016,71.4
10013,春日鄉,2016,83.3
10013,崁頂鄉,2016,57.1
10013,泰武鄉,2016,75
10013,琉球鄉,2016,60
10013,高樹鄉,2016,59.3
10013,新埤鄉,2016,69.2
10013,新園鄉,2016,73.7
10013,萬丹鄉,2016,75
10013,萬巒鄉,2016,61.9
10013,滿州鄉,2016,75
10013,瑪家鄉,2016,55.6
10013,潮州鎮,2016,72.2
10013,霧台鄉,2016,75
10013,麟洛鄉,2016,100
10013,鹽埔鄉,2016,89.3
10013,九如鄉,2015,75
10013,三地門鄉,2015,85.7
10013,內埔鄉,2015,72.4
10013,竹田鄉,2015,64.7
10013,牡丹鄉,2015,75
10013,車城鄉,2015,75
10013,里港鄉,2015,76
10013,佳冬鄉,2015,62.5
10013,來義鄉,2015,66.7
10013,東港鎮,2015,82.4
10013,枋山鄉,2015,80
10013,枋寮鄉,2015,69.6
10013,林邊鄉,2015,66.7
10013,長治鄉,2015,69.2
10013,南州鄉,2015,42.9
10013,屏東市,2015,67.6
10013,恆春鎮,2015,80
10013,春日鄉,2015,50
10013,崁頂鄉,2015,88.9
10013,泰武鄉,2015,83.3
10013,琉球鄉,2015,0
10013,高樹鄉,2015,75
10013,新埤鄉,2015,62.5
10013,新園鄉,2015,55
10013,獅子鄉,2015,100
10013,萬丹鄉,2015,68.8
10013,萬巒鄉,2015,82.4
10013,滿州鄉,2015,100
10013,瑪家鄉,2015,90
10013,潮州鎮,2015,81.3
10013,霧台鄉,2015,100
10013,麟洛鄉,2015,80
10013,鹽埔鄉,2015,66.7
10013,九如鄉,2014,53.8
10013,三地門鄉,2014,81.3
10013,內埔鄉,2014,63.9
10013,竹田鄉,2014,66.7
10013,牡丹鄉,2014,87.5
10013,車城鄉,2014,75
10013,里港鄉,2014,81
10013,佳冬鄉,2014,80
10013,來義鄉,2014,77.8
10013,東港鎮,2014,72.4
10013,枋山鄉,2014,66.7
10013,枋寮鄉,2014,71.4
10013,林邊鄉,2014,60
10013,長治鄉,2014,88.5
10013,南州鄉,2014,54.5
10013,屏東市,2014,67.8
10013,恆春鎮,2014,69.2
10013,春日鄉,2014,100
10013,崁頂鄉,2014,88.9
10013,泰武鄉,2014,75
10013,琉球鄉,2014,60
10013,高樹鄉,2014,67.9
10013,新埤鄉,2014,76.9
10013,新園鄉,2014,65.4
10013,獅子鄉,2014,100
10013,萬丹鄉,2014,76.3
10013,萬巒鄉,2014,31.3
10013,滿州鄉,2014,40
10013,瑪家鄉,2014,62.5
10013,潮州鎮,2014,78.9
10013,霧台鄉,2014,50
10013,麟洛鄉,2014,87.5
10013,鹽埔鄉,2014,69.2
10013,九如鄉,2013,77.8
10013,三地門鄉,2013,71.4
10013,內埔鄉,2013,64.7
10013,竹田鄉,2013,86.4
10013,牡丹鄉,2013,40
10013,車城鄉,2013,66.7
10013,里港鄉,2013,58.3
10013,佳冬鄉,2013,53.8
10013,來義鄉,2013,81.8
10013,東港鎮,2013,54.5
10013,枋山鄉,2013,50
10013,枋寮鄉,2013,75.9
10013,林邊鄉,2013,90.9
10013,長治鄉,2013,63
10013,南州鄉,2013,60
10013,屏東市,2013,62.3
10013,恆春鎮,2013,81.3
10013,春日鄉,2013,70
10013,崁頂鄉,2013,71.4
10013,泰武鄉,2013,75
10013,琉球鄉,2013,66.7
10013,高樹鄉,2013,71
10013,新埤鄉,2013,73.3
10013,新園鄉,2013,81.8
10013,獅子鄉,2013,100
10013,萬丹鄉,2013,72.5
10013,萬巒鄉,2013,76.9
10013,滿州鄉,2013,80
10013,瑪家鄉,2013,90
10013,潮州鎮,2013,81.1
10013,霧台鄉,2013,100
10013,麟洛鄉,2013,87.5
10013,鹽埔鄉,2013,78.4
10016,白沙鄉,2021,87.5
10016,馬公市,2021,85.7
10016,湖西鄉,2021,100
10016,白沙鄉,2020,60
10016,西嶼鄉,2020,0
10016,馬公市,2020,77.8
10016,湖西鄉,2020,75
10016,七美鄉,2019,100
10016,白沙鄉,2019,50
10016,馬公市,2019,80
10016,望安鄉,2019,0
10016,湖西鄉,2019,100
10016,白沙鄉,2018,100
10016,西嶼鄉,2018,0
10016,馬公市,2018,90
10016,湖西鄉,2018,75
10016,白沙鄉,2017,66.7
10016,西嶼鄉,2017,100
10016,馬公市,2017,61.1
10016,湖西鄉,2017,100
10016,西嶼鄉,2016,66.7
10016,馬公市,2016,84.6
10016,望安鄉,2016,0
10016,湖西鄉,2016,100
10016,西嶼鄉,2015,80
10016,馬公市,2015,58.3
10016,望安鄉,2015,100
10016,湖西鄉,2015,80
10016,七美鄉,2014,0
10016,白沙鄉,2014,100
10016,西嶼鄉,2014,100
10016,馬公市,2014,88.9
10016,湖西鄉,2014,100
10016,白沙鄉,2013,50
10016,西嶼鄉,2013,75
10016,馬公市,2013,73.3
10016,湖西鄉,2013,75
10015,玉里鎮,2021,76.5
10015,光復鄉,2021,72.7
10015,吉安鄉,2021,71.4
10015,秀林鄉,2021,81
10015,卓溪鄉,2021,100
10015,花蓮市,2021,66.7
10015,富里鄉,2021,75
10015,新城鄉,2021,78.6
10015,瑞穗鄉,2021,66.7
10015,萬榮鄉,2021,66.7
10015,壽豐鄉,2021,66.7
10015,鳳林鎮,2021,83.3
10015,豐濱鄉,2021,100
10015,玉里鎮,2020,75
10015,光復鄉,2020,66.7
10015,吉安鄉,2020,67.7
10015,秀林鄉,2020,86.7
10015,卓溪鄉,2020,72.7
10015,花蓮市,2020,83.3
10015,富里鄉,2020,80
10015,新城鄉,2020,71.4
10015,瑞穗鄉,2020,60
10015,萬榮鄉,2020,83.3
10015,壽豐鄉,2020,75
10015,鳳林鎮,2020,50
10015,豐濱鄉,2020,100
10015,玉里鎮,2019,83.3
10015,光復鄉,2019,100
10015,吉安鄉,2019,69.4
10015,秀林鄉,2019,95.7
10015,卓溪鄉,2019,100
10015,花蓮市,2019,76.9
10015,富里鄉,2019,80
10015,新城鄉,2019,100
10015,瑞穗鄉,2019,92.3
10015,萬榮鄉,2019,80
10015,壽豐鄉,2019,66.7
10015,鳳林鎮,2019,71.4
10015,豐濱鄉,2019,100
10015,玉里鎮,2018,63.6
10015,光復鄉,2018,100
10015,吉安鄉,2018,75.8
10015,秀林鄉,2018,88
10015,卓溪鄉,2018,83.3
10015,花蓮市,2018,70.3
10015,富里鄉,2018,75
10015,新城鄉,2018,76.9
10015,瑞穗鄉,2018,50
10015,萬榮鄉,2018,30
10015,壽豐鄉,2018,90
10015,鳳林鎮,2018,57.1
10015,豐濱鄉,2018,50
10015,玉里鎮,2017,78.3
10015,光復鄉,2017,75
10015,吉安鄉,2017,67.5
10015,秀林鄉,2017,71.4
10015,卓溪鄉,2017,75
10015,花蓮市,2017,81.5
10015,富里鄉,2017,50
10015,新城鄉,2017,78.6
10015,瑞穗鄉,2017,80
10015,萬榮鄉,2017,90.9
10015,壽豐鄉,2017,55.6
10015,鳳林鎮,2017,80
10015,豐濱鄉,2017,50
10015,玉里鎮,2016,86.5
10015,光復鄉,2016,60
10015,吉安鄉,2016,78.6
10015,秀林鄉,2016,92.3
10015,卓溪鄉,2016,87.5
10015,花蓮市,2016,73.6
10015,富里鄉,2016,100
10015,新城鄉,2016,76.2
10015,瑞穗鄉,2016,55.6
10015,萬榮鄉,2016,66.7
10015,壽豐鄉,2016,90
10015,鳳林鎮,2016,80
10015,豐濱鄉,2016,66.7
10015,玉里鎮,2015,92.6
10015,光復鄉,2015,93.8
10015,吉安鄉,2015,74
10015,秀林鄉,2015,81.1
10015,卓溪鄉,2015,78.6
10015,花蓮市,2015,78.1
10015,富里鄉,2015,50
10015,新城鄉,2015,88.9
10015,瑞穗鄉,2015,88.9
10015,萬榮鄉,2015,87.5
10015,壽豐鄉,2015,86.7
10015,鳳林鎮,2015,83.3
10015,豐濱鄉,2015,66.7
10015,玉里鎮,2014,91.7
10015,光復鄉,2014,83.3
10015,吉安鄉,2014,75
10015,秀林鄉,2014,78
10015,卓溪鄉,2014,90.9
10015,花蓮市,2014,92.5
10015,富里鄉,2014,80
10015,新城鄉,2014,72.2
10015,瑞穗鄉,2014,75
10015,萬榮鄉,2014,75
10015,壽豐鄉,2014,68.4
10015,鳳林鎮,2014,80
10015,豐濱鄉,2014,66.7
10015,玉里鎮,2013,71.8
10015,光復鄉,2013,81.8
10015,吉安鄉,2013,87.5
10015,秀林鄉,2013,82.5
10015,卓溪鄉,2013,92.3
10015,花蓮市,2013,69.4
10015,富里鄉,2013,80
10015,新城鄉,2013,71.4
10015,瑞穗鄉,2013,85.7
10015,萬榮鄉,2013,100
10015,壽豐鄉,2013,86.7
10015,鳳林鎮,2013,66.7
10015,豐濱鄉,2013,66.7
10014,大武鄉,2021,66.7
10014,太麻里鄉,2021,100
10014,台東市,2021,72.3
10014,成功鎮,2021,71.4
10014,池上鄉,2021,100
10014,卑南鄉,2021,60
10014,延平鄉,2021,80
10014,東河鄉,2021,33.3
10014,金峰鄉,2021,0
10014,長濱鄉,2021,50
10014,海端鄉,2021,50
10014,鹿野鄉,2021,33.3
10014,達仁鄉,2021,100
10014,關山鎮,2021,100
10014,大武鄉,2020,0
10014,太麻里鄉,2020,66.7
10014,台東市,2020,77.8
10014,成功鎮,2020,60
10014,池上鄉,2020,100
10014,卑南鄉,2020,83.3
10014,延平鄉,2020,77.8
10014,東河鄉,2020,100
10014,金峰鄉,2020,100
10014,長濱鄉,2020,66.7
10014,海端鄉,2020,60
10014,鹿野鄉,2020,50
10014,達仁鄉,2020,66.7
10014,綠島鄉,2020,0
10014,關山鎮,2020,66.7
10014,大武鄉,2019,100
10014,太麻里鄉,2019,66.7
10014,台東市,2019,70.6
10014,成功鎮,2019,87.5
10014,池上鄉,2019,75
10014,卑南鄉,2019,80
10014,延平鄉,2019,42.9
10014,東河鄉,2019,50
10014,金峰鄉,2019,25
10014,長濱鄉,2019,100
10014,海端鄉,2019,100
10014,鹿野鄉,2019,85.7
10014,達仁鄉,2019,66.7
10014,關山鎮,2019,66.7
10014,大武鄉,2018,80
10014,太麻里鄉,2018,93.8
10014,台東市,2018,84.3
10014,成功鎮,2018,54.5
10014,池上鄉,2018,100
10014,卑南鄉,2018,66.7
10014,延平鄉,2018,100
10014,東河鄉,2018,100
10014,金峰鄉,2018,50
10014,長濱鄉,2018,50
10014,海端鄉,2018,75
10014,鹿野鄉,2018,75
10014,達仁鄉,2018,100
10014,關山鎮,2018,100
10014,大武鄉,2017,66.7
10014,太麻里鄉,2017,66.7
10014,台東市,2017,67.6
10014,成功鎮,2017,69.2
10014,池上鄉,2017,50
10014,卑南鄉,2017,100
10014,延平鄉,2017,75
10014,東河鄉,2017,66.7
10014,金峰鄉,2017,80
10014,長濱鄉,2017,100
10014,海端鄉,2017,85.7
10014,鹿野鄉,2017,60
10014,達仁鄉,2017,100
10014,關山鎮,2017,85.7
10014,蘭嶼鄉,2017,50
10014,大武鄉,2016,100
10014,太麻里鄉,2016,50
10014,台東市,2016,66.7
10014,成功鎮,2016,78.6
10014,池上鄉,2016,66.7
10014,卑南鄉,2016,80
10014,延平鄉,2016,90
10014,東河鄉,2016,66.7
10014,金峰鄉,2016,100
10014,長濱鄉,2016,100
10014,海端鄉,2016,100
10014,鹿野鄉,2016,50
10014,達仁鄉,2016,50
10014,綠島鄉,2016,100
10014,關山鎮,2016,80
10014,大武鄉,2015,100
10014,太麻里鄉,2015,80
10014,台東市,2015,74
10014,成功鎮,2015,85.7
10014,池上鄉,2015,100
10014,卑南鄉,2015,73.3
10014,延平鄉,2015,100
10014,東河鄉,2015,40
10014,金峰鄉,2015,50
10014,長濱鄉,2015,80
10014,海端鄉,2015,75
10014,鹿野鄉,2015,80
10014,達仁鄉,2015,57.1
10014,綠島鄉,2015,0
10014,關山鎮,2015,75
10014,蘭嶼鄉,2015,100
10014,大武鄉,2014,75
10014,太麻里鄉,2014,25
10014,台東市,2014,68.9
10014,成功鎮,2014,75
10014,池上鄉,2014,0
10014,卑南鄉,2014,60
10014,延平鄉,2014,71.4
10014,東河鄉,2014,77.8
10014,金峰鄉,2014,75
10014,長濱鄉,2014,100
10014,海端鄉,2014,80
10014,鹿野鄉,2014,100
10014,關山鎮,2014,75
10014,蘭嶼鄉,2014,100
10014,大武鄉,2013,0
10014,太麻里鄉,2013,61.5
10014,台東市,2013,75.3
10014,成功鎮,2013,84.6
10014,池上鄉,2013,83.3
10014,卑南鄉,2013,76.9
10014,延平鄉,2013,66.7
10014,東河鄉,2013,80
10014,金峰鄉,2013,80
10014,長濱鄉,2013,100
10014,海端鄉,2013,40
10014,鹿野鄉,2013,50
10014,達仁鄉,2013,100
10014,關山鎮,2013,71.4
