確定病名,診斷年份,診斷週別,縣市,性別,是否為境外移入,年齡層,確定病例數,縣市別代碼
090,2007,29,屏東縣,M,0,65~69,1,10013
090,2007,29,台東縣,F,0,35~39,1,10014
090,2007,29,花蓮縣,F,0,55~59,1,10015
090,2007,29,基隆市,F,0,35~39,1,10017
090,2007,29,基隆市,F,0,55~59,1,10017
090,2007,29,基隆市,F,0,65~69,1,10017
090,2007,29,基隆市,M,0,30~34,1,10017
090,2007,29,基隆市,M,0,45~49,1,10017
090,2007,29,新竹市,M,0,45~49,1,10018
090,2007,29,台中市(舊),F,0,50~54,1,10019
090,2007,29,嘉義市,F,0,70+,1,10020
090,2007,29,嘉義市,M,0,25~29,1,10020
090,2007,29,嘉義市,M,0,35~39,1,10020
090,2007,29,台北市,F,0,20~24,1,63000
090,2007,29,台北市,F,0,35~39,1,63000
090,2007,29,台北市,F,0,45~49,1,63000
090,2007,29,台北市,F,0,50~54,1,63000
090,2007,29,台北市,F,0,65~69,1,63000
090,2007,29,台北市,F,0,70+,4,63000
090,2007,29,台北市,M,0,30~34,2,63000
090,2007,29,台北市,M,0,35~39,1,63000
090,2007,29,台北市,M,0,45~49,1,63000
090,2007,29,台北市,M,0,55~59,2,63000
090,2007,29,台北市,M,0,70+,7,63000
090,2007,29,高雄市,F,0,35~39,1,64000
090,2007,29,高雄市,F,0,45~49,2,64000
090,2007,29,高雄市,F,0,50~54,1,64000
090,2007,29,高雄市,F,0,55~59,1,64000
090,2007,29,高雄市,F,0,70+,2,64000
090,2007,29,高雄市,M,0,20~24,2,64000
090,2007,29,高雄市,M,0,30~34,1,64000
090,2007,29,高雄市,M,0,35~39,1,64000
090,2007,29,高雄市,M,0,60~64,1,64000
090,2007,29,高雄市,M,0,70+,3,64000
090,2007,29,高雄市(舊),M,0,60~64,1,64000
090,2007,29,新北市,F,0,30~34,1,65000
090,2007,29,新北市,F,0,40~44,1,65000
090,2007,29,新北市,F,0,45~49,1,65000
090,2007,29,新北市,F,0,65~69,1,65000
090,2007,29,新北市,F,0,70+,1,65000
090,2007,29,新北市,M,0,20~24,1,65000
090,2007,29,新北市,M,0,25~29,1,65000
090,2007,29,新北市,M,0,30~34,3,65000
090,2007,29,新北市,M,0,35~39,2,65000
090,2007,29,新北市,M,0,60~64,1,65000
090,2007,29,新北市,M,0,70+,3,65000
090,2007,29,台中市,F,0,40~44,2,66000
090,2007,29,台中市,F,0,50~54,1,66000
090,2007,29,台中市,F,0,55~59,1,66000
090,2007,29,台中市,M,0,25~29,2,66000
090,2007,29,台中市,M,0,35~39,1,66000
090,2007,29,台中市,M,0,40~44,3,66000
090,2007,29,台中市,M,0,45~49,2,66000
090,2007,29,台南市,F,0,30~34,1,67000
090,2007,29,台南市,F,0,70+,1,67000
090,2007,29,台南市,M,0,20~24,2,67000
090,2007,29,台南市,M,0,40~44,1,67000
090,2007,29,台南市,M,0,45~49,3,67000
090,2007,29,桃園市,F,0,25~29,1,68000
090,2007,29,桃園市,F,0,30~34,1,68000
090,2007,29,桃園市,F,0,40~44,1,68000
090,2007,29,桃園市,F,0,55~59,1,68000
090,2007,29,桃園市,F,0,65~69,1,68000
090,2007,29,桃園市,M,0,25~29,2,68000
090,2007,29,桃園市,M,0,40~44,1,68000
090,2007,29,桃園市,M,0,45~49,2,68000
090,2007,29,桃園市,M,0,55~59,2,68000
090,2007,29,桃園市,M,0,60~64,1,68000
090,2007,29,桃園市,M,0,70+,2,68000
090,2007,30,宜蘭縣,F,0,35~39,1,10002
090,2007,30,宜蘭縣,F,0,55~59,1,10002
090,2007,30,新竹縣,M,0,40~44,1,10004
090,2007,30,苗栗縣,M,0,60~64,1,10005
090,2007,30,彰化縣,F,0,55~59,1,10007
090,2007,30,彰化縣,M,0,70+,1,10007
090,2007,30,南投縣,F,0,45~49,1,10008
090,2007,30,南投縣,M,0,20~24,1,10008
090,2007,30,南投縣,M,0,55~59,1,10008
090,2007,30,雲林縣,M,0,60~64,1,10009
090,2007,30,雲林縣,M,0,65~69,1,10009
090,2007,30,雲林縣,M,0,70+,1,10009
090,2007,30,嘉義縣,F,0,35~39,1,10010
090,2007,30,嘉義縣,F,0,65~69,1,10010
090,2007,30,屏東縣,F,0,45~49,1,10013
090,2007,30,屏東縣,F,0,55~59,1,10013
090,2007,30,台東縣,M,0,35~39,1,10014
090,2007,30,台東縣,M,0,40~44,1,10014
090,2007,30,花蓮縣,F,0,55~59,1,10015
090,2007,30,花蓮縣,M,0,20~24,1,10015
090,2007,30,花蓮縣,M,0,65~69,1,10015
090,2007,30,花蓮縣,M,0,70+,1,10015
090,2007,30,基隆市,F,0,55~59,1,10017
090,2007,30,基隆市,F,0,70+,1,10017
090,2007,30,新竹市,F,0,40~44,1,10018
090,2007,30,新竹市,M,0,20~24,2,10018
090,2007,30,嘉義市,F,0,50~54,1,10020
090,2007,30,台北市,F,0,40~44,1,63000
090,2007,30,台北市,F,0,50~54,1,63000
090,2007,30,台北市,F,0,55~59,2,63000
090,2007,30,台北市,F,0,70+,1,63000
090,2007,30,台北市,M,0,35~39,1,63000
090,2007,30,台北市,M,0,40~44,3,63000
090,2007,30,台北市,M,0,65~69,1,63000
090,2007,30,台北市,M,0,70+,4,63000
090,2007,30,高雄市,F,0,0,1,64000
090,2007,30,高雄市,F,0,25~29,2,64000
090,2007,30,高雄市,F,0,35~39,1,64000
090,2007,30,高雄市,F,0,50~54,1,64000
090,2007,30,高雄市,F,0,70+,1,64000
090,2007,30,高雄市,M,0,30~34,1,64000
090,2007,30,高雄市,M,0,40~44,3,64000
090,2007,30,高雄市,M,0,45~49,1,64000
090,2007,30,高雄市,M,0,50~54,1,64000
090,2007,30,高雄市,M,0,70+,3,64000
090,2007,30,新北市,F,0,35~39,1,65000
090,2007,30,新北市,F,0,45~49,1,65000
090,2007,30,新北市,F,0,50~54,1,65000
090,2007,30,新北市,F,0,55~59,2,65000
090,2007,30,新北市,M,0,10~14,1,65000
090,2007,30,新北市,M,0,15~19,1,65000
090,2007,30,新北市,M,0,20~24,2,65000
090,2007,30,新北市,M,0,25~29,1,65000
090,2007,30,新北市,M,0,30~34,2,65000
090,2007,30,新北市,M,0,40~44,1,65000
090,2007,30,新北市,M,0,45~49,2,65000
090,2007,30,新北市,M,0,50~54,2,65000
090,2007,30,新北市,M,0,60~64,2,65000
090,2007,30,新北市,M,0,70+,5,65000
090,2007,30,台中市,F,0,30~34,1,66000
090,2007,30,台中市,F,0,40~44,1,66000
090,2007,30,台中市,F,0,50~54,1,66000
090,2007,30,台中市,M,0,20~24,1,66000
090,2007,30,台中市,M,0,25~29,2,66000
090,2007,30,台中市,M,0,30~34,1,66000
090,2007,30,台中市,M,0,40~44,1,66000
090,2007,30,台中市,M,0,50~54,1,66000
090,2007,30,台中市,M,0,70+,1,66000
090,2007,30,台南市,F,0,30~34,2,67000
090,2007,30,台南市,F,0,50~54,1,67000
090,2007,30,台南市,M,0,35~39,1,67000
090,2007,30,桃園市,F,0,35~39,2,68000
090,2007,30,桃園市,F,0,45~49,2,68000
090,2007,30,桃園市,F,0,50~54,1,68000
090,2007,30,桃園市,F,0,55~59,1,68000
090,2007,30,桃園市,M,0,35~39,2,68000
090,2007,30,桃園市,M,0,45~49,1,68000
090,2007,30,桃園市,M,0,70+,4,68000
090,2007,31,宜蘭縣,M,0,30~34,1,10002
090,2007,31,宜蘭縣,M,0,35~39,1,10002
090,2007,31,宜蘭縣,M,0,40~44,1,10002
090,2007,31,宜蘭縣,M,0,45~49,1,10002
090,2007,31,宜蘭縣,M,0,55~59,1,10002
090,2007,31,苗栗縣,F,0,40~44,1,10005
090,2007,31,苗栗縣,M,0,70+,1,10005
090,2007,31,彰化縣,M,0,20~24,1,10007
090,2007,31,彰化縣,M,0,55~59,1,10007
090,2007,31,南投縣,M,0,70+,1,10008
090,2007,31,雲林縣,M,0,35~39,2,10009
090,2007,31,雲林縣,M,0,40~44,1,10009
090,2007,31,高雄縣(舊),F,0,30~34,1,10012
090,2007,31,屏東縣,F,0,40~44,1,10013
090,2007,31,屏東縣,F,0,50~54,1,10013
090,2007,31,屏東縣,M,0,30~34,1,10013
090,2007,31,屏東縣,M,0,35~39,1,10013
090,2007,31,屏東縣,M,0,55~59,1,10013
090,2007,31,花蓮縣,F,0,40~44,1,10015
090,2007,31,花蓮縣,M,0,25~29,1,10015
090,2007,31,花蓮縣,M,0,45~49,1,10015
090,2007,31,澎湖縣,F,0,25~29,1,10016
090,2007,31,基隆市,F,0,20~24,1,10017
090,2007,31,基隆市,F,0,50~54,1,10017
090,2007,31,基隆市,F,0,60~64,1,10017
090,2007,31,新竹市,M,0,25~29,1,10018
090,2007,31,新竹市,M,0,70+,1,10018
090,2007,31,嘉義市,F,0,35~39,1,10020
090,2007,31,台北市,F,0,30~34,2,63000
090,2007,31,台北市,F,0,35~39,1,63000
090,2007,31,台北市,F,0,40~44,1,63000
090,2007,31,台北市,F,0,45~49,2,63000
090,2007,31,台北市,F,0,55~59,3,63000
090,2007,31,台北市,F,0,60~64,1,63000
090,2007,31,台北市,F,0,70+,3,63000
090,2007,31,台北市,M,0,25~29,1,63000
090,2007,31,台北市,M,0,30~34,1,63000
090,2007,31,台北市,M,0,35~39,2,63000
090,2007,31,台北市,M,0,40~44,2,63000
090,2007,31,台北市,M,0,45~49,2,63000
090,2007,31,台北市,M,0,50~54,1,63000
090,2007,31,台北市,M,0,60~64,1,63000
090,2007,31,台北市,M,0,70+,2,63000
090,2007,31,高雄市,F,0,50~54,1,64000
090,2007,31,高雄市,F,0,55~59,1,64000
090,2007,31,高雄市,M,0,20~24,1,64000
090,2007,31,高雄市,M,0,35~39,1,64000
090,2007,31,高雄市,M,0,40~44,2,64000
090,2007,31,高雄市,M,0,45~49,2,64000
090,2007,31,高雄市,M,0,65~69,1,64000
090,2007,31,高雄市,M,0,70+,1,64000
090,2007,31,高雄市(舊),M,0,55~59,1,64000
090,2007,31,新北市,F,0,0,1,65000
090,2007,31,新北市,F,0,20~24,2,65000
090,2007,31,新北市,F,0,30~34,1,65000
090,2007,31,新北市,F,0,40~44,3,65000
090,2007,31,新北市,F,0,65~69,1,65000
090,2007,31,新北市,M,0,20~24,4,65000
090,2007,31,新北市,M,0,25~29,2,65000
090,2007,31,新北市,M,0,30~34,2,65000
090,2007,31,新北市,M,0,35~39,1,65000
090,2007,31,新北市,M,0,40~44,1,65000
090,2007,31,新北市,M,0,45~49,5,65000
090,2007,31,新北市,M,0,50~54,1,65000
090,2007,31,新北市,M,0,55~59,2,65000
090,2007,31,新北市,M,0,60~64,1,65000
090,2007,31,新北市,M,0,65~69,1,65000
090,2007,31,新北市,M,0,70+,1,65000
090,2007,31,台中市,F,0,4,1,66000
090,2007,31,台中市,F,0,40~44,2,66000
090,2007,31,台中市,F,0,55~59,1,66000
090,2007,31,台中市,M,0,15~19,2,66000
090,2007,31,台中市,M,0,20~24,1,66000
090,2007,31,台中市,M,0,25~29,2,66000
090,2007,31,台中市,M,0,35~39,2,66000
090,2007,31,台中市,M,0,40~44,1,66000
090,2007,31,台中市,M,0,45~49,3,66000
090,2007,31,台中市,M,0,50~54,2,66000
090,2007,31,台南市,F,0,35~39,1,67000
090,2007,31,台南市,M,0,0,1,67000
090,2007,31,台南市,M,0,35~39,1,67000
090,2007,31,台南市,M,0,45~49,1,67000
090,2007,31,台南市,M,0,70+,1,67000
090,2007,31,桃園市,F,0,35~39,1,68000
090,2007,31,桃園市,F,0,50~54,1,68000
090,2007,31,桃園市,M,0,15~19,1,68000
090,2007,31,桃園市,M,0,30~34,2,68000
090,2007,31,桃園市,M,0,35~39,2,68000
090,2007,31,桃園市,M,0,40~44,1,68000
090,2007,31,桃園市,M,0,45~49,1,68000
090,2007,31,桃園市,M,0,55~59,1,68000
090,2007,31,桃園市,M,0,65~69,2,68000
090,2007,31,桃園市,M,0,70+,1,68000
090,2007,32,宜蘭縣,F,0,50~54,1,10002
090,2007,32,新竹縣,M,0,45~49,1,10004
090,2007,32,苗栗縣,M,0,50~54,1,10005
090,2007,32,台中縣(舊),M,0,20~24,1,10006
090,2007,32,彰化縣,F,0,55~59,2,10007
090,2007,32,彰化縣,M,0,20~24,1,10007
090,2007,32,南投縣,F,0,35~39,1,10008
090,2007,32,南投縣,M,0,20~24,2,10008
090,2007,32,雲林縣,F,0,40~44,1,10009
090,2007,32,雲林縣,F,0,65~69,1,10009
090,2007,32,雲林縣,M,0,40~44,1,10009
090,2007,32,雲林縣,M,0,65~69,1,10009
090,2007,32,嘉義縣,M,0,50~54,1,10010
090,2007,32,嘉義縣,M,0,70+,1,10010
090,2007,32,高雄縣(舊),F,0,35~39,1,10012
090,2007,32,屏東縣,F,0,65~69,1,10013
090,2007,32,屏東縣,M,0,20~24,1,10013
090,2007,32,屏東縣,M,0,45~49,2,10013
090,2007,32,屏東縣,M,0,50~54,3,10013
090,2007,32,屏東縣,M,0,65~69,1,10013
090,2007,32,屏東縣,M,0,70+,1,10013
090,2007,32,花蓮縣,M,0,45~49,1,10015
090,2007,32,澎湖縣,M,0,35~39,1,10016
090,2007,32,新竹市,F,0,45~49,1,10018
090,2007,32,新竹市,F,0,60~64,1,10018
090,2007,32,台北市,F,0,55~59,1,63000
090,2007,32,台北市,F,0,70+,3,63000
090,2007,32,台北市,M,0,10~14,1,63000
090,2007,32,台北市,M,0,20~24,3,63000
090,2007,32,台北市,M,0,35~39,2,63000
090,2007,32,台北市,M,0,55~59,1,63000
090,2007,32,台北市,M,0,65~69,1,63000
090,2007,32,台北市,M,0,70+,1,63000
090,2007,32,高雄市,F,0,25~29,1,64000
090,2007,32,高雄市,F,0,55~59,1,64000
090,2007,32,高雄市,F,0,60~64,1,64000
090,2007,32,高雄市,F,0,65~69,1,64000
090,2007,32,高雄市(舊),F,0,45~49,1,64000
090,2007,32,高雄市,M,0,20~24,1,64000
090,2007,32,高雄市,M,0,35~39,3,64000
090,2007,32,高雄市,M,0,40~44,2,64000
090,2007,32,高雄市,M,0,50~54,1,64000
090,2007,32,高雄市,M,0,55~59,1,64000
090,2007,32,新北市,F,0,45~49,1,65000
090,2007,32,新北市,F,0,55~59,1,65000
090,2007,32,新北市,F,0,60~64,1,65000
090,2007,32,新北市,F,0,70+,1,65000
090,2007,32,新北市,M,0,20~24,2,65000
090,2007,32,新北市,M,0,25~29,2,65000
090,2007,32,新北市,M,0,30~34,3,65000
090,2007,32,新北市,M,0,40~44,3,65000
090,2007,32,新北市,M,0,45~49,1,65000
090,2007,32,新北市,M,0,50~54,1,65000
090,2007,32,新北市,M,0,55~59,1,65000
090,2007,32,新北市,M,0,60~64,1,65000
090,2007,32,新北市,M,0,65~69,1,65000
090,2007,32,新北市,M,0,70+,2,65000
090,2007,32,台中市,F,0,40~44,1,66000
090,2007,32,台中市,F,0,50~54,1,66000
090,2007,32,台中市,F,0,60~64,1,66000
090,2007,32,台中市,M,0,20~24,2,66000
090,2007,32,台中市,M,0,35~39,1,66000
090,2007,32,台中市,M,0,40~44,3,66000
090,2007,32,台中市,M,0,55~59,2,66000
090,2007,32,台中市,M,0,60~64,3,66000
090,2007,32,台南市,F,0,20~24,1,67000
090,2007,32,台南市,M,0,20~24,1,67000
090,2007,32,台南市,M,0,35~39,1,67000
090,2007,32,台南市,M,0,45~49,1,67000
090,2007,32,桃園市,F,0,30~34,2,68000
090,2007,32,桃園市,F,0,40~44,1,68000
090,2007,32,桃園市,F,0,65~69,1,68000
090,2007,32,桃園市,M,0,20~24,2,68000
090,2007,32,桃園市,M,0,30~34,1,68000
090,2007,32,桃園市,M,0,35~39,1,68000
090,2007,32,桃園市,M,0,45~49,1,68000
090,2007,32,桃園市,M,0,60~64,1,68000
090,2007,32,桃園市,M,0,70+,1,68000
090,2007,33,宜蘭縣,F,0,70+,1,10002
090,2007,33,宜蘭縣,M,0,35~39,1,10002
090,2007,33,宜蘭縣,M,0,55~59,1,10002
090,2007,33,宜蘭縣,M,0,65~69,1,10002
090,2007,33,苗栗縣,F,0,70+,1,10005
090,2007,33,台中縣(舊),M,0,15~19,1,10006
090,2007,33,彰化縣,F,0,45~49,1,10007
090,2007,33,彰化縣,F,0,50~54,1,10007
090,2007,33,彰化縣,M,0,25~29,1,10007
090,2007,33,彰化縣,M,0,45~49,1,10007
090,2007,33,彰化縣,M,0,55~59,2,10007
090,2007,33,南投縣,M,0,40~44,1,10008
090,2007,33,雲林縣,F,0,35~39,1,10009
090,2007,33,雲林縣,F,0,50~54,1,10009
090,2007,33,雲林縣,M,0,50~54,1,10009
090,2007,33,雲林縣,M,0,55~59,2,10009
090,2007,33,嘉義縣,F,0,30~34,1,10010
090,2007,33,屏東縣,F,0,25~29,1,10013
090,2007,33,屏東縣,F,0,30~34,1,10013
090,2007,33,屏東縣,F,0,35~39,1,10013
090,2007,33,屏東縣,F,0,45~49,1,10013
090,2007,33,屏東縣,F,0,55~59,1,10013
090,2007,33,屏東縣,F,0,70+,1,10013
090,2007,33,屏東縣,M,0,35~39,1,10013
090,2007,33,屏東縣,M,0,55~59,1,10013
090,2007,33,屏東縣,M,0,70+,1,10013
090,2007,33,基隆市,F,0,20~24,1,10017
090,2007,33,基隆市,M,0,15~19,1,10017
090,2007,33,基隆市,M,0,30~34,1,10017
090,2007,33,基隆市,M,0,55~59,2,10017
090,2007,33,新竹市,F,0,45~49,1,10018
090,2007,33,新竹市,F,0,55~59,1,10018
090,2007,33,新竹市,M,0,25~29,2,10018
090,2007,33,新竹市,M,0,40~44,1,10018
090,2007,33,新竹市,M,0,70+,1,10018
090,2007,33,台中市(舊),M,0,15~19,1,10019
090,2007,33,台北市,F,0,55~59,1,63000
090,2007,33,台北市,F,0,60~64,1,63000
090,2007,33,台北市,F,0,70+,1,63000
090,2007,33,台北市,M,0,20~24,1,63000
090,2007,33,台北市,M,0,25~29,2,63000
090,2007,33,台北市,M,0,40~44,3,63000
090,2007,33,台北市,M,0,60~64,4,63000
090,2007,33,台北市,M,0,65~69,1,63000
090,2007,33,台北市,M,0,70+,2,63000
090,2007,33,高雄市,F,0,40~44,1,64000
090,2007,33,高雄市,F,0,50~54,1,64000
090,2007,33,高雄市,F,0,55~59,1,64000
090,2007,33,高雄市,M,0,15~19,2,64000
090,2007,33,高雄市,M,0,20~24,1,64000
090,2007,33,高雄市,M,0,25~29,1,64000
090,2007,33,高雄市,M,0,35~39,2,64000
090,2007,33,高雄市,M,0,40~44,1,64000
090,2007,33,高雄市,M,0,55~59,1,64000
090,2007,33,高雄市,M,0,70+,2,64000
090,2007,33,新北市,F,0,20~24,1,65000
090,2007,33,新北市,F,0,35~39,1,65000
090,2007,33,新北市,F,0,45~49,2,65000
090,2007,33,新北市,F,0,50~54,3,65000
090,2007,33,新北市,F,0,65~69,1,65000
090,2007,33,新北市,F,0,70+,1,65000
090,2007,33,新北市,M,0,20~24,3,65000
090,2007,33,新北市,M,0,25~29,6,65000
090,2007,33,新北市,M,0,30~34,3,65000
090,2007,33,新北市,M,0,35~39,1,65000
090,2007,33,新北市,M,0,40~44,1,65000
090,2007,33,新北市,M,0,45~49,3,65000
090,2007,33,新北市,M,0,50~54,1,65000
090,2007,33,新北市,M,0,60~64,2,65000
090,2007,33,新北市,M,0,65~69,1,65000
090,2007,33,新北市,M,0,70+,4,65000
090,2007,33,台中市,F,0,30~34,2,66000
090,2007,33,台中市,F,0,35~39,1,66000
090,2007,33,台中市,F,0,55~59,2,66000
090,2007,33,台中市,M,0,45~49,1,66000
090,2007,33,台中市,M,0,70+,1,66000
090,2007,33,台南市,F,0,25~29,1,67000
090,2007,33,台南市,M,0,40~44,2,67000
090,2007,33,台南市,M,0,50~54,1,67000
090,2007,33,桃園市,F,0,30~34,2,68000
090,2007,33,桃園市,F,0,35~39,1,68000
090,2007,33,桃園市,F,0,70+,3,68000
090,2007,33,桃園市,M,0,20~24,1,68000
090,2007,33,桃園市,M,0,30~34,1,68000
090,2007,33,桃園市,M,0,35~39,1,68000
090,2007,33,桃園市,M,0,45~49,2,68000
090,2007,33,桃園市,M,0,50~54,2,68000
090,2007,33,桃園市,M,0,60~64,1,68000
090,2007,33,桃園市,M,0,65~69,1,68000
090,2007,34,宜蘭縣,M,0,65~69,1,10002
090,2007,34,新竹縣,F,0,55~59,1,10004
090,2007,34,新竹縣,M,0,25~29,1,10004
090,2007,34,新竹縣,M,0,35~39,1,10004
090,2007,34,新竹縣,M,0,40~44,1,10004
090,2007,34,新竹縣,M,0,60~64,1,10004
090,2007,34,苗栗縣,F,0,70+,1,10005
090,2007,34,台中縣(舊),M,0,15~19,1,10006
090,2007,34,彰化縣,M,0,30~34,2,10007
090,2007,34,雲林縣,F,0,20~24,1,10009
090,2007,34,雲林縣,F,0,45~49,1,10009
090,2007,34,雲林縣,M,0,25~29,1,10009
090,2007,34,雲林縣,M,0,45~49,1,10009
090,2007,34,雲林縣,M,0,70+,1,10009
090,2007,34,嘉義縣,F,0,30~34,1,10010
090,2007,34,嘉義縣,M,0,40~44,1,10010
090,2007,34,嘉義縣,M,0,45~49,1,10010
090,2007,34,嘉義縣,M,0,50~54,1,10010
090,2007,34,嘉義縣,M,0,55~59,1,10010
090,2007,34,屏東縣,F,0,70+,1,10013
090,2007,34,屏東縣,M,0,15~19,1,10013
090,2007,34,屏東縣,M,0,40~44,1,10013
090,2007,34,屏東縣,M,0,55~59,1,10013
090,2007,34,台東縣,M,0,20~24,1,10014
090,2007,34,台東縣,M,0,55~59,1,10014
090,2007,34,花蓮縣,M,0,20~24,1,10015
090,2007,34,澎湖縣,M,0,45~49,1,10016
090,2007,34,新竹市,M,0,30~34,1,10018
090,2007,34,新竹市,M,0,60~64,1,10018
090,2007,34,新竹市,M,0,65~69,1,10018
090,2007,34,嘉義市,M,0,30~34,1,10020
090,2007,34,台北市,F,0,0,1,63000
090,2007,34,台北市,F,0,60~64,1,63000
090,2007,34,台北市,F,0,65~69,3,63000
090,2007,34,台北市,F,0,70+,1,63000
090,2007,34,台北市,M,0,20~24,2,63000
090,2007,34,台北市,M,0,25~29,4,63000
090,2007,34,台北市,M,0,35~39,2,63000
090,2007,34,台北市,M,0,55~59,1,63000
090,2007,34,台北市,M,0,60~64,2,63000
090,2007,34,台北市,M,0,70+,2,63000
090,2007,34,高雄市,F,0,20~24,1,64000
090,2007,34,高雄市,F,0,45~49,2,64000
090,2007,34,高雄市,F,0,70+,1,64000
090,2007,34,高雄市,M,0,20~24,1,64000
090,2007,34,高雄市,M,0,25~29,1,64000
090,2007,34,高雄市,M,0,35~39,1,64000
090,2007,34,高雄市,M,0,50~54,1,64000
090,2007,34,高雄市,M,0,65~69,1,64000
090,2007,34,高雄市(舊),M,0,50~54,1,64000
090,2007,34,新北市,F,0,20~24,1,65000
090,2007,34,新北市,F,0,35~39,2,65000
090,2007,34,新北市,F,0,50~54,1,65000
090,2007,34,新北市,F,0,55~59,2,65000
090,2007,34,新北市,F,0,70+,2,65000
090,2007,34,新北市,M,0,20~24,3,65000
090,2007,34,新北市,M,0,25~29,3,65000
090,2007,34,新北市,M,0,30~34,4,65000
090,2007,34,新北市,M,0,35~39,5,65000
090,2007,34,新北市,M,0,40~44,1,65000
090,2007,34,新北市,M,0,45~49,1,65000
090,2007,34,新北市,M,0,50~54,2,65000
090,2007,34,新北市,M,0,70+,2,65000
090,2007,34,台中市,F,0,25~29,1,66000
090,2007,34,台中市,F,0,30~34,1,66000
090,2007,34,台中市,F,0,40~44,1,66000
090,2007,34,台中市,F,0,50~54,1,66000
090,2007,34,台中市,F,0,60~64,1,66000
090,2007,34,台中市,F,0,65~69,1,66000
090,2007,34,台中市,M,0,25~29,2,66000
090,2007,34,台中市,M,0,30~34,1,66000
090,2007,34,台中市,M,0,35~39,1,66000
090,2007,34,台中市,M,0,45~49,2,66000
090,2007,34,台中市,M,0,50~54,1,66000
090,2007,34,台中市,M,0,55~59,2,66000
090,2007,34,台南市,F,0,70+,1,67000
090,2007,34,台南市,M,0,25~29,1,67000
090,2007,34,台南市,M,0,70+,1,67000
090,2007,34,桃園市,F,0,50~54,2,68000
090,2007,34,桃園市,F,0,55~59,1,68000
090,2007,34,桃園市,M,0,30~34,2,68000
090,2007,34,桃園市,M,0,35~39,2,68000
090,2007,34,桃園市,M,0,40~44,1,68000
090,2007,34,桃園市,M,0,45~49,2,68000
090,2007,34,桃園市,M,0,60~64,1,68000
090,2007,34,桃園市,M,0,70+,1,68000
090,2007,35,宜蘭縣,M,0,55~59,1,10002
090,2007,35,新竹縣,M,0,45~49,1,10004
090,2007,35,苗栗縣,F,0,60~64,1,10005
090,2007,35,苗栗縣,M,0,20~24,1,10005
090,2007,35,苗栗縣,M,0,35~39,1,10005
090,2007,35,苗栗縣,M,0,40~44,1,10005
090,2007,35,苗栗縣,M,0,45~49,1,10005
090,2007,35,苗栗縣,M,0,65~69,1,10005
090,2007,35,彰化縣,F,0,45~49,1,10007
090,2007,35,彰化縣,F,0,70+,2,10007
090,2007,35,彰化縣,M,0,25~29,1,10007
090,2007,35,彰化縣,M,0,70+,1,10007
090,2007,35,南投縣,M,0,55~59,1,10008
090,2007,35,雲林縣,F,0,45~49,1,10009
090,2007,35,雲林縣,F,0,50~54,2,10009
090,2007,35,雲林縣,M,0,40~44,1,10009
090,2007,35,雲林縣,M,0,70+,1,10009
090,2007,35,嘉義縣,F,0,70+,1,10010
090,2007,35,嘉義縣,M,0,55~59,1,10010
090,2007,35,屏東縣,F,0,35~39,1,10013
090,2007,35,屏東縣,F,0,45~49,2,10013
090,2007,35,屏東縣,M,0,25~29,2,10013
090,2007,35,屏東縣,M,0,40~44,1,10013
090,2007,35,屏東縣,M,0,45~49,1,10013
090,2007,35,屏東縣,M,0,50~54,2,10013
090,2007,35,屏東縣,M,0,55~59,1,10013
090,2007,35,屏東縣,M,0,60~64,1,10013
090,2007,35,屏東縣,M,0,70+,2,10013
090,2007,35,花蓮縣,M,0,45~49,1,10015
090,2007,35,澎湖縣,M,0,35~39,1,10016
090,2007,35,基隆市,F,0,35~39,1,10017
090,2007,35,基隆市,F,0,45~49,1,10017
090,2007,35,基隆市,F,0,55~59,1,10017
090,2007,35,基隆市,M,0,45~49,1,10017
090,2007,35,基隆市,M,0,65~69,2,10017
090,2007,35,新竹市,M,0,20~24,1,10018
090,2007,35,新竹市,M,0,25~29,1,10018
090,2007,35,新竹市,M,0,35~39,1,10018
090,2007,35,台北市,F,0,20~24,1,63000
090,2007,35,台北市,F,0,35~39,1,63000
090,2007,35,台北市,F,0,40~44,2,63000
090,2007,35,台北市,F,0,45~49,1,63000
090,2007,35,台北市,F,0,50~54,1,63000
090,2007,35,台北市,F,0,55~59,2,63000
090,2007,35,台北市,F,0,60~64,2,63000
090,2007,35,台北市,F,0,70+,1,63000
090,2007,35,台北市,M,0,25~29,3,63000
090,2007,35,台北市,M,0,30~34,1,63000
090,2007,35,台北市,M,0,35~39,1,63000
090,2007,35,台北市,M,0,40~44,1,63000
090,2007,35,台北市,M,0,45~49,1,63000
090,2007,35,台北市,M,0,55~59,1,63000
090,2007,35,台北市,M,0,70+,3,63000
090,2007,35,高雄市,F,0,30~34,2,64000
090,2007,35,高雄市,F,0,35~39,1,64000
090,2007,35,高雄市,F,0,40~44,2,64000
090,2007,35,高雄市,F,0,45~49,1,64000
090,2007,35,高雄市,F,0,50~54,1,64000
090,2007,35,高雄市,F,0,55~59,1,64000
090,2007,35,高雄市,M,0,20~24,3,64000
090,2007,35,高雄市,M,0,25~29,1,64000
090,2007,35,高雄市,M,0,30~34,3,64000
090,2007,35,高雄市,M,0,35~39,2,64000
090,2007,35,高雄市,M,0,40~44,3,64000
090,2007,35,高雄市,M,0,45~49,1,64000
090,2007,35,高雄市,M,0,50~54,1,64000
090,2007,35,高雄市,M,0,70+,1,64000
