年,週,就診類別,年齡別,縣市,急性上呼吸道感染健保就診人次,健保就診總人次,縣市別代碼
2020,51,門診,25~64,南投縣,3027,41095,10008
2020,51,門診,25~64,雲林縣,4652,58400,10009
2020,51,門診,25~64,嘉義縣,3054,28252,10010
2020,51,門診,25~64,屏東縣,5033,70804,10013
2020,51,門診,25~64,台東縣,1045,17284,10014
2020,51,門診,25~64,花蓮縣,1623,29781,10015
2020,51,門診,25~64,澎湖縣,618,12649,10016
2020,51,門診,25~64,基隆市,2104,26782,10017
2020,51,門診,25~64,新竹市,2417,52055,10018
2020,51,門診,25~64,嘉義市,2049,43099,10020
2020,51,門診,25~64,台北市,14589,308918,63000
2020,51,門診,25~64,高雄市,17749,298336,64000
2020,51,門診,25~64,新北市,26569,347015,65000
2020,51,門診,25~64,台中市,18429,305989,66000
2020,51,門診,25~64,台南市,10411,186750,67000
2020,51,門診,25~64,桃園市,11061,167166,68000
2020,51,門診,3~6,連江縣,15,39,09007
2020,51,門診,3~6,金門縣,247,798,09020
2020,51,門診,3~6,宜蘭縣,1482,3200,10002
2020,51,門診,3~6,新竹縣,1439,5785,10004
2020,51,門診,3~6,苗栗縣,1594,4678,10005
2020,51,門診,3~6,彰化縣,3183,13316,10007
2020,51,門診,3~6,南投縣,1355,4920,10008
2020,51,門診,3~6,雲林縣,1229,5799,10009
2020,51,門診,3~6,嘉義縣,900,2788,10010
2020,51,門診,3~6,屏東縣,1700,7223,10013
2020,51,門診,3~6,台東縣,308,1374,10014
2020,51,門診,3~6,花蓮縣,558,2776,10015
2020,51,門診,3~6,澎湖縣,135,814,10016
2020,51,門診,3~6,基隆市,465,2436,10017
2020,51,門診,3~6,新竹市,1167,6581,10018
2020,51,門診,3~6,嘉義市,717,4220,10020
2020,51,門診,3~6,台北市,4369,20598,63000
2020,51,門診,3~6,高雄市,6040,26819,64000
2020,51,門診,3~6,新北市,9088,40591,65000
2020,51,門診,3~6,台中市,6036,34545,66000
2020,51,門診,3~6,台南市,3754,18814,67000
2020,51,門診,3~6,桃園市,4746,22488,68000
2020,51,門診,65+,連江縣,7,326,09007
2020,51,門診,65+,金門縣,193,4326,09020
2020,51,門診,65+,宜蘭縣,861,26577,10002
2020,51,門診,65+,新竹縣,875,16544,10004
2020,51,門診,65+,苗栗縣,1244,24390,10005
2020,51,門診,65+,彰化縣,2752,66634,10007
2020,51,門診,65+,南投縣,1357,29366,10008
2020,51,門診,65+,雲林縣,2020,41103,10009
2020,51,門診,65+,嘉義縣,1452,23138,10010
2020,51,門診,65+,屏東縣,2604,52188,10013
2020,51,門診,65+,台東縣,645,12334,10014
2020,51,門診,65+,花蓮縣,707,19828,10015
2020,51,門診,65+,澎湖縣,235,8963,10016
2020,51,門診,65+,基隆市,756,15142,10017
2020,51,門診,65+,新竹市,613,21209,10018
2020,51,門診,65+,嘉義市,865,25540,10020
2020,51,門診,65+,台北市,5547,195109,63000
2020,51,門診,65+,高雄市,6998,167921,64000
2020,51,門診,65+,新北市,8121,156609,65000
2020,51,門診,65+,台中市,6269,145578,66000
2020,51,門診,65+,台南市,3860,101710,67000
2020,51,門診,65+,桃園市,2734,64432,68000
2020,51,門診,7~12,連江縣,5,45,09007
2020,51,門診,7~12,金門縣,198,847,09020
2020,51,門診,7~12,宜蘭縣,677,2645,10002
2020,51,門診,7~12,新竹縣,799,4253,10004
2020,51,門診,7~12,苗栗縣,772,2988,10005
2020,51,門診,7~12,彰化縣,1579,9545,10007
2020,51,門診,7~12,南投縣,701,3338,10008
2020,51,門診,7~12,雲林縣,781,4497,10009
2020,51,門診,7~12,嘉義縣,546,2012,10010
2020,51,門診,7~12,屏東縣,1122,5758,10013
2020,51,門診,7~12,台東縣,239,1320,10014
2020,51,門診,7~12,花蓮縣,360,2138,10015
2020,51,門診,7~12,澎湖縣,102,715,10016
2020,51,門診,7~12,基隆市,320,1935,10017
2020,51,門診,7~12,新竹市,507,5016,10018
2020,51,門診,7~12,嘉義市,344,3125,10020
2020,51,門診,7~12,台北市,2561,18436,63000
2020,51,門診,7~12,高雄市,3399,20920,64000
2020,51,門診,7~12,新北市,4767,30052,65000
2020,51,門診,7~12,台中市,3160,23317,66000
2020,51,門診,7~12,台南市,2027,13830,67000
2020,51,門診,7~12,桃園市,2463,15415,68000
2020,52,住院,0~2,金門縣,0,5,09020
2020,52,住院,0~2,宜蘭縣,0,43,10002
2020,52,住院,0~2,新竹縣,0,28,10004
2020,52,住院,0~2,苗栗縣,0,7,10005
2020,52,住院,0~2,彰化縣,4,117,10007
2020,52,住院,0~2,南投縣,0,18,10008
2020,52,住院,0~2,雲林縣,1,12,10009
2020,52,住院,0~2,嘉義縣,0,29,10010
2020,52,住院,0~2,屏東縣,0,50,10013
2020,52,住院,0~2,台東縣,0,4,10014
2020,52,住院,0~2,花蓮縣,0,18,10015
2020,52,住院,0~2,基隆市,0,23,10017
2020,52,住院,0~2,新竹市,1,26,10018
2020,52,住院,0~2,嘉義市,0,11,10020
2020,52,住院,0~2,台北市,4,139,63000
2020,52,住院,0~2,高雄市,1,88,64000
2020,52,住院,0~2,新北市,0,59,65000
2020,52,住院,0~2,台中市,1,157,66000
2020,52,住院,0~2,台南市,0,20,67000
2020,52,住院,0~2,桃園市,1,147,68000
2020,52,住院,13~15,宜蘭縣,0,3,10002
2020,52,住院,13~15,新竹縣,0,2,10004
2020,52,住院,13~15,苗栗縣,0,5,10005
2020,52,住院,13~15,彰化縣,0,9,10007
2020,52,住院,13~15,南投縣,0,3,10008
2020,52,住院,13~15,雲林縣,0,1,10009
2020,52,住院,13~15,嘉義縣,0,9,10010
2020,52,住院,13~15,屏東縣,0,7,10013
2020,52,住院,13~15,台東縣,0,1,10014
2020,52,住院,13~15,花蓮縣,0,4,10015
2020,52,住院,13~15,基隆市,0,4,10017
2020,52,住院,13~15,新竹市,0,3,10018
2020,52,住院,13~15,嘉義市,0,1,10020
2020,52,住院,13~15,台北市,2,36,63000
2020,52,住院,13~15,高雄市,0,25,64000
2020,52,住院,13~15,新北市,0,12,65000
2020,52,住院,13~15,台中市,0,46,66000
2020,52,住院,13~15,台南市,0,10,67000
2020,52,住院,13~15,桃園市,0,29,68000
2020,52,住院,16~18,宜蘭縣,0,11,10002
2020,52,住院,16~18,新竹縣,0,11,10004
2020,52,住院,16~18,苗栗縣,0,8,10005
2020,52,住院,16~18,彰化縣,0,22,10007
2020,52,住院,16~18,南投縣,0,4,10008
2020,52,住院,16~18,雲林縣,0,5,10009
2020,52,住院,16~18,嘉義縣,0,10,10010
2020,52,住院,16~18,屏東縣,0,7,10013
2020,52,住院,16~18,花蓮縣,0,6,10015
2020,52,住院,16~18,基隆市,0,6,10017
2020,52,住院,16~18,新竹市,0,7,10018
2020,52,住院,16~18,嘉義市,0,4,10020
2020,52,住院,16~18,台北市,0,59,63000
2020,52,住院,16~18,高雄市,0,33,64000
2020,52,住院,16~18,新北市,1,13,65000
2020,52,住院,16~18,台中市,0,54,66000
2020,52,住院,16~18,台南市,0,9,67000
2020,52,住院,16~18,桃園市,0,42,68000
2020,52,住院,19~24,金門縣,0,3,09020
2020,52,住院,19~24,宜蘭縣,0,21,10002
2020,52,住院,19~24,新竹縣,0,24,10004
2020,52,住院,19~24,苗栗縣,0,18,10005
2020,52,住院,19~24,彰化縣,0,61,10007
2020,52,住院,19~24,南投縣,0,11,10008
2020,52,住院,19~24,雲林縣,1,24,10009
2020,52,住院,19~24,嘉義縣,0,22,10010
2020,52,住院,19~24,屏東縣,0,34,10013
2020,52,住院,19~24,台東縣,0,3,10014
2020,52,住院,19~24,花蓮縣,0,28,10015
2020,52,住院,19~24,澎湖縣,0,1,10016
2020,52,住院,19~24,基隆市,0,11,10017
2020,52,住院,19~24,新竹市,0,23,10018
2020,52,住院,19~24,嘉義市,2,20,10020
2020,52,住院,19~24,台北市,1,158,63000
2020,52,住院,19~24,高雄市,1,131,64000
2020,52,住院,19~24,新北市,6,78,65000
2020,52,住院,19~24,台中市,1,207,66000
2020,52,住院,19~24,台南市,0,41,67000
2020,52,住院,19~24,桃園市,1,104,68000
2020,52,住院,25~64,金門縣,0,43,09020
2020,52,住院,25~64,宜蘭縣,0,473,10002
2020,52,住院,25~64,新竹縣,0,400,10004
2020,52,住院,25~64,苗栗縣,0,201,10005
2020,52,住院,25~64,彰化縣,3,1332,10007
2020,52,住院,25~64,南投縣,2,191,10008
2020,52,住院,25~64,雲林縣,4,427,10009
2020,52,住院,25~64,嘉義縣,0,614,10010
2020,52,住院,25~64,屏東縣,0,417,10013
2020,52,住院,25~64,台東縣,0,74,10014
2020,52,住院,25~64,花蓮縣,0,440,10015
2020,52,住院,25~64,澎湖縣,0,13,10016
2020,52,住院,25~64,基隆市,0,311,10017
2020,52,住院,25~64,新竹市,5,319,10018
2020,52,住院,25~64,嘉義市,9,358,10020
2020,52,住院,25~64,台北市,19,4616,63000
2020,52,住院,25~64,高雄市,7,2421,64000
2020,52,住院,25~64,新北市,53,1288,65000
2020,52,住院,25~64,台中市,2,3708,66000
2020,52,住院,25~64,台南市,2,1320,67000
2020,52,住院,25~64,桃園市,7,2391,68000
2020,52,住院,3~6,金門縣,0,1,09020
2020,52,住院,3~6,宜蘭縣,0,25,10002
2020,52,住院,3~6,新竹縣,0,10,10004
2020,52,住院,3~6,苗栗縣,0,8,10005
2020,52,住院,3~6,彰化縣,3,46,10007
2020,52,住院,3~6,南投縣,0,17,10008
2020,52,住院,3~6,雲林縣,0,9,10009
2020,52,住院,3~6,嘉義縣,0,25,10010
2020,52,住院,3~6,屏東縣,2,44,10013
2020,52,住院,3~6,花蓮縣,1,8,10015
2020,52,住院,3~6,基隆市,0,17,10017
2020,52,住院,3~6,新竹市,0,9,10018
2020,52,住院,3~6,嘉義市,0,5,10020
2020,52,住院,3~6,台北市,7,119,63000
2020,52,住院,3~6,高雄市,0,44,64000
2020,52,住院,3~6,新北市,0,34,65000
2020,52,住院,3~6,台中市,1,113,66000
2020,52,住院,3~6,台南市,1,9,67000
2020,52,住院,3~6,桃園市,0,75,68000
2020,52,住院,65+,連江縣,0,2,09007
2020,52,住院,65+,金門縣,0,28,09020
2020,52,住院,65+,宜蘭縣,0,381,10002
2020,52,住院,65+,新竹縣,0,251,10004
2020,52,住院,65+,苗栗縣,0,262,10005
2020,52,住院,65+,彰化縣,0,1173,10007
2020,52,住院,65+,南投縣,0,204,10008
2020,52,住院,65+,雲林縣,1,418,10009
2020,52,住院,65+,嘉義縣,0,585,10010
2020,52,住院,65+,屏東縣,1,404,10013
2020,52,住院,65+,台東縣,0,55,10014
2020,52,住院,65+,花蓮縣,0,323,10015
2020,52,住院,65+,澎湖縣,0,10,10016
2020,52,住院,65+,基隆市,0,338,10017
2020,52,住院,65+,新竹市,0,254,10018
2020,52,住院,65+,嘉義市,0,280,10020
2020,52,住院,65+,台北市,8,3414,63000
2020,52,住院,65+,高雄市,1,1524,64000
2020,52,住院,65+,新北市,4,1091,65000
2020,52,住院,65+,台中市,0,2298,66000
2020,52,住院,65+,台南市,2,845,67000
2020,52,住院,65+,桃園市,1,1455,68000
2020,52,住院,7~12,宜蘭縣,0,14,10002
2020,52,住院,7~12,新竹縣,0,5,10004
2020,52,住院,7~12,苗栗縣,0,7,10005
2020,52,住院,7~12,彰化縣,1,31,10007
2020,52,住院,7~12,南投縣,0,9,10008
2020,52,住院,7~12,雲林縣,0,5,10009
2020,52,住院,7~12,嘉義縣,0,12,10010
2020,52,住院,7~12,屏東縣,2,13,10013
2020,52,住院,7~12,花蓮縣,0,9,10015
2020,52,住院,7~12,基隆市,0,5,10017
2020,52,住院,7~12,新竹市,0,10,10018
2020,52,住院,7~12,嘉義市,0,2,10020
2020,52,住院,7~12,台北市,5,90,63000
2020,52,住院,7~12,高雄市,0,36,64000
2020,52,住院,7~12,新北市,0,17,65000
2020,52,住院,7~12,台中市,0,93,66000
2020,52,住院,7~12,台南市,0,12,67000
2020,52,住院,7~12,桃園市,0,43,68000
2020,52,門診,0~2,連江縣,10,38,09007
2020,52,門診,0~2,金門縣,167,527,09020
2020,52,門診,0~2,宜蘭縣,1081,2326,10002
2020,52,門診,0~2,新竹縣,1083,3922,10004
2020,52,門診,0~2,苗栗縣,1073,3009,10005
2020,52,門診,0~2,彰化縣,2048,8473,10007
2020,52,門診,0~2,南投縣,922,3263,10008
2020,52,門診,0~2,雲林縣,815,3665,10009
2020,52,門診,0~2,嘉義縣,414,1394,10010
2020,52,門診,0~2,屏東縣,1067,5052,10013
2020,52,門診,0~2,台東縣,223,998,10014
2020,52,門診,0~2,花蓮縣,333,1788,10015
2020,52,門診,0~2,澎湖縣,111,485,10016
2020,52,門診,0~2,基隆市,330,1577,10017
2020,52,門診,0~2,新竹市,977,4381,10018
2020,52,門診,0~2,嘉義市,402,2446,10020
2020,52,門診,0~2,台北市,3256,13767,63000
2020,52,門診,0~2,高雄市,3726,16282,64000
2020,52,門診,0~2,新北市,7406,28018,65000
2020,52,門診,0~2,台中市,4236,22999,66000
2020,52,門診,0~2,台南市,2545,12366,67000
2020,52,門診,0~2,桃園市,3546,14579,68000
2020,52,門診,13~15,連江縣,5,36,09007
2020,52,門診,13~15,金門縣,72,379,09020
2020,52,門診,13~15,宜蘭縣,188,1151,10002
2020,52,門診,13~15,新竹縣,263,1606,10004
2020,52,門診,13~15,苗栗縣,279,1336,10005
2020,52,門診,13~15,彰化縣,417,3807,10007
2020,52,門診,13~15,南投縣,185,1313,10008
2020,52,門診,13~15,雲林縣,360,2101,10009
2020,52,門診,13~15,嘉義縣,234,955,10010
2020,52,門診,13~15,屏東縣,358,2293,10013
2020,52,門診,13~15,台東縣,123,587,10014
2020,52,門診,13~15,花蓮縣,122,906,10015
2020,52,門診,13~15,澎湖縣,42,343,10016
2020,52,門診,13~15,基隆市,184,1058,10017
2020,52,門診,13~15,新竹市,146,1793,10018
2020,52,門診,13~15,嘉義市,97,1325,10020
2020,52,門診,13~15,台北市,944,7889,63000
2020,52,門診,13~15,高雄市,1058,8270,64000
2020,52,門診,13~15,新北市,1735,13137,65000
2020,52,門診,13~15,台中市,1018,8892,66000
2020,52,門診,13~15,台南市,634,5257,67000
2020,52,門診,13~15,桃園市,866,6433,68000
2020,52,門診,16~18,連江縣,9,29,09007
2020,52,門診,16~18,金門縣,46,304,09020
2020,52,門診,16~18,宜蘭縣,184,1262,10002
2020,52,門診,16~18,新竹縣,257,1508,10004
2020,52,門診,16~18,苗栗縣,294,1469,10005
2020,52,門診,16~18,彰化縣,486,4020,10007
2020,52,門診,16~18,南投縣,173,1265,10008
2020,52,門診,16~18,雲林縣,315,2204,10009
2020,52,門診,16~18,嘉義縣,231,1103,10010
2020,52,門診,16~18,屏東縣,364,2400,10013
2020,52,門診,16~18,台東縣,93,563,10014
2020,52,門診,16~18,花蓮縣,132,1006,10015
2020,52,門診,16~18,澎湖縣,41,343,10016
2020,52,門診,16~18,基隆市,165,1083,10017
2020,52,門診,16~18,新竹市,171,1778,10018
2020,52,門診,16~18,嘉義市,137,1562,10020
2020,52,門診,16~18,台北市,993,8634,63000
2020,52,門診,16~18,高雄市,1063,9114,64000
2020,52,門診,16~18,新北市,1859,13334,65000
2020,52,門診,16~18,台中市,1181,10248,66000
2020,52,門診,16~18,台南市,567,5465,67000
2020,52,門診,16~18,桃園市,960,6957,68000
2020,52,門診,19~24,連江縣,12,92,09007
2020,52,門診,19~24,金門縣,97,656,09020
2020,52,門診,19~24,宜蘭縣,252,2375,10002
2020,52,門診,19~24,新竹縣,324,2639,10004
2020,52,門診,19~24,苗栗縣,399,2506,10005
2020,52,門診,19~24,彰化縣,742,7647,10007
2020,52,門診,19~24,南投縣,284,2419,10008
2020,52,門診,19~24,雲林縣,463,4125,10009
2020,52,門診,19~24,嘉義縣,420,2227,10010
2020,52,門診,19~24,屏東縣,571,5004,10013
2020,52,門診,19~24,台東縣,101,991,10014
2020,52,門診,19~24,花蓮縣,180,2373,10015
2020,52,門診,19~24,澎湖縣,85,881,10016
2020,52,門診,19~24,基隆市,221,2164,10017
2020,52,門診,19~24,新竹市,279,4309,10018
2020,52,門診,19~24,嘉義市,197,2999,10020
2020,52,門診,19~24,台北市,2059,23992,63000
2020,52,門診,19~24,高雄市,1931,22874,64000
2020,52,門診,19~24,新北市,3215,29853,65000
2020,52,門診,19~24,台中市,2615,28494,66000
2020,52,門診,19~24,台南市,1027,14086,67000
2020,52,門診,19~24,桃園市,1378,14441,68000
2020,52,門診,25~64,連江縣,60,706,09007
2020,52,門診,25~64,金門縣,646,7363,09020
2020,52,門診,25~64,宜蘭縣,2494,35469,10002
2020,52,門診,25~64,新竹縣,3726,40730,10004
2020,52,門診,25~64,苗栗縣,4110,38340,10005
2020,52,門診,25~64,彰化縣,7620,111863,10007
2020,52,門診,25~64,南投縣,3041,39228,10008
2020,52,門診,25~64,雲林縣,4606,57203,10009
2020,52,門診,25~64,嘉義縣,3085,27991,10010
2020,52,門診,25~64,屏東縣,5260,68872,10013
2020,52,門診,25~64,台東縣,1217,16919,10014
2020,52,門診,25~64,花蓮縣,1641,28759,10015
2020,52,門診,25~64,澎湖縣,703,12801,10016
2020,52,門診,25~64,基隆市,2355,27727,10017
2020,52,門診,25~64,新竹市,2557,52177,10018
2020,52,門診,25~64,嘉義市,2076,42392,10020
2020,52,門診,25~64,台北市,15926,305275,63000
2020,52,門診,25~64,高雄市,18020,291281,64000
2020,52,門診,25~64,新北市,28729,352170,65000
2020,52,門診,25~64,台中市,18920,304534,66000
2020,52,門診,25~64,台南市,10297,181820,67000
2020,52,門診,25~64,桃園市,12170,171253,68000
2020,52,門診,3~6,連江縣,8,43,09007
2020,52,門診,3~6,金門縣,229,785,09020
2020,52,門診,3~6,宜蘭縣,1588,3391,10002
2020,52,門診,3~6,新竹縣,1519,5933,10004
2020,52,門診,3~6,苗栗縣,1656,4925,10005
2020,52,門診,3~6,彰化縣,3117,12945,10007
2020,52,門診,3~6,南投縣,1315,4832,10008
2020,52,門診,3~6,雲林縣,1290,5942,10009
2020,52,門診,3~6,嘉義縣,898,2848,10010
2020,52,門診,3~6,屏東縣,1736,7664,10013
2020,52,門診,3~6,台東縣,348,1327,10014
2020,52,門診,3~6,花蓮縣,586,2893,10015
2020,52,門診,3~6,澎湖縣,148,802,10016
2020,52,門診,3~6,基隆市,504,2703,10017
2020,52,門診,3~6,新竹市,1292,6677,10018
2020,52,門診,3~6,嘉義市,733,4500,10020
2020,52,門診,3~6,台北市,4795,21657,63000
2020,52,門診,3~6,高雄市,6504,27414,64000
2020,52,門診,3~6,新北市,10039,43739,65000
2020,52,門診,3~6,台中市,6107,34097,66000
2020,52,門診,3~6,台南市,3990,18894,67000
2020,52,門診,3~6,桃園市,5058,23592,68000
2020,52,門診,65+,連江縣,13,294,09007
2020,52,門診,65+,金門縣,156,4092,09020
2020,52,門診,65+,宜蘭縣,970,25535,10002
2020,52,門診,65+,新竹縣,929,16593,10004
2020,52,門診,65+,苗栗縣,1281,24044,10005
2020,52,門診,65+,彰化縣,2884,65743,10007
2020,52,門診,65+,南投縣,1360,28370,10008
2020,52,門診,65+,雲林縣,2092,40284,10009
2020,52,門診,65+,嘉義縣,1496,22657,10010
2020,52,門診,65+,屏東縣,2641,50469,10013
2020,52,門診,65+,台東縣,659,11772,10014
2020,52,門診,65+,花蓮縣,735,19387,10015
2020,52,門診,65+,澎湖縣,268,8922,10016
2020,52,門診,65+,基隆市,916,15343,10017
2020,52,門診,65+,新竹市,662,20994,10018
2020,52,門診,65+,嘉義市,867,23935,10020
2020,52,門診,65+,台北市,5716,186142,63000
2020,52,門診,65+,高雄市,6928,163930,64000
2020,52,門診,65+,新北市,8555,153858,65000
2020,52,門診,65+,台中市,6510,144399,66000
2020,52,門診,65+,台南市,3958,98947,67000
2020,52,門診,65+,桃園市,2990,64704,68000
2020,52,門診,7~12,連江縣,2,43,09007
2020,52,門診,7~12,金門縣,194,762,09020
2020,52,門診,7~12,宜蘭縣,780,2677,10002
2020,52,門診,7~12,新竹縣,902,4317,10004
2020,52,門診,7~12,苗栗縣,864,3036,10005
2020,52,門診,7~12,彰化縣,1628,9484,10007
2020,52,門診,7~12,南投縣,737,3467,10008
2020,52,門診,7~12,雲林縣,814,4582,10009
2020,52,門診,7~12,嘉義縣,553,2006,10010
2020,52,門診,7~12,屏東縣,1190,5840,10013
2020,52,門診,7~12,台東縣,290,1279,10014
2020,52,門診,7~12,花蓮縣,351,2058,10015
2020,52,門診,7~12,澎湖縣,128,722,10016
2020,52,門診,7~12,基隆市,366,2129,10017
2020,52,門診,7~12,新竹市,599,5059,10018
2020,52,門診,7~12,嘉義市,371,3364,10020
2020,52,門診,7~12,台北市,2834,18880,63000
2020,52,門診,7~12,高雄市,3699,20831,64000
2020,52,門診,7~12,新北市,5405,31299,65000
2020,52,門診,7~12,台中市,3382,23828,66000
2020,52,門診,7~12,台南市,2225,14214,67000
2020,52,門診,7~12,桃園市,2759,16132,68000
2020,53,住院,0~2,金門縣,1,6,09020
2020,53,住院,0~2,宜蘭縣,0,38,10002
2020,53,住院,0~2,新竹縣,1,16,10004
2020,53,住院,0~2,苗栗縣,0,4,10005
2020,53,住院,0~2,彰化縣,7,84,10007
2020,53,住院,0~2,南投縣,1,24,10008
2020,53,住院,0~2,雲林縣,0,9,10009
2020,53,住院,0~2,嘉義縣,0,26,10010
2020,53,住院,0~2,屏東縣,0,50,10013
2020,53,住院,0~2,台東縣,0,1,10014
2020,53,住院,0~2,花蓮縣,1,17,10015
2020,53,住院,0~2,基隆市,0,14,10017
2020,53,住院,0~2,新竹市,3,25,10018
2020,53,住院,0~2,嘉義市,1,10,10020
2020,53,住院,0~2,台北市,4,125,63000
2020,53,住院,0~2,高雄市,1,120,64000
2020,53,住院,0~2,新北市,2,68,65000
2020,53,住院,0~2,台中市,3,157,66000
2020,53,住院,0~2,台南市,1,23,67000
2020,53,住院,0~2,桃園市,0,116,68000
2020,53,住院,13~15,宜蘭縣,0,7,10002
2020,53,住院,13~15,新竹縣,0,8,10004
2020,53,住院,13~15,苗栗縣,0,8,10005
2020,53,住院,13~15,彰化縣,0,16,10007
2020,53,住院,13~15,南投縣,0,4,10008
2020,53,住院,13~15,雲林縣,0,1,10009
2020,53,住院,13~15,嘉義縣,0,5,10010
2020,53,住院,13~15,屏東縣,0,4,10013
2020,53,住院,13~15,台東縣,0,1,10014
2020,53,住院,13~15,花蓮縣,0,7,10015
2020,53,住院,13~15,澎湖縣,0,1,10016
2020,53,住院,13~15,基隆市,0,3,10017
2020,53,住院,13~15,新竹市,0,4,10018
2020,53,住院,13~15,台北市,1,45,63000
2020,53,住院,13~15,高雄市,0,25,64000
2020,53,住院,13~15,新北市,0,6,65000
2020,53,住院,13~15,台中市,0,36,66000
2020,53,住院,13~15,台南市,0,4,67000
2020,53,住院,13~15,桃園市,0,16,68000
2020,53,住院,16~18,宜蘭縣,0,4,10002
2020,53,住院,16~18,新竹縣,0,6,10004
2020,53,住院,16~18,苗栗縣,0,7,10005
2020,53,住院,16~18,彰化縣,0,20,10007
2020,53,住院,16~18,南投縣,0,2,10008
2020,53,住院,16~18,雲林縣,0,4,10009
2020,53,住院,16~18,嘉義縣,0,5,10010
2020,53,住院,16~18,屏東縣,0,12,10013
2020,53,住院,16~18,花蓮縣,0,8,10015
2020,53,住院,16~18,基隆市,0,9,10017
2020,53,住院,16~18,新竹市,0,11,10018
2020,53,住院,16~18,嘉義市,0,5,10020
2020,53,住院,16~18,台北市,1,37,63000
2020,53,住院,16~18,高雄市,0,25,64000
2020,53,住院,16~18,新北市,0,17,65000
2020,53,住院,16~18,台中市,0,52,66000
2020,53,住院,16~18,台南市,0,8,67000
2020,53,住院,16~18,桃園市,0,52,68000
2020,53,住院,19~24,金門縣,0,3,09020
2020,53,住院,19~24,宜蘭縣,0,12,10002
2020,53,住院,19~24,新竹縣,0,40,10004
2020,53,住院,19~24,苗栗縣,0,17,10005
2020,53,住院,19~24,彰化縣,2,82,10007
2020,53,住院,19~24,南投縣,2,13,10008
2020,53,住院,19~24,雲林縣,1,21,10009
2020,53,住院,19~24,嘉義縣,0,23,10010
2020,53,住院,19~24,屏東縣,0,33,10013
2020,53,住院,19~24,台東縣,0,3,10014
2020,53,住院,19~24,花蓮縣,0,17,10015
2020,53,住院,19~24,澎湖縣,0,2,10016
2020,53,住院,19~24,基隆市,0,8,10017
2020,53,住院,19~24,新竹市,0,14,10018
2020,53,住院,19~24,嘉義市,2,15,10020
2020,53,住院,19~24,台北市,2,148,63000
2020,53,住院,19~24,高雄市,1,112,64000
2020,53,住院,19~24,新北市,8,75,65000
2020,53,住院,19~24,台中市,0,194,66000
2020,53,住院,19~24,台南市,0,24,67000
2020,53,住院,19~24,桃園市,1,101,68000
2020,53,住院,25~64,連江縣,0,1,09007
2020,53,住院,25~64,金門縣,0,34,09020
2020,53,住院,25~64,宜蘭縣,1,433,10002
2020,53,住院,25~64,新竹縣,2,484,10004
2020,53,住院,25~64,苗栗縣,0,198,10005
2020,53,住院,25~64,彰化縣,2,1301,10007
2020,53,住院,25~64,南投縣,2,156,10008
2020,53,住院,25~64,雲林縣,7,357,10009
2020,53,住院,25~64,嘉義縣,1,481,10010
2020,53,住院,25~64,屏東縣,1,358,10013
2020,53,住院,25~64,台東縣,0,66,10014
2020,53,住院,25~64,花蓮縣,1,378,10015
2020,53,住院,25~64,澎湖縣,0,14,10016
2020,53,住院,25~64,基隆市,1,298,10017
2020,53,住院,25~64,新竹市,2,286,10018
2020,53,住院,25~64,嘉義市,5,278,10020
2020,53,住院,25~64,台北市,24,3860,63000
2020,53,住院,25~64,高雄市,3,2257,64000
2020,53,住院,25~64,新北市,57,1259,65000
2020,53,住院,25~64,台中市,4,3113,66000
2020,53,住院,25~64,台南市,2,1071,67000
2020,53,住院,25~64,桃園市,10,1859,68000
2020,53,住院,3~6,金門縣,0,3,09020
2020,53,住院,3~6,宜蘭縣,0,28,10002
2020,53,住院,3~6,新竹縣,0,11,10004
2020,53,住院,3~6,苗栗縣,0,13,10005
2020,53,住院,3~6,彰化縣,7,74,10007
2020,53,住院,3~6,南投縣,0,29,10008
2020,53,住院,3~6,雲林縣,0,7,10009
2020,53,住院,3~6,嘉義縣,0,25,10010
2020,53,住院,3~6,屏東縣,0,37,10013
2020,53,住院,3~6,花蓮縣,0,11,10015
2020,53,住院,3~6,基隆市,0,15,10017
2020,53,住院,3~6,新竹市,0,11,10018
2020,53,住院,3~6,嘉義市,0,9,10020
2020,53,住院,3~6,台北市,3,96,63000
2020,53,住院,3~6,高雄市,0,54,64000
2020,53,住院,3~6,新北市,0,44,65000
2020,53,住院,3~6,台中市,1,148,66000
2020,53,住院,3~6,台南市,0,20,67000
2020,53,住院,3~6,桃園市,1,69,68000
2020,53,住院,65+,連江縣,0,4,09007
2020,53,住院,65+,金門縣,0,47,09020
2020,53,住院,65+,宜蘭縣,0,310,10002
2020,53,住院,65+,新竹縣,3,341,10004
2020,53,住院,65+,苗栗縣,0,221,10005
2020,53,住院,65+,彰化縣,0,1107,10007
2020,53,住院,65+,南投縣,1,171,10008
2020,53,住院,65+,雲林縣,1,334,10009
2020,53,住院,65+,嘉義縣,0,484,10010
2020,53,住院,65+,屏東縣,0,378,10013
2020,53,住院,65+,台東縣,0,49,10014
2020,53,住院,65+,花蓮縣,0,285,10015
2020,53,住院,65+,澎湖縣,0,8,10016
2020,53,住院,65+,基隆市,0,274,10017
2020,53,住院,65+,新竹市,0,239,10018
2020,53,住院,65+,嘉義市,0,221,10020
2020,53,住院,65+,台北市,8,3026,63000
2020,53,住院,65+,高雄市,0,1526,64000
2020,53,住院,65+,新北市,0,1026,65000
2020,53,住院,65+,台中市,1,2058,66000
2020,53,住院,65+,台南市,0,744,67000
