確定病名,發病年份,發病月份,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數,縣市別代碼,鄉鎮別代碼
19CoV,2022,01,新北市,永和區,M,1,30~34,1,65000,65000040
19CoV,2022,01,新北市,永和區,F,1,35~39,1,65000,65000040
19CoV,2022,01,新北市,永和區,F,1,40~44,1,65000,65000040
19CoV,2022,01,新北市,永和區,M,1,40~44,1,65000,65000040
19CoV,2022,01,新北市,永和區,F,1,45~49,1,65000,65000040
19CoV,2022,01,新北市,永和區,M,1,45~49,1,65000,65000040
19CoV,2022,01,新北市,永和區,F,1,5~9,1,65000,65000040
19CoV,2022,01,新北市,永和區,F,1,60~64,1,65000,65000040
19CoV,2022,01,新北市,永和區,F,1,65~69,1,65000,65000040
19CoV,2022,01,新北市,永和區,M,1,65~69,2,65000,65000040
19CoV,2022,01,新北市,汐止區,F,1,0,1,65000,65000110
19CoV,2022,01,新北市,汐止區,F,1,20~24,3,65000,65000110
19CoV,2022,01,新北市,汐止區,M,1,20~24,1,65000,65000110
19CoV,2022,01,新北市,汐止區,F,1,25~29,2,65000,65000110
19CoV,2022,01,新北市,汐止區,M,1,25~29,3,65000,65000110
19CoV,2022,01,新北市,汐止區,M,1,30~34,1,65000,65000110
19CoV,2022,01,新北市,汐止區,M,1,35~39,1,65000,65000110
19CoV,2022,01,新北市,汐止區,F,1,40~44,2,65000,65000110
19CoV,2022,01,新北市,汐止區,M,1,40~44,1,65000,65000110
19CoV,2022,01,新北市,汐止區,F,1,50~54,1,65000,65000110
19CoV,2022,01,新北市,汐止區,M,1,50~54,1,65000,65000110
19CoV,2022,01,新北市,汐止區,M,1,55~59,1,65000,65000110
19CoV,2022,01,新北市,汐止區,F,1,60~64,1,65000,65000110
19CoV,2022,01,新北市,汐止區,M,1,60~64,1,65000,65000110
19CoV,2022,01,新北市,泰山區,F,1,35~39,1,65000,65000160
19CoV,2022,01,新北市,泰山區,M,0,50~54,1,65000,65000160
19CoV,2022,01,新北市,淡水區,F,1,1,1,65000,65000100
19CoV,2022,01,新北市,淡水區,M,1,2,1,65000,65000100
19CoV,2022,01,新北市,淡水區,F,1,20~24,2,65000,65000100
19CoV,2022,01,新北市,淡水區,M,1,20~24,2,65000,65000100
19CoV,2022,01,新北市,淡水區,F,1,25~29,1,65000,65000100
19CoV,2022,01,新北市,淡水區,F,0,30~34,1,65000,65000100
19CoV,2022,01,新北市,淡水區,F,1,30~34,2,65000,65000100
19CoV,2022,01,新北市,淡水區,F,1,35~39,1,65000,65000100
19CoV,2022,01,新北市,淡水區,M,1,40~44,4,65000,65000100
19CoV,2022,01,新北市,淡水區,F,1,45~49,1,65000,65000100
19CoV,2022,01,新北市,淡水區,F,1,50~54,3,65000,65000100
19CoV,2022,01,新北市,淡水區,M,1,50~54,3,65000,65000100
19CoV,2022,01,新北市,淡水區,F,1,55~59,2,65000,65000100
19CoV,2022,01,新北市,淡水區,M,0,55~59,1,65000,65000100
19CoV,2022,01,新北市,淡水區,M,1,60~64,1,65000,65000100
19CoV,2022,01,新北市,淡水區,M,1,70+,1,65000,65000100
19CoV,2022,01,新北市,石碇區,M,1,20~24,1,65000,65000190
19CoV,2022,01,新北市,萬里區,M,1,20~24,1,65000,65000280
19CoV,2022,01,新北市,萬里區,M,1,55~59,1,65000,65000280
19CoV,2022,01,新北市,蘆洲區,F,1,25~29,3,65000,65000140
19CoV,2022,01,新北市,蘆洲區,M,0,25~29,1,65000,65000140
19CoV,2022,01,新北市,蘆洲區,M,0,60~64,1,65000,65000140
19CoV,2022,01,新北市,蘆洲區,M,1,65~69,1,65000,65000140
19CoV,2022,01,新北市,鶯歌區,M,1,25~29,1,65000,65000080
19CoV,2022,01,新北市,鶯歌區,F,1,40~44,1,65000,65000080
19CoV,2022,01,新北市,鶯歌區,M,1,45~49,1,65000,65000080
19CoV,2022,01,台中市,中區,M,1,35~39,1,66000,66000010
19CoV,2022,01,台中市,中區,M,1,55~59,1,66000,66000010
19CoV,2022,01,台中市,中區,F,1,70+,1,66000,66000010
19CoV,2022,01,台中市,北區,F,1,10~14,1,66000,66000050
19CoV,2022,01,台中市,北區,M,1,30~34,1,66000,66000050
19CoV,2022,01,台中市,北區,M,1,35~39,1,66000,66000050
19CoV,2022,01,台中市,北區,M,1,40~44,1,66000,66000050
19CoV,2022,01,台中市,北區,M,1,45~49,1,66000,66000050
19CoV,2022,01,台中市,北區,F,1,55~59,1,66000,66000050
19CoV,2022,01,台中市,北區,M,1,65~69,1,66000,66000050
19CoV,2022,01,台中市,北屯區,M,1,2,1,66000,66000080
19CoV,2022,01,台中市,北屯區,F,0,20~24,1,66000,66000080
19CoV,2022,01,台中市,北屯區,F,1,20~24,1,66000,66000080
19CoV,2022,01,台中市,北屯區,M,1,20~24,1,66000,66000080
19CoV,2022,01,台中市,北屯區,F,1,25~29,1,66000,66000080
19CoV,2022,01,台中市,北屯區,M,1,25~29,3,66000,66000080
19CoV,2022,01,台中市,北屯區,F,1,30~34,1,66000,66000080
19CoV,2022,01,台中市,北屯區,M,1,30~34,2,66000,66000080
19CoV,2022,01,台中市,北屯區,F,1,35~39,1,66000,66000080
19CoV,2022,01,台中市,北屯區,M,1,35~39,1,66000,66000080
19CoV,2022,01,台中市,北屯區,M,1,40~44,1,66000,66000080
19CoV,2022,01,台中市,北屯區,F,1,55~59,2,66000,66000080
19CoV,2022,01,台中市,北屯區,M,1,60~64,1,66000,66000080
19CoV,2022,01,台中市,北屯區,M,1,70+,2,66000,66000080
19CoV,2022,01,台中市,南區,F,1,10~14,1,66000,66000030
19CoV,2022,01,台中市,南區,M,1,15~19,1,66000,66000030
19CoV,2022,01,台中市,南區,M,1,25~29,1,66000,66000030
19CoV,2022,01,台中市,南區,M,1,30~34,2,66000,66000030
19CoV,2022,01,台中市,南區,F,1,35~39,1,66000,66000030
19CoV,2022,01,台中市,南區,M,1,35~39,1,66000,66000030
19CoV,2022,01,台中市,南區,M,1,40~44,2,66000,66000030
19CoV,2022,01,台中市,南區,F,1,55~59,1,66000,66000030
19CoV,2022,01,台中市,南區,M,1,55~59,1,66000,66000030
19CoV,2022,01,台中市,南區,F,1,5~9,1,66000,66000030
19CoV,2022,01,台中市,南區,M,1,5~9,1,66000,66000030
19CoV,2022,01,台中市,南區,F,1,70+,1,66000,66000030
19CoV,2022,01,台中市,南屯區,F,1,20~24,1,66000,66000070
19CoV,2022,01,台中市,南屯區,M,1,20~24,1,66000,66000070
19CoV,2022,01,台中市,南屯區,F,1,30~34,1,66000,66000070
19CoV,2022,01,台中市,南屯區,M,1,30~34,1,66000,66000070
19CoV,2022,01,台中市,南屯區,M,1,40~44,3,66000,66000070
19CoV,2022,01,台中市,南屯區,M,1,45~49,2,66000,66000070
19CoV,2022,01,台中市,南屯區,M,1,50~54,1,66000,66000070
19CoV,2022,01,台中市,南屯區,F,1,55~59,1,66000,66000070
19CoV,2022,01,台中市,南屯區,F,1,60~64,1,66000,66000070
19CoV,2022,01,台中市,后里區,M,1,30~34,1,66000,66000150
19CoV,2022,01,台中市,后里區,M,1,35~39,1,66000,66000150
19CoV,2022,01,台中市,后里區,F,1,65~69,1,66000,66000150
19CoV,2022,01,台中市,大甲區,M,1,55~59,1,66000,66000110
19CoV,2022,01,台中市,大肚區,F,1,30~34,1,66000,66000240
19CoV,2022,01,台中市,大肚區,F,1,45~49,1,66000,66000240
19CoV,2022,01,台中市,大里區,F,1,25~29,1,66000,66000280
19CoV,2022,01,台中市,大里區,M,1,25~29,1,66000,66000280
19CoV,2022,01,台中市,大里區,M,1,30~34,1,66000,66000280
19CoV,2022,01,台中市,大里區,M,1,40~44,1,66000,66000280
19CoV,2022,01,台中市,大里區,F,1,50~54,1,66000,66000280
19CoV,2022,01,台中市,大雅區,M,1,25~29,1,66000,66000180
19CoV,2022,01,台中市,太平區,M,1,20~24,1,66000,66000270
19CoV,2022,01,台中市,太平區,F,1,30~34,1,66000,66000270
19CoV,2022,01,台中市,太平區,M,1,35~39,1,66000,66000270
19CoV,2022,01,台中市,新社區,M,1,40~44,1,66000,66000190
19CoV,2022,01,台中市,梧棲區,M,1,20~24,1,66000,66000140
19CoV,2022,01,台中市,梧棲區,M,1,25~29,2,66000,66000140
19CoV,2022,01,台中市,梧棲區,M,1,30~34,3,66000,66000140
19CoV,2022,01,台中市,梧棲區,M,1,35~39,3,66000,66000140
19CoV,2022,01,台中市,梧棲區,M,1,40~44,3,66000,66000140
19CoV,2022,01,台中市,梧棲區,M,1,50~54,1,66000,66000140
19CoV,2022,01,台中市,梧棲區,M,1,55~59,1,66000,66000140
19CoV,2022,01,台中市,沙鹿區,F,0,25~29,1,66000,66000130
19CoV,2022,01,台中市,沙鹿區,M,1,35~39,1,66000,66000130
19CoV,2022,01,台中市,沙鹿區,M,1,50~54,1,66000,66000130
19CoV,2022,01,台中市,清水區,M,1,25~29,1,66000,66000120
19CoV,2022,01,台中市,清水區,M,1,35~39,1,66000,66000120
19CoV,2022,01,台中市,清水區,F,1,40~44,1,66000,66000120
19CoV,2022,01,台中市,清水區,M,1,45~49,3,66000,66000120
19CoV,2022,01,台中市,清水區,M,1,50~54,1,66000,66000120
19CoV,2022,01,台中市,清水區,M,1,55~59,1,66000,66000120
19CoV,2022,01,台中市,潭子區,F,1,25~29,1,66000,66000170
19CoV,2022,01,台中市,潭子區,M,1,3,1,66000,66000170
19CoV,2022,01,台中市,潭子區,F,1,40~44,1,66000,66000170
19CoV,2022,01,台中市,潭子區,M,1,55~59,1,66000,66000170
19CoV,2022,01,台中市,潭子區,M,1,65~69,1,66000,66000170
19CoV,2022,01,台中市,烏日區,M,1,20~24,1,66000,66000230
19CoV,2022,01,台中市,烏日區,F,1,25~29,1,66000,66000230
19CoV,2022,01,台中市,烏日區,F,1,30~34,2,66000,66000230
19CoV,2022,01,台中市,烏日區,M,1,30~34,1,66000,66000230
19CoV,2022,01,台中市,神岡區,F,1,20~24,1,66000,66000160
19CoV,2022,01,台中市,神岡區,F,1,45~49,1,66000,66000160
19CoV,2022,01,台中市,神岡區,M,1,45~49,1,66000,66000160
19CoV,2022,01,台中市,神岡區,F,1,50~54,1,66000,66000160
19CoV,2022,01,台中市,西區,F,1,25~29,1,66000,66000040
19CoV,2022,01,台中市,西區,F,1,30~34,2,66000,66000040
19CoV,2022,01,台中市,西區,M,1,30~34,1,66000,66000040
19CoV,2022,01,台中市,西區,M,1,40~44,1,66000,66000040
19CoV,2022,01,台中市,西區,M,1,45~49,1,66000,66000040
19CoV,2022,01,台中市,西區,F,1,50~54,1,66000,66000040
19CoV,2022,01,台中市,西區,F,1,55~59,1,66000,66000040
19CoV,2022,01,台中市,西區,M,1,60~64,1,66000,66000040
19CoV,2022,01,台中市,西屯區,F,1,20~24,3,66000,66000060
19CoV,2022,01,台中市,西屯區,M,1,20~24,3,66000,66000060
19CoV,2022,01,台中市,西屯區,F,1,25~29,3,66000,66000060
19CoV,2022,01,台中市,西屯區,M,1,25~29,2,66000,66000060
19CoV,2022,01,台中市,西屯區,F,1,3,1,66000,66000060
19CoV,2022,01,台中市,西屯區,F,1,30~34,6,66000,66000060
19CoV,2022,01,台中市,西屯區,M,1,30~34,6,66000,66000060
19CoV,2022,01,台中市,西屯區,M,1,35~39,1,66000,66000060
19CoV,2022,01,台中市,西屯區,F,1,40~44,1,66000,66000060
19CoV,2022,01,台中市,西屯區,M,1,40~44,2,66000,66000060
19CoV,2022,01,台中市,西屯區,F,1,50~54,1,66000,66000060
19CoV,2022,01,台中市,西屯區,F,1,55~59,3,66000,66000060
19CoV,2022,01,台中市,西屯區,F,1,5~9,1,66000,66000060
19CoV,2022,01,台中市,豐原區,F,1,20~24,2,66000,66000090
19CoV,2022,01,台中市,豐原區,M,1,25~29,3,66000,66000090
19CoV,2022,01,台中市,豐原區,F,1,30~34,1,66000,66000090
19CoV,2022,01,台中市,豐原區,F,1,40~44,1,66000,66000090
19CoV,2022,01,台中市,豐原區,M,1,40~44,1,66000,66000090
19CoV,2022,01,台中市,豐原區,F,1,60~64,1,66000,66000090
19CoV,2022,01,台中市,豐原區,M,1,65~69,1,66000,66000090
19CoV,2022,01,台中市,霧峰區,M,1,25~29,1,66000,66000260
19CoV,2022,01,台中市,霧峰區,M,1,55~59,1,66000,66000260
19CoV,2022,01,台中市,龍井區,F,1,35~39,1,66000,66000250
19CoV,2022,01,台中市,龍井區,M,1,40~44,2,66000,66000250
19CoV,2022,01,台南市,中西區,F,1,10~14,1,67000,67000370
19CoV,2022,01,台南市,中西區,F,1,20~24,1,67000,67000370
19CoV,2022,01,台南市,中西區,M,1,30~34,1,67000,67000370
19CoV,2022,01,台南市,中西區,M,1,35~39,2,67000,67000370
19CoV,2022,01,台南市,中西區,F,1,45~49,1,67000,67000370
19CoV,2022,01,台南市,中西區,M,1,50~54,1,67000,67000370
19CoV,2022,01,台南市,中西區,F,1,5~9,1,67000,67000370
19CoV,2022,01,台南市,中西區,M,1,65~69,1,67000,67000370
19CoV,2022,01,台南市,中西區,F,0,70+,1,67000,67000370
19CoV,2022,01,台南市,中西區,M,1,70+,1,67000,67000370
19CoV,2022,01,台南市,仁德區,F,1,30~34,1,67000,67000270
19CoV,2022,01,台南市,仁德區,M,1,30~34,1,67000,67000270
19CoV,2022,01,台南市,仁德區,M,1,65~69,1,67000,67000270
19CoV,2022,01,台南市,佳里區,M,1,30~34,1,67000,67000120
19CoV,2022,01,台南市,六甲區,M,1,60~64,1,67000,67000090
19CoV,2022,01,台南市,北區,F,1,25~29,1,67000,67000340
19CoV,2022,01,台南市,北區,M,1,25~29,2,67000,67000340
19CoV,2022,01,台南市,北區,F,1,40~44,1,67000,67000340
19CoV,2022,01,台南市,善化區,F,1,10~14,1,67000,67000190
19CoV,2022,01,台南市,善化區,M,1,30~34,1,67000,67000190
19CoV,2022,01,台南市,善化區,M,1,40~44,1,67000,67000190
19CoV,2022,01,台南市,善化區,F,0,55~59,1,67000,67000190
19CoV,2022,01,台南市,善化區,M,0,60~64,1,67000,67000190
19CoV,2022,01,台南市,學甲區,F,1,30~34,1,67000,67000130
19CoV,2022,01,台南市,安南區,M,1,30~34,1,67000,67000350
19CoV,2022,01,台南市,安南區,F,1,35~39,1,67000,67000350
19CoV,2022,01,台南市,安南區,M,1,35~39,1,67000,67000350
19CoV,2022,01,台南市,安定區,M,1,60~64,1,67000,67000210
19CoV,2022,01,台南市,安平區,F,1,45~49,1,67000,67000360
19CoV,2022,01,台南市,後壁區,M,1,30~34,1,67000,67000050
19CoV,2022,01,台南市,新市區,F,1,25~29,1,67000,67000200
19CoV,2022,01,台南市,新市區,M,1,25~29,1,67000,67000200
19CoV,2022,01,台南市,新營區,F,1,25~29,1,67000,67000010
19CoV,2022,01,台南市,新營區,F,1,30~34,1,67000,67000010
19CoV,2022,01,台南市,新營區,F,1,40~44,1,67000,67000010
19CoV,2022,01,台南市,東區,F,1,30~34,1,67000,67000320
19CoV,2022,01,台南市,東區,M,1,30~34,1,67000,67000320
19CoV,2022,01,台南市,東區,M,1,40~44,2,67000,67000320
19CoV,2022,01,台南市,東區,M,1,45~49,1,67000,67000320
19CoV,2022,01,台南市,東區,F,1,55~59,2,67000,67000320
19CoV,2022,01,台南市,東區,M,1,55~59,1,67000,67000320
19CoV,2022,01,台南市,東區,M,1,65~69,1,67000,67000320
19CoV,2022,01,台南市,歸仁區,M,1,20~24,3,67000,67000280
19CoV,2022,01,台南市,歸仁區,F,1,25~29,1,67000,67000280
19CoV,2022,01,台南市,歸仁區,M,1,25~29,1,67000,67000280
19CoV,2022,01,台南市,歸仁區,M,1,40~44,1,67000,67000280
19CoV,2022,01,台南市,永康區,M,1,30~34,1,67000,67000310
19CoV,2022,01,台南市,永康區,F,0,35~39,1,67000,67000310
19CoV,2022,01,台南市,永康區,F,1,35~39,2,67000,67000310
19CoV,2022,01,台南市,永康區,M,1,40~44,1,67000,67000310
19CoV,2022,01,台南市,永康區,M,1,45~49,1,67000,67000310
19CoV,2022,01,台南市,麻豆區,M,1,30~34,1,67000,67000070
19CoV,2022,01,桃園市,中壢區,F,0,0,1,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,1,0,1,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,0,1,2,68000,68000020
19CoV,2022,01,桃園市,中壢區,F,0,10~14,1,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,0,10~14,1,68000,68000020
19CoV,2022,01,桃園市,中壢區,F,0,15~19,1,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,0,15~19,1,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,1,15~19,1,68000,68000020
19CoV,2022,01,桃園市,中壢區,F,1,20~24,3,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,0,20~24,2,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,1,20~24,1,68000,68000020
19CoV,2022,01,桃園市,中壢區,F,0,25~29,5,68000,68000020
19CoV,2022,01,桃園市,中壢區,F,1,25~29,3,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,0,25~29,4,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,1,25~29,2,68000,68000020
19CoV,2022,01,桃園市,中壢區,F,0,3,1,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,0,3,1,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,1,3,1,68000,68000020
19CoV,2022,01,桃園市,中壢區,F,0,30~34,5,68000,68000020
19CoV,2022,01,桃園市,中壢區,F,1,30~34,3,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,1,30~34,2,68000,68000020
19CoV,2022,01,桃園市,中壢區,F,0,35~39,8,68000,68000020
19CoV,2022,01,桃園市,中壢區,F,1,35~39,2,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,0,35~39,2,68000,68000020
19CoV,2022,01,桃園市,中壢區,F,0,40~44,8,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,0,40~44,5,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,1,40~44,1,68000,68000020
19CoV,2022,01,桃園市,中壢區,F,0,45~49,3,68000,68000020
19CoV,2022,01,桃園市,中壢區,F,1,45~49,1,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,0,45~49,2,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,1,45~49,4,68000,68000020
19CoV,2022,01,桃園市,中壢區,F,0,50~54,4,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,0,50~54,2,68000,68000020
19CoV,2022,01,桃園市,中壢區,F,0,55~59,6,68000,68000020
19CoV,2022,01,桃園市,中壢區,F,1,55~59,2,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,0,55~59,2,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,1,55~59,1,68000,68000020
19CoV,2022,01,桃園市,中壢區,F,0,5~9,2,68000,68000020
19CoV,2022,01,桃園市,中壢區,F,1,5~9,1,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,0,5~9,5,68000,68000020
19CoV,2022,01,桃園市,中壢區,F,0,60~64,2,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,0,60~64,1,68000,68000020
19CoV,2022,01,桃園市,中壢區,F,0,65~69,4,68000,68000020
19CoV,2022,01,桃園市,中壢區,M,0,65~69,1,68000,68000020
19CoV,2022,01,桃園市,八德區,F,0,1,1,68000,68000080
19CoV,2022,01,桃園市,八德區,M,0,1,1,68000,68000080
19CoV,2022,01,桃園市,八德區,M,0,10~14,1,68000,68000080
19CoV,2022,01,桃園市,八德區,F,0,20~24,2,68000,68000080
19CoV,2022,01,桃園市,八德區,M,0,20~24,2,68000,68000080
19CoV,2022,01,桃園市,八德區,F,0,25~29,1,68000,68000080
19CoV,2022,01,桃園市,八德區,M,0,25~29,3,68000,68000080
19CoV,2022,01,桃園市,八德區,F,0,3,1,68000,68000080
19CoV,2022,01,桃園市,八德區,M,0,3,2,68000,68000080
19CoV,2022,01,桃園市,八德區,F,0,30~34,5,68000,68000080
19CoV,2022,01,桃園市,八德區,M,0,30~34,1,68000,68000080
19CoV,2022,01,桃園市,八德區,F,0,35~39,1,68000,68000080
19CoV,2022,01,桃園市,八德區,M,0,35~39,3,68000,68000080
19CoV,2022,01,桃園市,八德區,M,0,4,1,68000,68000080
19CoV,2022,01,桃園市,八德區,F,0,40~44,1,68000,68000080
19CoV,2022,01,桃園市,八德區,M,0,40~44,2,68000,68000080
19CoV,2022,01,桃園市,八德區,F,0,45~49,2,68000,68000080
19CoV,2022,01,桃園市,八德區,F,1,45~49,2,68000,68000080
19CoV,2022,01,桃園市,八德區,M,1,45~49,2,68000,68000080
19CoV,2022,01,桃園市,八德區,F,0,50~54,1,68000,68000080
19CoV,2022,01,桃園市,八德區,M,0,50~54,1,68000,68000080
19CoV,2022,01,桃園市,八德區,F,0,55~59,1,68000,68000080
19CoV,2022,01,桃園市,八德區,F,0,5~9,3,68000,68000080
19CoV,2022,01,桃園市,八德區,M,0,5~9,3,68000,68000080
19CoV,2022,01,桃園市,八德區,F,0,60~64,2,68000,68000080
19CoV,2022,01,桃園市,八德區,M,0,60~64,2,68000,68000080
19CoV,2022,01,桃園市,八德區,F,0,65~69,4,68000,68000080
19CoV,2022,01,桃園市,八德區,F,1,65~69,1,68000,68000080
19CoV,2022,01,桃園市,八德區,F,0,70+,1,68000,68000080
19CoV,2022,01,桃園市,八德區,M,0,70+,2,68000,68000080
19CoV,2022,01,桃園市,大園區,M,0,15~19,1,68000,68000060
19CoV,2022,01,桃園市,大園區,F,0,20~24,4,68000,68000060
19CoV,2022,01,桃園市,大園區,M,0,20~24,1,68000,68000060
19CoV,2022,01,桃園市,大園區,F,0,25~29,30,68000,68000060
19CoV,2022,01,桃園市,大園區,F,1,25~29,2,68000,68000060
19CoV,2022,01,桃園市,大園區,M,0,25~29,1,68000,68000060
19CoV,2022,01,桃園市,大園區,M,1,25~29,2,68000,68000060
19CoV,2022,01,桃園市,大園區,F,0,30~34,42,68000,68000060
19CoV,2022,01,桃園市,大園區,M,0,30~34,2,68000,68000060
19CoV,2022,01,桃園市,大園區,F,0,35~39,4,68000,68000060
19CoV,2022,01,桃園市,大園區,M,0,35~39,2,68000,68000060
19CoV,2022,01,桃園市,大園區,M,1,40~44,1,68000,68000060
19CoV,2022,01,桃園市,大園區,F,0,45~49,1,68000,68000060
19CoV,2022,01,桃園市,大園區,M,0,45~49,1,68000,68000060
19CoV,2022,01,桃園市,大園區,M,1,45~49,1,68000,68000060
19CoV,2022,01,桃園市,大園區,F,0,50~54,1,68000,68000060
19CoV,2022,01,桃園市,大園區,F,0,55~59,1,68000,68000060
19CoV,2022,01,桃園市,大園區,M,0,55~59,1,68000,68000060
19CoV,2022,01,桃園市,大園區,M,1,55~59,1,68000,68000060
19CoV,2022,01,桃園市,大溪區,F,0,15~19,2,68000,68000030
19CoV,2022,01,桃園市,大溪區,M,0,15~19,1,68000,68000030
19CoV,2022,01,桃園市,大溪區,F,0,20~24,2,68000,68000030
19CoV,2022,01,桃園市,大溪區,F,0,25~29,1,68000,68000030
19CoV,2022,01,桃園市,大溪區,F,0,30~34,1,68000,68000030
19CoV,2022,01,桃園市,大溪區,F,0,35~39,1,68000,68000030
19CoV,2022,01,桃園市,大溪區,F,0,40~44,2,68000,68000030
19CoV,2022,01,桃園市,大溪區,M,1,40~44,1,68000,68000030
19CoV,2022,01,桃園市,大溪區,M,1,45~49,1,68000,68000030
19CoV,2022,01,桃園市,大溪區,F,0,55~59,2,68000,68000030
19CoV,2022,01,桃園市,大溪區,M,0,55~59,1,68000,68000030
19CoV,2022,01,桃園市,大溪區,F,0,60~64,1,68000,68000030
19CoV,2022,01,桃園市,大溪區,M,0,65~69,2,68000,68000030
19CoV,2022,01,桃園市,大溪區,F,0,70+,1,68000,68000030
19CoV,2022,01,桃園市,大溪區,M,0,70+,1,68000,68000030
19CoV,2022,01,桃園市,平鎮區,F,0,10~14,2,68000,68000100
19CoV,2022,01,桃園市,平鎮區,F,0,15~19,1,68000,68000100
19CoV,2022,01,桃園市,平鎮區,F,0,20~24,1,68000,68000100
19CoV,2022,01,桃園市,平鎮區,M,0,20~24,2,68000,68000100
19CoV,2022,01,桃園市,平鎮區,M,1,25~29,1,68000,68000100
19CoV,2022,01,桃園市,平鎮區,F,0,30~34,1,68000,68000100
19CoV,2022,01,桃園市,平鎮區,F,1,30~34,1,68000,68000100
19CoV,2022,01,桃園市,平鎮區,M,0,30~34,2,68000,68000100
19CoV,2022,01,桃園市,平鎮區,F,0,35~39,4,68000,68000100
19CoV,2022,01,桃園市,平鎮區,F,0,40~44,1,68000,68000100
19CoV,2022,01,桃園市,平鎮區,M,0,40~44,1,68000,68000100
19CoV,2022,01,桃園市,平鎮區,M,1,40~44,1,68000,68000100
19CoV,2022,01,桃園市,平鎮區,F,0,50~54,1,68000,68000100
19CoV,2022,01,桃園市,平鎮區,M,0,50~54,1,68000,68000100
19CoV,2022,01,桃園市,平鎮區,F,0,5~9,1,68000,68000100
19CoV,2022,01,桃園市,平鎮區,M,0,5~9,1,68000,68000100
19CoV,2022,01,桃園市,平鎮區,F,0,70+,1,68000,68000100
19CoV,2022,01,桃園市,平鎮區,M,0,70+,1,68000,68000100
19CoV,2022,01,桃園市,新屋區,F,0,20~24,1,68000,68000110
19CoV,2022,01,桃園市,桃園區,F,1,0,1,68000,68000010
19CoV,2022,01,桃園市,桃園區,M,0,1,1,68000,68000010
19CoV,2022,01,桃園市,桃園區,F,0,20~24,1,68000,68000010
19CoV,2022,01,桃園市,桃園區,F,1,20~24,3,68000,68000010
19CoV,2022,01,桃園市,桃園區,M,1,20~24,2,68000,68000010
19CoV,2022,01,桃園市,桃園區,F,0,25~29,4,68000,68000010
19CoV,2022,01,桃園市,桃園區,F,1,25~29,7,68000,68000010
19CoV,2022,01,桃園市,桃園區,M,1,25~29,4,68000,68000010
19CoV,2022,01,桃園市,桃園區,F,1,30~34,12,68000,68000010
19CoV,2022,01,桃園市,桃園區,M,0,30~34,1,68000,68000010
19CoV,2022,01,桃園市,桃園區,M,1,30~34,3,68000,68000010
19CoV,2022,01,桃園市,桃園區,F,1,35~39,1,68000,68000010
19CoV,2022,01,桃園市,桃園區,M,0,35~39,1,68000,68000010
19CoV,2022,01,桃園市,桃園區,M,1,35~39,2,68000,68000010
19CoV,2022,01,桃園市,桃園區,F,0,4,1,68000,68000010
19CoV,2022,01,桃園市,桃園區,F,0,40~44,1,68000,68000010
19CoV,2022,01,桃園市,桃園區,F,1,40~44,2,68000,68000010
19CoV,2022,01,桃園市,桃園區,M,0,40~44,2,68000,68000010
19CoV,2022,01,桃園市,桃園區,M,1,40~44,4,68000,68000010
19CoV,2022,01,桃園市,桃園區,F,0,45~49,1,68000,68000010
19CoV,2022,01,桃園市,桃園區,F,1,45~49,1,68000,68000010
19CoV,2022,01,桃園市,桃園區,M,1,45~49,2,68000,68000010
19CoV,2022,01,桃園市,桃園區,F,0,50~54,1,68000,68000010
19CoV,2022,01,桃園市,桃園區,F,1,50~54,1,68000,68000010
19CoV,2022,01,桃園市,桃園區,M,0,50~54,2,68000,68000010
19CoV,2022,01,桃園市,桃園區,M,1,50~54,2,68000,68000010
19CoV,2022,01,桃園市,桃園區,F,0,55~59,2,68000,68000010
19CoV,2022,01,桃園市,桃園區,F,1,55~59,2,68000,68000010
19CoV,2022,01,桃園市,桃園區,M,1,55~59,3,68000,68000010
19CoV,2022,01,桃園市,桃園區,M,0,5~9,1,68000,68000010
19CoV,2022,01,桃園市,桃園區,M,1,65~69,2,68000,68000010
19CoV,2022,01,桃園市,楊梅區,F,0,15~19,1,68000,68000040
19CoV,2022,01,桃園市,楊梅區,M,0,15~19,1,68000,68000040
19CoV,2022,01,桃園市,楊梅區,F,1,20~24,1,68000,68000040
