縣市別,鄉鎮別,年別,發生數
台東縣,鹿野鄉,2017,5
台東縣,鹿野鄉,2016,8
台東縣,鹿野鄉,2015,10
台東縣,鹿野鄉,2014,3
台東縣,鹿野鄉,2013,2
台東縣,鹿野鄉,2012,6
台東縣,鹿野鄉,2011,9
台東縣,鹿野鄉,2010,9
台東縣,鹿野鄉,2009,10
台東縣,鹿野鄉,2008,2
台東縣,鹿野鄉,2007,11
台東縣,鹿野鄉,2006,16
台東縣,鹿野鄉,2005,5
台東縣,達仁鄉,2023,2
台東縣,達仁鄉,2022,4
台東縣,達仁鄉,2021,1
台東縣,達仁鄉,2020,3
台東縣,達仁鄉,2019,3
台東縣,達仁鄉,2018,5
台東縣,達仁鄉,2017,1
台東縣,達仁鄉,2016,2
台東縣,達仁鄉,2015,7
台東縣,達仁鄉,2014,0
台東縣,達仁鄉,2013,5
台東縣,達仁鄉,2012,3
台東縣,達仁鄉,2011,6
台東縣,達仁鄉,2010,6
台東縣,達仁鄉,2009,2
台東縣,達仁鄉,2008,0
台東縣,達仁鄉,2007,3
台東縣,達仁鄉,2006,2
台東縣,達仁鄉,2005,14
台東縣,綠島鄉,2023,0
台東縣,綠島鄉,2022,2
台東縣,綠島鄉,2021,0
台東縣,綠島鄉,2020,1
台東縣,綠島鄉,2019,0
台東縣,綠島鄉,2018,0
台東縣,綠島鄉,2017,0
台東縣,綠島鄉,2016,1
台東縣,綠島鄉,2015,1
台東縣,綠島鄉,2014,0
台東縣,綠島鄉,2013,0
台東縣,綠島鄉,2012,1
台東縣,綠島鄉,2011,0
台東縣,綠島鄉,2010,0
台東縣,綠島鄉,2009,0
台東縣,綠島鄉,2008,1
台東縣,綠島鄉,2007,0
台東縣,綠島鄉,2006,2
台東縣,綠島鄉,2005,0
台東縣,關山鎮,2023,1
台東縣,關山鎮,2022,6
台東縣,關山鎮,2021,3
台東縣,關山鎮,2020,3
台東縣,關山鎮,2019,6
台東縣,關山鎮,2018,6
台東縣,關山鎮,2017,7
台東縣,關山鎮,2016,5
台東縣,關山鎮,2015,8
台東縣,關山鎮,2014,4
台東縣,關山鎮,2013,7
台東縣,關山鎮,2012,5
台東縣,關山鎮,2011,7
台東縣,關山鎮,2010,15
台東縣,關山鎮,2009,8
台東縣,關山鎮,2008,4
台東縣,關山鎮,2007,6
台東縣,關山鎮,2006,5
台東縣,關山鎮,2005,13
台東縣,蘭嶼鄉,2023,0
台東縣,蘭嶼鄉,2022,2
台東縣,蘭嶼鄉,2021,0
台東縣,蘭嶼鄉,2020,0
台東縣,蘭嶼鄉,2019,0
台東縣,蘭嶼鄉,2018,0
台東縣,蘭嶼鄉,2017,2
台東縣,蘭嶼鄉,2016,0
台東縣,蘭嶼鄉,2015,2
台東縣,蘭嶼鄉,2014,1
台東縣,蘭嶼鄉,2013,0
台東縣,蘭嶼鄉,2012,2
台東縣,蘭嶼鄉,2011,3
台東縣,蘭嶼鄉,2010,0
台東縣,蘭嶼鄉,2009,3
台東縣,蘭嶼鄉,2008,1
台東縣,蘭嶼鄉,2007,2
台東縣,蘭嶼鄉,2006,0
台東縣,蘭嶼鄉,2005,1
台南市,七股區,2023,7
台南市,七股區,2022,9
台南市,七股區,2021,9
台南市,七股區,2020,9
台南市,七股區,2019,8
台南市,七股區,2018,8
台南市,七股區,2017,8
台南市,七股區,2016,10
台南市,七股區,2015,8
台南市,七股區,2014,10
台南市,七股區,2013,12
台南市,七股區,2012,2
台南市,七股區,2011,13
台南市,七股區,2010,10
台南市,七股區,2009,16
台南市,七股區,2008,11
台南市,七股區,2007,16
台南市,七股區,2006,16
台南市,七股區,2005,24
台南市,下營區,2023,8
台南市,下營區,2022,4
台南市,下營區,2021,4
台南市,下營區,2020,9
台南市,下營區,2019,8
台南市,下營區,2018,10
台南市,下營區,2017,8
台南市,下營區,2016,6
台南市,下營區,2015,9
台南市,下營區,2014,18
台南市,下營區,2013,7
台南市,下營區,2012,14
台南市,下營區,2011,15
台南市,下營區,2010,14
台南市,下營區,2009,18
台南市,下營區,2008,15
台南市,下營區,2007,11
台南市,下營區,2006,17
台南市,下營區,2005,24
台南市,大內區,2023,5
台南市,大內區,2022,6
台南市,大內區,2021,9
台南市,大內區,2020,4
台南市,大內區,2019,9
台南市,大內區,2018,5
台南市,大內區,2017,5
台南市,大內區,2016,12
台南市,大內區,2015,10
台南市,大內區,2014,10
台南市,大內區,2013,8
台南市,大內區,2012,8
台南市,大內區,2011,8
台南市,大內區,2010,9
台南市,大內區,2009,12
台南市,大內區,2008,10
台南市,大內區,2007,6
台南市,大內區,2006,15
台南市,大內區,2005,14
台南市,山上區,2023,4
台南市,山上區,2022,3
台南市,山上區,2021,3
台南市,山上區,2020,2
台南市,山上區,2019,3
台南市,山上區,2018,0
台南市,山上區,2017,5
台南市,山上區,2016,8
台南市,山上區,2015,3
台南市,山上區,2014,3
台南市,山上區,2013,3
台南市,山上區,2012,3
台南市,山上區,2011,5
台南市,山上區,2010,3
台南市,山上區,2009,3
台南市,山上區,2008,3
台南市,山上區,2007,4
台南市,山上區,2006,6
台南市,山上區,2005,8
台南市,中西區,2023,16
台南市,中西區,2022,32
台南市,中西區,2021,16
台南市,中西區,2020,26
台南市,中西區,2019,31
台南市,中西區,2018,24
台南市,中西區,2017,32
台南市,中西區,2016,42
台南市,中西區,2015,41
台南市,中西區,2014,40
台南市,中西區,2013,41
台南市,中西區,2012,42
台南市,中西區,2011,43
台南市,中西區,2010,51
台南市,中西區,2009,58
台南市,中西區,2008,66
台南市,中西區,2007,52
台南市,中西區,2006,46
台南市,中西區,2005,69
台南市,仁德區,2023,20
台南市,仁德區,2022,29
台南市,仁德區,2021,36
台南市,仁德區,2020,24
台南市,仁德區,2019,22
台南市,仁德區,2018,42
台南市,仁德區,2017,48
台南市,仁德區,2016,36
台南市,仁德區,2015,41
台南市,仁德區,2014,43
台南市,仁德區,2013,34
台南市,仁德區,2012,33
台南市,仁德區,2011,34
台南市,仁德區,2010,39
台南市,仁德區,2009,57
台南市,仁德區,2008,55
台南市,仁德區,2007,54
台南市,仁德區,2006,55
台南市,仁德區,2005,51
台南市,六甲區,2023,6
台南市,六甲區,2022,4
台南市,六甲區,2021,9
台南市,六甲區,2020,13
台南市,六甲區,2019,5
台南市,六甲區,2018,7
台南市,六甲區,2017,11
台南市,六甲區,2016,14
台南市,六甲區,2015,13
台南市,六甲區,2014,12
台南市,六甲區,2013,13
台南市,六甲區,2012,6
台南市,六甲區,2011,11
台南市,六甲區,2010,10
台南市,六甲區,2009,19
台南市,六甲區,2008,17
台南市,六甲區,2007,13
台南市,六甲區,2006,15
台南市,六甲區,2005,19
台南市,北門區,2023,1
台南市,北門區,2022,6
台南市,北門區,2021,1
台南市,北門區,2020,3
台南市,北門區,2019,1
台南市,北門區,2018,3
台南市,北門區,2017,5
台南市,北門區,2016,4
台南市,北門區,2015,4
台南市,北門區,2014,6
台南市,北門區,2013,4
台南市,北門區,2012,0
台南市,北門區,2011,5
台南市,北門區,2010,5
台南市,北門區,2009,4
台南市,北門區,2008,11
台南市,北門區,2007,8
台南市,北門區,2006,11
台南市,北門區,2005,8
台南市,北區,2023,46
台南市,北區,2022,33
台南市,北區,2021,36
台南市,北區,2020,48
台南市,北區,2019,46
台南市,北區,2018,45
台南市,北區,2017,65
台南市,北區,2016,67
台南市,北區,2015,55
台南市,北區,2014,50
台南市,北區,2013,60
台南市,北區,2012,64
台南市,北區,2011,59
台南市,北區,2010,67
台南市,北區,2009,63
台南市,北區,2008,75
台南市,北區,2007,65
台南市,北區,2006,70
台南市,北區,2005,86
台南市,左鎮區,2023,1
台南市,左鎮區,2022,3
台南市,左鎮區,2021,3
台南市,左鎮區,2020,3
台南市,左鎮區,2019,0
台南市,左鎮區,2018,2
台南市,左鎮區,2017,2
台南市,左鎮區,2016,10
台南市,左鎮區,2015,3
台南市,左鎮區,2014,1
台南市,左鎮區,2013,4
台南市,左鎮區,2012,9
台南市,左鎮區,2011,4
台南市,左鎮區,2010,8
台南市,左鎮區,2009,2
台南市,左鎮區,2008,9
台南市,左鎮區,2007,6
台南市,左鎮區,2006,8
台南市,左鎮區,2005,7
台南市,永康區,2023,68
台南市,永康區,2022,70
台南市,永康區,2021,83
台南市,永康區,2020,81
台南市,永康區,2019,70
台南市,永康區,2018,97
台南市,永康區,2017,112
台南市,永康區,2016,84
台南市,永康區,2015,123
台南市,永康區,2014,101
台南市,永康區,2013,109
台南市,永康區,2012,102
台南市,永康區,2011,134
台南市,永康區,2010,112
台南市,永康區,2009,113
台南市,永康區,2008,148
台南市,永康區,2007,123
台南市,永康區,2006,137
台南市,永康區,2005,131
台南市,玉井區,2023,3
台南市,玉井區,2022,1
台南市,玉井區,2021,5
台南市,玉井區,2020,3
台南市,玉井區,2019,5
台南市,玉井區,2018,11
台南市,玉井區,2017,6
台南市,玉井區,2016,10
台南市,玉井區,2015,5
台南市,玉井區,2014,9
台南市,玉井區,2013,6
台南市,玉井區,2012,4
台南市,玉井區,2011,9
台南市,玉井區,2010,10
台南市,玉井區,2009,12
台南市,玉井區,2008,12
台南市,玉井區,2007,10
台南市,玉井區,2006,20
台南市,玉井區,2005,17
台南市,白河區,2023,9
台南市,白河區,2022,7
台南市,白河區,2021,6
台南市,白河區,2020,9
台南市,白河區,2019,12
台南市,白河區,2018,11
台南市,白河區,2017,12
台南市,白河區,2016,16
台南市,白河區,2015,17
台南市,白河區,2014,17
台南市,白河區,2013,12
台南市,白河區,2012,11
台南市,白河區,2011,12
台南市,白河區,2010,17
台南市,白河區,2009,20
台南市,白河區,2008,19
台南市,白河區,2007,24
台南市,白河區,2006,25
台南市,白河區,2005,20
台南市,安平區,2023,14
台南市,安平區,2022,12
台南市,安平區,2021,18
台南市,安平區,2020,18
台南市,安平區,2019,21
台南市,安平區,2018,29
台南市,安平區,2017,26
台南市,安平區,2016,29
台南市,安平區,2015,27
台南市,安平區,2014,22
台南市,安平區,2013,21
台南市,安平區,2012,35
台南市,安平區,2011,23
台南市,安平區,2010,26
台南市,安平區,2009,25
台南市,安平區,2008,34
台南市,安平區,2007,21
台南市,安平區,2006,26
台南市,安平區,2005,31
台南市,安定區,2023,7
台南市,安定區,2022,13
台南市,安定區,2021,7
台南市,安定區,2020,5
台南市,安定區,2019,16
台南市,安定區,2018,13
台南市,安定區,2017,13
台南市,安定區,2016,13
台南市,安定區,2015,8
台南市,安定區,2014,13
台南市,安定區,2013,10
台南市,安定區,2012,12
台南市,安定區,2011,10
台南市,安定區,2010,11
台南市,安定區,2009,18
台南市,安定區,2008,21
台南市,安定區,2007,20
台南市,安定區,2006,21
台南市,安定區,2005,27
台南市,安南區,2023,42
台南市,安南區,2022,46
台南市,安南區,2021,41
台南市,安南區,2020,57
台南市,安南區,2019,61
台南市,安南區,2018,49
台南市,安南區,2017,66
台南市,安南區,2016,74
台南市,安南區,2015,64
台南市,安南區,2014,70
台南市,安南區,2013,81
台南市,安南區,2012,78
台南市,安南區,2011,88
台南市,安南區,2010,68
台南市,安南區,2009,93
台南市,安南區,2008,94
台南市,安南區,2007,88
台南市,安南區,2006,90
台南市,安南區,2005,90
台南市,西港區,2023,5
台南市,西港區,2022,5
台南市,西港區,2021,10
台南市,西港區,2020,8
台南市,西港區,2019,9
台南市,西港區,2018,15
台南市,西港區,2017,9
台南市,西港區,2016,4
台南市,西港區,2015,12
台南市,西港區,2014,6
台南市,西港區,2013,11
台南市,西港區,2012,13
台南市,西港區,2011,15
台南市,西港區,2010,9
台南市,西港區,2009,16
台南市,西港區,2008,20
台南市,西港區,2007,18
台南市,西港區,2006,15
台南市,西港區,2005,20
台南市,佳里區,2023,20
台南市,佳里區,2022,15
台南市,佳里區,2021,15
台南市,佳里區,2020,15
台南市,佳里區,2019,17
台南市,佳里區,2018,13
台南市,佳里區,2017,28
台南市,佳里區,2016,23
台南市,佳里區,2015,17
台南市,佳里區,2014,20
台南市,佳里區,2013,14
台南市,佳里區,2012,24
台南市,佳里區,2011,12
台南市,佳里區,2010,28
台南市,佳里區,2009,29
台南市,佳里區,2008,47
台南市,佳里區,2007,32
台南市,佳里區,2006,31
台南市,佳里區,2005,43
台南市,官田區,2023,10
台南市,官田區,2022,9
台南市,官田區,2021,8
台南市,官田區,2020,10
台南市,官田區,2019,6
台南市,官田區,2018,10
台南市,官田區,2017,14
台南市,官田區,2016,12
台南市,官田區,2015,12
台南市,官田區,2014,10
台南市,官田區,2013,20
台南市,官田區,2012,7
台南市,官田區,2011,12
台南市,官田區,2010,17
台南市,官田區,2009,19
台南市,官田區,2008,18
台南市,官田區,2007,15
台南市,官田區,2006,28
台南市,官田區,2005,17
台南市,東山區,2023,10
台南市,東山區,2022,5
台南市,東山區,2021,13
台南市,東山區,2020,12
台南市,東山區,2019,12
台南市,東山區,2018,15
台南市,東山區,2017,9
台南市,東山區,2016,16
台南市,東山區,2015,19
台南市,東山區,2014,10
台南市,東山區,2013,15
台南市,東山區,2012,10
台南市,東山區,2011,20
台南市,東山區,2010,19
台南市,東山區,2009,19
台南市,東山區,2008,23
台南市,東山區,2007,20
台南市,東山區,2006,17
台南市,東山區,2005,29
台南市,東區,2023,54
台南市,東區,2022,45
台南市,東區,2021,58
台南市,東區,2020,62
台南市,東區,2019,62
台南市,東區,2018,69
台南市,東區,2017,74
台南市,東區,2016,80
台南市,東區,2015,86
台南市,東區,2014,80
台南市,東區,2013,92
台南市,東區,2012,90
台南市,東區,2011,78
台南市,東區,2010,110
台南市,東區,2009,82
台南市,東區,2008,121
台南市,東區,2007,86
台南市,東區,2006,117
台南市,東區,2005,113
台南市,南化區,2023,1
台南市,南化區,2022,1
台南市,南化區,2021,6
台南市,南化區,2020,2
台南市,南化區,2019,3
台南市,南化區,2018,1
台南市,南化區,2017,5
台南市,南化區,2016,4
台南市,南化區,2015,6
台南市,南化區,2014,4
台南市,南化區,2013,5
台南市,南化區,2012,7
台南市,南化區,2011,5
台南市,南化區,2010,6
台南市,南化區,2009,5
台南市,南化區,2008,9
台南市,南化區,2007,3
台南市,南化區,2006,4
台南市,南化區,2005,6
台南市,南區,2023,38
台南市,南區,2022,39
台南市,南區,2021,51
台南市,南區,2020,35
台南市,南區,2019,65
台南市,南區,2018,59
台南市,南區,2017,60
台南市,南區,2016,57
台南市,南區,2015,59
台南市,南區,2014,77
台南市,南區,2013,71
台南市,南區,2012,75
台南市,南區,2011,74
台南市,南區,2010,84
台南市,南區,2009,83
台南市,南區,2008,81
台南市,南區,2007,69
台南市,南區,2006,75
台南市,南區,2005,64
台南市,後壁區,2023,11
台南市,後壁區,2022,5
台南市,後壁區,2021,13
台南市,後壁區,2020,7
台南市,後壁區,2019,11
台南市,後壁區,2018,9
台南市,後壁區,2017,11
台南市,後壁區,2016,15
台南市,後壁區,2015,13
台南市,後壁區,2014,15
台南市,後壁區,2013,11
台南市,後壁區,2012,17
台南市,後壁區,2011,17
台南市,後壁區,2010,14
台南市,後壁區,2009,13
台南市,後壁區,2008,20
台南市,後壁區,2007,17
台南市,後壁區,2006,17
台南市,後壁區,2005,29
台南市,柳營區,2023,9
台南市,柳營區,2022,7
台南市,柳營區,2021,6
台南市,柳營區,2020,14
台南市,柳營區,2019,14
台南市,柳營區,2018,6
台南市,柳營區,2017,11
台南市,柳營區,2016,10
台南市,柳營區,2015,10
台南市,柳營區,2014,17
台南市,柳營區,2013,10
台南市,柳營區,2012,23
台南市,柳營區,2011,11
台南市,柳營區,2010,17
台南市,柳營區,2009,10
台南市,柳營區,2008,19
台南市,柳營區,2007,24
台南市,柳營區,2006,24
台南市,柳營區,2005,17
台南市,將軍區,2023,5
台南市,將軍區,2022,4
台南市,將軍區,2021,7
台南市,將軍區,2020,5
台南市,將軍區,2019,7
台南市,將軍區,2018,6
台南市,將軍區,2017,10
台南市,將軍區,2016,8
台南市,將軍區,2015,8
台南市,將軍區,2014,11
台南市,將軍區,2013,9
台南市,將軍區,2012,5
台南市,將軍區,2011,8
台南市,將軍區,2010,11
台南市,將軍區,2009,11
台南市,將軍區,2008,18
台南市,將軍區,2007,5
台南市,將軍區,2006,21
台南市,將軍區,2005,17
台南市,麻豆區,2023,7
台南市,麻豆區,2022,12
台南市,麻豆區,2021,13
台南市,麻豆區,2020,17
台南市,麻豆區,2019,14
台南市,麻豆區,2018,12
台南市,麻豆區,2017,17
台南市,麻豆區,2016,9
台南市,麻豆區,2015,6
台南市,麻豆區,2014,19
台南市,麻豆區,2013,18
台南市,麻豆區,2012,23
台南市,麻豆區,2011,31
台南市,麻豆區,2010,24
台南市,麻豆區,2009,22
台南市,麻豆區,2008,22
台南市,麻豆區,2007,38
台南市,麻豆區,2006,27
台南市,麻豆區,2005,33
台南市,善化區,2023,18
台南市,善化區,2022,11
台南市,善化區,2021,14
台南市,善化區,2020,16
台南市,善化區,2019,15
台南市,善化區,2018,17
台南市,善化區,2017,16
台南市,善化區,2016,27
台南市,善化區,2015,27
台南市,善化區,2014,17
台南市,善化區,2013,18
台南市,善化區,2012,16
台南市,善化區,2011,28
台南市,善化區,2010,40
台南市,善化區,2009,30
台南市,善化區,2008,38
台南市,善化區,2007,37
台南市,善化區,2006,41
台南市,善化區,2005,36
台南市,新化區,2023,10
台南市,新化區,2022,13
台南市,新化區,2021,10
台南市,新化區,2020,18
台南市,新化區,2019,26
台南市,新化區,2018,20
台南市,新化區,2017,29
台南市,新化區,2016,22
台南市,新化區,2015,29
台南市,新化區,2014,35
台南市,新化區,2013,25
台南市,新化區,2012,31
台南市,新化區,2011,36
台南市,新化區,2010,30
台南市,新化區,2009,28
台南市,新化區,2008,29
台南市,新化區,2007,43
台南市,新化區,2006,40
