年,週,年齡別,縣市,腸病毒急診就診人次
2013,42,7-15,台北市,5
2013,42,7-15,台中市,2
2013,42,7-15,台南市,7
2013,42,7-15,雲林縣,1
2013,42,7-15,基隆市,1
2013,43,0,嘉義市,1
2013,43,0,桃園市,8
2013,43,0,宜蘭縣,1
2013,43,0,新北市,3
2013,43,0,新竹市,3
2013,43,0,花蓮縣,5
2013,43,0,苗栗縣,1
2013,43,0,高雄市,10
2013,43,0,台北市,8
2013,43,0,台中市,7
2013,43,0,台南市,1
2013,43,0,台東縣,2
2013,43,1-3,嘉義市,5
2013,43,1-3,嘉義縣,1
2013,43,1-3,連江縣,2
2013,43,1-3,桃園市,26
2013,43,1-3,屏東縣,7
2013,43,1-3,南投縣,3
2013,43,1-3,彰化縣,7
2013,43,1-3,宜蘭縣,8
2013,43,1-3,新北市,19
2013,43,1-3,新竹市,14
2013,43,1-3,花蓮縣,10
2013,43,1-3,苗栗縣,3
2013,43,1-3,高雄市,28
2013,43,1-3,台北市,40
2013,43,1-3,台中市,25
2013,43,1-3,台南市,29
2013,43,1-3,台東縣,3
2013,43,1-3,雲林縣,7
2013,43,1-3,基隆市,3
2013,43,16+,桃園市,1
2013,43,16+,南投縣,1
2013,43,16+,宜蘭縣,1
2013,43,16+,新北市,2
2013,43,16+,台北市,4
2013,43,16+,雲林縣,1
2013,43,4-6,嘉義市,4
2013,43,4-6,嘉義縣,1
2013,43,4-6,桃園市,11
2013,43,4-6,屏東縣,1
2013,43,4-6,南投縣,1
2013,43,4-6,彰化縣,4
2013,43,4-6,宜蘭縣,2
2013,43,4-6,新北市,3
2013,43,4-6,新竹市,3
2013,43,4-6,花蓮縣,4
2013,43,4-6,高雄市,21
2013,43,4-6,台北市,22
2013,43,4-6,台中市,4
2013,43,4-6,台南市,7
2013,43,4-6,雲林縣,3
2013,43,7-15,連江縣,1
2013,43,7-15,彰化縣,1
2013,43,7-15,新北市,4
2013,43,7-15,新竹市,2
2013,43,7-15,高雄市,4
2013,43,7-15,台北市,7
2013,43,7-15,台中市,2
2013,43,7-15,台南市,6
2013,43,7-15,雲林縣,2
2013,43,7-15,基隆市,1
2013,44,0,嘉義市,1
2013,44,0,桃園市,4
2013,44,0,屏東縣,2
2013,44,0,南投縣,1
2013,44,0,彰化縣,2
2013,44,0,宜蘭縣,1
2013,44,0,新北市,3
2013,44,0,新竹市,2
2013,44,0,苗栗縣,1
2013,44,0,高雄市,6
2013,44,0,台北市,8
2013,44,0,台中市,8
2013,44,0,台南市,4
2013,44,0,基隆市,1
2013,44,1-3,嘉義市,6
2013,44,1-3,嘉義縣,2
2013,44,1-3,連江縣,1
2013,44,1-3,桃園市,32
2013,44,1-3,屏東縣,7
2013,44,1-3,南投縣,5
2013,44,1-3,彰化縣,18
2013,44,1-3,澎湖縣,3
2013,44,1-3,宜蘭縣,4
2013,44,1-3,新北市,15
2013,44,1-3,新竹市,17
2013,44,1-3,新竹縣,2
2013,44,1-3,花蓮縣,4
2013,44,1-3,苗栗縣,7
2013,44,1-3,高雄市,24
2013,44,1-3,台北市,41
2013,44,1-3,台中市,24
2013,44,1-3,台南市,13
2013,44,1-3,台東縣,1
2013,44,1-3,雲林縣,2
2013,44,1-3,基隆市,2
2013,44,16+,桃園市,1
2013,44,16+,台北市,4
2013,44,4-6,嘉義市,2
2013,44,4-6,嘉義縣,1
2013,44,4-6,連江縣,1
2013,44,4-6,桃園市,8
2013,44,4-6,屏東縣,2
2013,44,4-6,彰化縣,1
2013,44,4-6,宜蘭縣,3
2013,44,4-6,新北市,7
2013,44,4-6,新竹市,2
2013,44,4-6,花蓮縣,2
2013,44,4-6,高雄市,11
2013,44,4-6,台北市,18
2013,44,4-6,台中市,14
2013,44,4-6,台南市,4
2013,44,4-6,台東縣,1
2013,44,4-6,雲林縣,4
2013,44,4-6,基隆市,1
2013,44,7-15,嘉義市,1
2013,44,7-15,桃園市,2
2013,44,7-15,屏東縣,1
2013,44,7-15,新北市,3
2013,44,7-15,新竹市,1
2013,44,7-15,花蓮縣,1
2013,44,7-15,高雄市,4
2013,44,7-15,台北市,6
2013,44,7-15,台中市,1
2013,44,7-15,台南市,1
2013,44,7-15,台東縣,1
2013,45,0,嘉義市,1
2013,45,0,嘉義縣,2
2013,45,0,桃園市,5
2013,45,0,彰化縣,4
2013,45,0,宜蘭縣,2
2013,45,0,新北市,5
2013,45,0,新竹市,3
2013,45,0,高雄市,8
2013,45,0,台北市,10
2013,45,0,台中市,6
2013,45,0,台南市,6
2013,45,1-3,嘉義市,13
2013,45,1-3,連江縣,2
2013,45,1-3,桃園市,38
2013,45,1-3,屏東縣,1
2013,45,1-3,南投縣,1
2013,45,1-3,彰化縣,19
2013,45,1-3,宜蘭縣,9
2013,45,1-3,新北市,27
2013,45,1-3,新竹市,17
2013,45,1-3,新竹縣,1
2013,45,1-3,花蓮縣,6
2013,45,1-3,苗栗縣,4
2013,45,1-3,高雄市,26
2013,45,1-3,台北市,30
2013,45,1-3,台中市,26
2013,45,1-3,台南市,21
2013,45,1-3,台東縣,4
2013,45,1-3,雲林縣,9
2013,45,1-3,基隆市,2
2013,45,16+,嘉義市,1
2013,45,16+,新北市,1
2013,45,16+,苗栗縣,1
2013,45,16+,高雄市,1
2013,45,16+,台北市,7
2013,45,16+,台南市,3
2013,45,4-6,嘉義市,2
2013,45,4-6,嘉義縣,1
2013,45,4-6,連江縣,1
2013,45,4-6,桃園市,10
2013,45,4-6,屏東縣,2
2013,45,4-6,南投縣,2
2013,45,4-6,彰化縣,7
2013,45,4-6,澎湖縣,1
2013,45,4-6,宜蘭縣,4
2013,45,4-6,新北市,5
2013,45,4-6,新竹市,7
2013,45,4-6,花蓮縣,6
2013,45,4-6,金門縣,1
2013,45,4-6,苗栗縣,2
2013,45,4-6,高雄市,8
2013,45,4-6,台北市,16
2013,45,4-6,台中市,14
2013,45,4-6,台南市,7
2013,45,4-6,雲林縣,2
2013,45,4-6,基隆市,1
2013,45,7-15,嘉義市,1
2013,45,7-15,桃園市,2
2013,45,7-15,彰化縣,1
2013,45,7-15,澎湖縣,1
2013,45,7-15,新北市,6
2013,45,7-15,新竹市,2
2013,45,7-15,苗栗縣,1
2013,45,7-15,高雄市,1
2013,45,7-15,台北市,11
2013,45,7-15,台中市,1
2013,45,7-15,台南市,2
2013,45,7-15,雲林縣,1
2013,45,7-15,基隆市,1
2013,46,0,嘉義縣,1
2013,46,0,桃園市,13
2013,46,0,屏東縣,1
2013,46,0,彰化縣,1
2013,46,0,宜蘭縣,1
2013,46,0,新北市,3
2013,46,0,新竹市,3
2013,46,0,花蓮縣,2
2013,46,0,高雄市,10
2013,46,0,台北市,8
2013,46,0,台中市,15
2013,46,0,台南市,6
2013,46,0,雲林縣,1
2013,46,0,基隆市,1
2013,46,1-3,嘉義市,10
2013,46,1-3,桃園市,28
2013,46,1-3,屏東縣,7
2013,46,1-3,南投縣,2
2013,46,1-3,彰化縣,9
2013,46,1-3,宜蘭縣,10
2013,46,1-3,新北市,20
2013,46,1-3,新竹市,17
2013,46,1-3,花蓮縣,4
2013,46,1-3,苗栗縣,3
2013,46,1-3,高雄市,24
2013,46,1-3,台北市,55
2013,46,1-3,台中市,29
2013,46,1-3,台南市,25
2013,46,1-3,台東縣,6
2013,46,1-3,雲林縣,9
2013,46,1-3,基隆市,6
2013,46,16+,新北市,1
2013,46,16+,苗栗縣,1
2013,46,16+,高雄市,2
2013,46,16+,台北市,7
2013,46,16+,台中市,1
2013,46,16+,台南市,1
2013,46,4-6,嘉義市,6
2013,46,4-6,嘉義縣,4
2013,46,4-6,桃園市,15
2013,46,4-6,屏東縣,6
2013,46,4-6,彰化縣,4
2013,46,4-6,宜蘭縣,5
2013,46,4-6,新北市,12
2013,46,4-6,新竹市,5
2013,46,4-6,花蓮縣,2
2013,46,4-6,苗栗縣,1
2013,46,4-6,高雄市,8
2013,46,4-6,台北市,18
2013,46,4-6,台中市,15
2013,46,4-6,台南市,13
2013,46,4-6,台東縣,2
2013,46,4-6,雲林縣,4
2013,46,4-6,基隆市,2
2013,46,7-15,嘉義市,1
2013,46,7-15,嘉義縣,1
2013,46,7-15,桃園市,4
2013,46,7-15,南投縣,1
2013,46,7-15,宜蘭縣,3
2013,46,7-15,新北市,2
2013,46,7-15,新竹市,3
2013,46,7-15,苗栗縣,1
2013,46,7-15,高雄市,6
2013,46,7-15,台北市,13
2013,46,7-15,台中市,4
2013,46,7-15,台南市,2
2013,46,7-15,台東縣,1
2013,46,7-15,雲林縣,1
2013,47,0,嘉義市,2
2013,47,0,桃園市,14
2013,47,0,屏東縣,1
2013,47,0,彰化縣,1
2013,47,0,宜蘭縣,4
2013,47,0,新北市,2
2013,47,0,新竹市,2
2013,47,0,苗栗縣,1
2013,47,0,高雄市,6
2013,47,0,台北市,9
2013,47,0,台中市,7
2013,47,0,台南市,8
2013,47,0,台東縣,1
2013,47,0,雲林縣,1
2013,47,0,基隆市,1
2013,47,1-3,嘉義市,12
2013,47,1-3,嘉義縣,2
2013,47,1-3,桃園市,44
2013,47,1-3,屏東縣,5
2013,47,1-3,南投縣,4
2013,47,1-3,彰化縣,10
2013,47,1-3,宜蘭縣,5
2013,47,1-3,新北市,20
2013,47,1-3,新竹市,16
2013,47,1-3,花蓮縣,5
2013,47,1-3,苗栗縣,4
2013,47,1-3,高雄市,32
2013,47,1-3,台北市,55
2013,47,1-3,台中市,33
2013,47,1-3,台南市,19
2013,47,1-3,台東縣,5
2013,47,1-3,雲林縣,5
2013,47,1-3,基隆市,8
2013,47,16+,宜蘭縣,1
2013,47,16+,新北市,1
2013,47,16+,高雄市,1
2013,47,16+,台北市,2
2013,47,4-6,嘉義縣,1
2013,47,4-6,桃園市,12
2013,47,4-6,屏東縣,2
2013,47,4-6,南投縣,1
2013,47,4-6,彰化縣,5
2013,47,4-6,宜蘭縣,2
2013,47,4-6,新北市,9
2013,47,4-6,新竹市,2
2013,47,4-6,苗栗縣,1
2013,47,4-6,高雄市,12
2013,47,4-6,台北市,30
2013,47,4-6,台中市,11
2013,47,4-6,台南市,4
2013,47,4-6,台東縣,1
2013,47,4-6,基隆市,1
2013,47,7-15,連江縣,1
2013,47,7-15,桃園市,5
2013,47,7-15,南投縣,3
2013,47,7-15,彰化縣,1
2013,47,7-15,新北市,2
2013,47,7-15,新竹市,2
2013,47,7-15,花蓮縣,1
2013,47,7-15,苗栗縣,2
2013,47,7-15,高雄市,9
2013,47,7-15,台北市,7
2013,47,7-15,台中市,4
2013,47,7-15,台南市,6
2013,48,0,桃園市,6
2013,48,0,宜蘭縣,1
2013,48,0,新北市,1
2013,48,0,苗栗縣,1
2013,48,0,高雄市,6
2013,48,0,台北市,9
2013,48,0,台中市,12
2013,48,0,台南市,6
2013,48,0,雲林縣,1
2013,48,0,基隆市,1
2013,48,1-3,嘉義市,8
2013,48,1-3,嘉義縣,3
2013,48,1-3,桃園市,32
2013,48,1-3,屏東縣,2
2013,48,1-3,南投縣,5
2013,48,1-3,彰化縣,9
2013,48,1-3,澎湖縣,1
2013,48,1-3,宜蘭縣,2
2013,48,1-3,新北市,17
2013,48,1-3,新竹市,12
2013,48,1-3,花蓮縣,10
2013,48,1-3,苗栗縣,1
2013,48,1-3,高雄市,18
2013,48,1-3,台北市,33
2013,48,1-3,台中市,26
2013,48,1-3,台南市,13
2013,48,1-3,台東縣,5
2013,48,1-3,雲林縣,3
2013,48,1-3,基隆市,6
2013,48,16+,桃園市,1
2013,48,16+,宜蘭縣,1
2013,48,16+,新北市,1
2013,48,16+,苗栗縣,1
2013,48,16+,高雄市,1
2013,48,16+,台北市,1
2013,48,16+,基隆市,1
2013,48,4-6,嘉義市,5
2013,48,4-6,桃園市,19
2013,48,4-6,屏東縣,1
2013,48,4-6,彰化縣,1
2013,48,4-6,宜蘭縣,2
2013,48,4-6,新北市,3
2013,48,4-6,新竹市,2
2013,48,4-6,苗栗縣,3
2013,48,4-6,高雄市,5
2013,48,4-6,台北市,12
2013,48,4-6,台中市,8
2013,48,4-6,台南市,6
2013,48,4-6,台東縣,2
2013,48,4-6,雲林縣,1
2013,48,7-15,嘉義市,4
2013,48,7-15,連江縣,1
2013,48,7-15,桃園市,10
2013,48,7-15,彰化縣,1
2013,48,7-15,新北市,1
2013,48,7-15,高雄市,6
2013,48,7-15,台北市,6
2013,48,7-15,台中市,4
2013,48,7-15,台南市,7
2013,48,7-15,台東縣,1
2013,48,7-15,基隆市,1
2013,49,0,嘉義縣,1
2013,49,0,桃園市,2
2013,49,0,南投縣,2
2013,49,0,彰化縣,2
2013,49,0,宜蘭縣,1
2013,49,0,新北市,2
2013,49,0,新竹市,1
2013,49,0,高雄市,2
2013,49,0,台北市,9
2013,49,0,台中市,5
2013,49,0,台南市,2
2013,49,0,台東縣,1
2013,49,0,基隆市,2
2013,49,1-3,嘉義市,4
2013,49,1-3,嘉義縣,7
2013,49,1-3,桃園市,24
2013,49,1-3,屏東縣,4
2013,49,1-3,南投縣,1
2013,49,1-3,彰化縣,10
2013,49,1-3,宜蘭縣,11
2013,49,1-3,新北市,10
2013,49,1-3,新竹市,7
2013,49,1-3,花蓮縣,6
2013,49,1-3,金門縣,1
2013,49,1-3,高雄市,20
2013,49,1-3,台北市,28
2013,49,1-3,台中市,29
2013,49,1-3,台南市,17
2013,49,1-3,台東縣,4
2013,49,1-3,雲林縣,4
2013,49,1-3,基隆市,3
2013,49,16+,彰化縣,1
2013,49,16+,新北市,1
2013,49,16+,高雄市,2
2013,49,16+,台北市,4
2013,49,4-6,嘉義市,3
2013,49,4-6,桃園市,14
2013,49,4-6,南投縣,2
2013,49,4-6,彰化縣,2
2013,49,4-6,新北市,10
2013,49,4-6,新竹市,2
2013,49,4-6,花蓮縣,3
2013,49,4-6,高雄市,5
2013,49,4-6,台北市,9
2013,49,4-6,台中市,10
2013,49,4-6,台南市,3
2013,49,7-15,桃園市,2
2013,49,7-15,彰化縣,2
2013,49,7-15,宜蘭縣,1
2013,49,7-15,新北市,2
2013,49,7-15,金門縣,1
2013,49,7-15,高雄市,4
2013,49,7-15,台北市,9
2013,49,7-15,台中市,4
2013,49,7-15,台南市,2
2013,49,7-15,台東縣,1
2013,49,7-15,基隆市,1
2013,50,0,嘉義市,1
2013,50,0,桃園市,4
2013,50,0,屏東縣,1
2013,50,0,南投縣,1
2013,50,0,花蓮縣,3
2013,50,0,高雄市,1
2013,50,0,台北市,1
2013,50,0,台中市,4
2013,50,0,台南市,1
2013,50,1-3,嘉義市,12
2013,50,1-3,嘉義縣,1
2013,50,1-3,桃園市,22
2013,50,1-3,屏東縣,2
2013,50,1-3,南投縣,5
2013,50,1-3,彰化縣,8
2013,50,1-3,澎湖縣,1
2013,50,1-3,宜蘭縣,5
2013,50,1-3,新北市,14
2013,50,1-3,新竹市,5
2013,50,1-3,花蓮縣,3
2013,50,1-3,苗栗縣,3
2013,50,1-3,高雄市,19
2013,50,1-3,台北市,35
2013,50,1-3,台中市,29
2013,50,1-3,台南市,17
2013,50,1-3,台東縣,3
2013,50,1-3,雲林縣,1
2013,50,1-3,基隆市,6
2013,50,16+,桃園市,1
2013,50,16+,屏東縣,1
2013,50,16+,彰化縣,1
2013,50,16+,苗栗縣,1
2013,50,16+,台南市,1
2013,50,16+,基隆市,1
2013,50,4-6,嘉義市,6
2013,50,4-6,嘉義縣,1
2013,50,4-6,桃園市,10
2013,50,4-6,南投縣,4
2013,50,4-6,彰化縣,2
2013,50,4-6,宜蘭縣,1
2013,50,4-6,新北市,9
2013,50,4-6,新竹市,2
2013,50,4-6,花蓮縣,1
2013,50,4-6,苗栗縣,1
2013,50,4-6,高雄市,6
2013,50,4-6,台北市,11
2013,50,4-6,台中市,11
2013,50,4-6,台南市,9
2013,50,4-6,台東縣,1
2013,50,4-6,基隆市,1
2013,50,7-15,嘉義市,1
2013,50,7-15,桃園市,2
2013,50,7-15,南投縣,1
2013,50,7-15,新北市,2
2013,50,7-15,新竹市,1
2013,50,7-15,高雄市,5
2013,50,7-15,台北市,3
2013,50,7-15,台中市,3
2013,50,7-15,台南市,2
2013,50,7-15,雲林縣,1
2013,51,0,嘉義市,4
2013,51,0,嘉義縣,1
2013,51,0,桃園市,3
2013,51,0,彰化縣,3
2013,51,0,宜蘭縣,2
2013,51,0,新北市,1
2013,51,0,新竹市,4
2013,51,0,花蓮縣,2
2013,51,0,高雄市,7
2013,51,0,台北市,4
2013,51,0,台中市,6
2013,51,0,台南市,2
2013,51,0,雲林縣,2
2013,51,0,基隆市,1
2013,51,1-3,嘉義市,23
2013,51,1-3,嘉義縣,5
2013,51,1-3,桃園市,18
2013,51,1-3,屏東縣,3
2013,51,1-3,南投縣,4
2013,51,1-3,彰化縣,8
2013,51,1-3,澎湖縣,1
2013,51,1-3,宜蘭縣,7
2013,51,1-3,新北市,23
2013,51,1-3,新竹市,9
2013,51,1-3,新竹縣,1
2013,51,1-3,花蓮縣,7
2013,51,1-3,苗栗縣,1
2013,51,1-3,高雄市,21
2013,51,1-3,台北市,32
2013,51,1-3,台中市,7
2013,51,1-3,台南市,20
2013,51,1-3,台東縣,1
2013,51,1-3,雲林縣,4
2013,51,1-3,基隆市,4
2013,51,16+,新北市,1
2013,51,16+,新竹縣,1
2013,51,16+,台北市,4
2013,51,16+,台中市,1
2013,51,4-6,嘉義市,4
2013,51,4-6,桃園市,12
2013,51,4-6,南投縣,2
2013,51,4-6,彰化縣,1
2013,51,4-6,宜蘭縣,3
2013,51,4-6,新北市,5
2013,51,4-6,新竹市,1
2013,51,4-6,花蓮縣,2
2013,51,4-6,高雄市,5
2013,51,4-6,台北市,19
2013,51,4-6,台中市,6
2013,51,4-6,台南市,3
2013,51,4-6,雲林縣,1
2013,51,4-6,基隆市,1
2013,51,7-15,嘉義市,1
2013,51,7-15,桃園市,4
2013,51,7-15,宜蘭縣,1
2013,51,7-15,新北市,4
2013,51,7-15,苗栗縣,1
2013,51,7-15,高雄市,2
2013,51,7-15,台北市,3
2013,51,7-15,台中市,2
2013,51,7-15,台南市,2
2013,52,0,嘉義市,3
2013,52,0,嘉義縣,1
2013,52,0,桃園市,3
2013,52,0,彰化縣,2
2013,52,0,新竹市,2
2013,52,0,金門縣,1
2013,52,0,高雄市,1
2013,52,0,台北市,3
2013,52,0,台中市,2
2013,52,0,台東縣,1
2013,52,0,基隆市,2
2013,52,1-3,嘉義市,10
2013,52,1-3,嘉義縣,3
2013,52,1-3,桃園市,8
2013,52,1-3,南投縣,2
2013,52,1-3,彰化縣,12
2013,52,1-3,宜蘭縣,1
2013,52,1-3,新北市,16
2013,52,1-3,新竹市,3
2013,52,1-3,花蓮縣,3
2013,52,1-3,苗栗縣,1
2013,52,1-3,高雄市,22
2013,52,1-3,台北市,23
2013,52,1-3,台中市,34
2013,52,1-3,台南市,11
2013,52,1-3,台東縣,5
2013,52,1-3,雲林縣,3
2013,52,1-3,基隆市,4
2013,52,16+,南投縣,1
2013,52,16+,苗栗縣,1
2013,52,16+,高雄市,2
2013,52,16+,台北市,2
2013,52,16+,台中市,2
2013,52,4-6,嘉義市,5
2013,52,4-6,桃園市,9
2013,52,4-6,南投縣,4
2013,52,4-6,彰化縣,4
2013,52,4-6,宜蘭縣,1
2013,52,4-6,新北市,3
2013,52,4-6,新竹市,3
2013,52,4-6,花蓮縣,2
2013,52,4-6,高雄市,7
2013,52,4-6,台北市,18
2013,52,4-6,台中市,7
2013,52,4-6,台南市,5
2013,52,4-6,雲林縣,2
2013,52,4-6,基隆市,4
2013,52,7-15,嘉義市,3
2013,52,7-15,桃園市,3
2013,52,7-15,屏東縣,1
2013,52,7-15,南投縣,3
2013,52,7-15,宜蘭縣,1
2013,52,7-15,新北市,2
2013,52,7-15,苗栗縣,1
2013,52,7-15,高雄市,4
2013,52,7-15,台北市,3
2013,52,7-15,台中市,2
2013,52,7-15,台南市,2
2014,01,0,嘉義市,1
2014,01,0,嘉義縣,1
2014,01,0,桃園市,3
2014,01,0,彰化縣,1
2014,01,0,宜蘭縣,1
2014,01,0,新北市,7
2014,01,0,新竹市,2
2014,01,0,花蓮縣,1
2014,01,0,高雄市,1
2014,01,0,台北市,2
2014,01,0,台中市,5
2014,01,0,台南市,3
2014,01,0,基隆市,3
2014,01,1-3,嘉義市,9
2014,01,1-3,嘉義縣,3
2014,01,1-3,桃園市,22
2014,01,1-3,屏東縣,5
2014,01,1-3,南投縣,5
2014,01,1-3,彰化縣,10
2014,01,1-3,澎湖縣,2
2014,01,1-3,宜蘭縣,9
2014,01,1-3,新北市,18
2014,01,1-3,新竹市,16
2014,01,1-3,花蓮縣,5
2014,01,1-3,苗栗縣,2
2014,01,1-3,高雄市,25
2014,01,1-3,台北市,40
2014,01,1-3,台中市,29
2014,01,1-3,台南市,20
2014,01,1-3,台東縣,1
2014,01,1-3,雲林縣,3
2014,01,1-3,基隆市,4
2014,01,16+,桃園市,1
2014,01,16+,台北市,4
2014,01,16+,台南市,1
2014,01,4-6,嘉義市,4
2014,01,4-6,桃園市,5
2014,01,4-6,南投縣,2
2014,01,4-6,彰化縣,4
2014,01,4-6,宜蘭縣,4
2014,01,4-6,新北市,8
2014,01,4-6,新竹市,7
2014,01,4-6,花蓮縣,4
2014,01,4-6,苗栗縣,1
2014,01,4-6,高雄市,6
2014,01,4-6,台北市,17
2014,01,4-6,台中市,6
2014,01,4-6,台南市,14
2014,01,4-6,雲林縣,1
2014,01,4-6,基隆市,2
2014,01,7-15,嘉義市,2
2014,01,7-15,桃園市,4
2014,01,7-15,南投縣,1
2014,01,7-15,宜蘭縣,1
2014,01,7-15,新北市,5
2014,01,7-15,新竹市,5
2014,01,7-15,金門縣,1
2014,01,7-15,苗栗縣,1
2014,01,7-15,高雄市,2
2014,01,7-15,台北市,8
2014,01,7-15,台中市,3
2014,01,7-15,台南市,2
2014,01,7-15,台東縣,1
2014,01,7-15,基隆市,1
2014,02,0,嘉義市,2
2014,02,0,嘉義縣,3
2014,02,0,桃園市,4
2014,02,0,屏東縣,1
2014,02,0,彰化縣,1
2014,02,0,宜蘭縣,1
2014,02,0,新北市,1
2014,02,0,新竹市,4
2014,02,0,高雄市,4
2014,02,0,台北市,3
2014,02,0,台中市,8
2014,02,0,台南市,3
2014,02,0,基隆市,1
2014,02,1-3,嘉義市,3
2014,02,1-3,嘉義縣,2
2014,02,1-3,桃園市,21
2014,02,1-3,屏東縣,4
2014,02,1-3,南投縣,2
2014,02,1-3,彰化縣,14
2014,02,1-3,宜蘭縣,5
2014,02,1-3,新北市,15
2014,02,1-3,新竹市,15
2014,02,1-3,花蓮縣,3
2014,02,1-3,苗栗縣,1
2014,02,1-3,高雄市,25
2014,02,1-3,台北市,31
2014,02,1-3,台中市,31
2014,02,1-3,台南市,14
2014,02,1-3,雲林縣,8
2014,02,1-3,基隆市,6
2014,02,16+,桃園市,1
2014,02,16+,宜蘭縣,1
2014,02,16+,新北市,2
2014,02,16+,高雄市,2
2014,02,16+,台北市,2
2014,02,16+,台中市,2
2014,02,16+,台南市,3
2014,02,16+,基隆市,1
2014,02,4-6,嘉義市,3
2014,02,4-6,嘉義縣,2
2014,02,4-6,桃園市,2
2014,02,4-6,南投縣,1
2014,02,4-6,澎湖縣,1
2014,02,4-6,宜蘭縣,2
2014,02,4-6,新北市,9
2014,02,4-6,新竹市,3
2014,02,4-6,花蓮縣,1
2014,02,4-6,高雄市,5
2014,02,4-6,台北市,18
2014,02,4-6,台中市,5
2014,02,4-6,台南市,6
2014,02,4-6,雲林縣,3
2014,02,4-6,基隆市,1
2014,02,7-15,桃園市,6
2014,02,7-15,南投縣,5
2014,02,7-15,澎湖縣,1
2014,02,7-15,新北市,3
2014,02,7-15,新竹市,2
2014,02,7-15,花蓮縣,1
2014,02,7-15,高雄市,5
2014,02,7-15,台北市,4
2014,02,7-15,台中市,3
2014,02,7-15,雲林縣,1
2014,03,0,嘉義市,2
2014,03,0,桃園市,3
2014,03,0,彰化縣,1
2014,03,0,宜蘭縣,2
2014,03,0,新北市,3
2014,03,0,新竹市,3
2014,03,0,高雄市,3
2014,03,0,台北市,3
2014,03,0,台中市,3
2014,03,0,台南市,2
2014,03,0,雲林縣,2
2014,03,1-3,嘉義市,4
2014,03,1-3,嘉義縣,2
2014,03,1-3,桃園市,26
2014,03,1-3,屏東縣,2
2014,03,1-3,南投縣,3
2014,03,1-3,彰化縣,8
2014,03,1-3,澎湖縣,2
2014,03,1-3,宜蘭縣,3
2014,03,1-3,新北市,19
2014,03,1-3,新竹市,14
2014,03,1-3,花蓮縣,3
2014,03,1-3,金門縣,1
2014,03,1-3,高雄市,17
2014,03,1-3,台北市,24
2014,03,1-3,台中市,19
2014,03,1-3,台南市,14
2014,03,1-3,雲林縣,8
2014,03,1-3,基隆市,2
2014,03,16+,新北市,1
2014,03,16+,新竹市,1
2014,03,16+,花蓮縣,1
2014,03,16+,高雄市,1
2014,03,16+,台北市,2
2014,03,16+,台中市,1
2014,03,16+,台南市,1
2014,03,16+,基隆市,1
2014,03,4-6,嘉義市,6
2014,03,4-6,桃園市,8
2014,03,4-6,南投縣,1
2014,03,4-6,彰化縣,7
2014,03,4-6,澎湖縣,1
2014,03,4-6,宜蘭縣,1
2014,03,4-6,新北市,5
2014,03,4-6,新竹市,5
2014,03,4-6,花蓮縣,1
2014,03,4-6,金門縣,2
2014,03,4-6,高雄市,8
2014,03,4-6,台北市,4
2014,03,4-6,台中市,5
2014,03,4-6,台南市,4
2014,03,4-6,雲林縣,3
2014,03,7-15,嘉義市,2
2014,03,7-15,桃園市,3
2014,03,7-15,彰化縣,2
2014,03,7-15,新北市,2
2014,03,7-15,新竹市,2
2014,03,7-15,高雄市,4
2014,03,7-15,台北市,3
2014,03,7-15,台中市,2
2014,03,7-15,台南市,1
2014,03,7-15,雲林縣,1
2014,03,7-15,基隆市,1
2014,04,0,嘉義市,2
2014,04,0,桃園市,1
2014,04,0,屏東縣,1
2014,04,0,南投縣,1
2014,04,0,彰化縣,1
2014,04,0,宜蘭縣,1
2014,04,0,新北市,2
2014,04,0,新竹市,1
2014,04,0,花蓮縣,1
2014,04,0,高雄市,2
2014,04,0,台北市,8
2014,04,0,台中市,3
2014,04,0,台南市,1
2014,04,0,基隆市,1
2014,04,1-3,嘉義市,7
2014,04,1-3,嘉義縣,4
2014,04,1-3,桃園市,19
2014,04,1-3,屏東縣,3
2014,04,1-3,南投縣,1
2014,04,1-3,彰化縣,10
2014,04,1-3,澎湖縣,8
2014,04,1-3,宜蘭縣,3
2014,04,1-3,新北市,12
2014,04,1-3,新竹市,15
2014,04,1-3,新竹縣,1
2014,04,1-3,花蓮縣,2
2014,04,1-3,苗栗縣,3
2014,04,1-3,高雄市,9
2014,04,1-3,台北市,20
2014,04,1-3,台中市,11
2014,04,1-3,台南市,8
2014,04,1-3,雲林縣,7
2014,04,1-3,基隆市,1
2014,04,16+,南投縣,2
2014,04,16+,宜蘭縣,1
2014,04,16+,新北市,2
2014,04,16+,台北市,4
2014,04,16+,雲林縣,1
2014,04,4-6,嘉義市,2
2014,04,4-6,桃園市,4
2014,04,4-6,南投縣,2
2014,04,4-6,彰化縣,1
2014,04,4-6,澎湖縣,4
2014,04,4-6,宜蘭縣,2
2014,04,4-6,新北市,7
2014,04,4-6,新竹市,1
2014,04,4-6,花蓮縣,1
2014,04,4-6,高雄市,7
2014,04,4-6,台北市,9
2014,04,4-6,台中市,4
2014,04,4-6,台南市,3
2014,04,4-6,雲林縣,3
2014,04,7-15,嘉義市,3
2014,04,7-15,桃園市,3
2014,04,7-15,南投縣,1
2014,04,7-15,彰化縣,1
2014,04,7-15,澎湖縣,1
2014,04,7-15,宜蘭縣,1
2014,04,7-15,新北市,2
2014,04,7-15,新竹市,1
2014,04,7-15,苗栗縣,1
