年,週,年齡別,縣市,紅眼症急診就診人次,縣市別代碼
2022,11,7~12,嘉義縣,2,10010
2022,11,7~12,桃園市,3,68000
2022,11,7~12,新北市,1,65000
2022,11,7~12,台北市,1,63000
2022,12,0~6,桃園市,1,68000
2022,12,0~6,屏東縣,1,10013
2022,12,0~6,彰化縣,1,10007
2022,12,0~6,宜蘭縣,2,10002
2022,12,0~6,新北市,1,65000
2022,12,0~6,金門縣,1,09020
2022,12,0~6,苗栗縣,1,10005
2022,12,0~6,高雄市,2,64000
2022,12,0~6,台北市,3,63000
2022,12,0~6,台南市,1,67000
2022,12,0~6,基隆市,1,10017
2022,12,13~18,宜蘭縣,1,10002
2022,12,13~18,新北市,2,65000
2022,12,13~18,花蓮縣,2,10015
2022,12,13~18,金門縣,1,09020
2022,12,13~18,台北市,1,63000
2022,12,19~64,嘉義市,4,10020
2022,12,19~64,嘉義縣,4,10010
2022,12,19~64,連江縣,1,09007
2022,12,19~64,桃園市,7,68000
2022,12,19~64,屏東縣,2,10013
2022,12,19~64,南投縣,1,10008
2022,12,19~64,彰化縣,10,10007
2022,12,19~64,澎湖縣,2,10016
2022,12,19~64,宜蘭縣,5,10002
2022,12,19~64,新北市,14,65000
2022,12,19~64,新竹市,2,10018
2022,12,19~64,新竹縣,1,10004
2022,12,19~64,花蓮縣,10,10015
2022,12,19~64,苗栗縣,2,10005
2022,12,19~64,高雄市,11,64000
2022,12,19~64,台北市,12,63000
2022,12,19~64,台中市,10,66000
2022,12,19~64,台南市,3,67000
2022,12,19~64,台東縣,1,10014
2022,12,65+,嘉義市,1,10020
2022,12,65+,桃園市,1,68000
2022,12,65+,屏東縣,1,10013
2022,12,65+,彰化縣,1,10007
2022,12,65+,新北市,3,65000
2022,12,65+,高雄市,5,64000
2022,12,65+,台北市,8,63000
2022,12,65+,台中市,3,66000
2022,12,65+,台南市,4,67000
2022,12,65+,基隆市,1,10017
2022,12,7~12,屏東縣,1,10013
2022,12,7~12,彰化縣,1,10007
2022,12,7~12,新北市,2,65000
2022,12,7~12,高雄市,1,64000
2022,12,7~12,台北市,1,63000
2022,12,7~12,台東縣,1,10014
2022,13,0~6,嘉義市,1,10020
2022,13,0~6,宜蘭縣,1,10002
2022,13,0~6,新北市,1,65000
2022,13,0~6,花蓮縣,1,10015
2022,13,0~6,金門縣,1,09020
2022,13,0~6,高雄市,3,64000
2022,13,0~6,台北市,1,63000
2022,13,0~6,台中市,2,66000
2022,13,0~6,台南市,2,67000
2022,13,13~18,嘉義縣,1,10010
2022,13,13~18,屏東縣,1,10013
2022,13,13~18,南投縣,1,10008
2022,13,13~18,新竹市,1,10018
2022,13,13~18,高雄市,2,64000
2022,13,13~18,台北市,1,63000
2022,13,13~18,台中市,2,66000
2022,13,13~18,台南市,2,67000
2022,13,13~18,雲林縣,1,10009
2022,13,19~64,嘉義市,2,10020
2022,13,19~64,嘉義縣,4,10010
2022,13,19~64,桃園市,3,68000
2022,13,19~64,屏東縣,3,10013
2022,13,19~64,南投縣,1,10008
2022,13,19~64,彰化縣,5,10007
2022,13,19~64,澎湖縣,2,10016
2022,13,19~64,宜蘭縣,1,10002
2022,13,19~64,新北市,9,65000
2022,13,19~64,新竹市,2,10018
2022,13,19~64,新竹縣,2,10004
2022,13,19~64,花蓮縣,7,10015
2022,13,19~64,苗栗縣,3,10005
2022,13,19~64,高雄市,14,64000
2022,13,19~64,台北市,15,63000
2022,13,19~64,台中市,12,66000
2022,13,19~64,台南市,4,67000
2022,13,19~64,台東縣,5,10014
2022,13,19~64,基隆市,2,10017
2022,13,65+,嘉義市,2,10020
2022,13,65+,新北市,1,65000
2022,13,65+,新竹市,1,10018
2022,13,65+,花蓮縣,1,10015
2022,13,65+,高雄市,1,64000
2022,13,65+,台北市,4,63000
2022,13,65+,台中市,1,66000
2022,13,65+,台南市,4,67000
2022,13,65+,基隆市,1,10017
2022,13,7~12,彰化縣,1,10007
2022,13,7~12,新北市,1,65000
2022,13,7~12,花蓮縣,2,10015
2022,13,7~12,高雄市,1,64000
2022,13,7~12,台北市,1,63000
2022,13,7~12,台中市,2,66000
2022,14,0~6,嘉義市,3,10020
2022,14,0~6,嘉義縣,1,10010
2022,14,0~6,桃園市,1,68000
2022,14,0~6,屏東縣,1,10013
2022,14,0~6,新竹市,3,10018
2022,14,0~6,苗栗縣,2,10005
2022,14,0~6,高雄市,1,64000
2022,14,0~6,台北市,1,63000
2022,14,0~6,台中市,2,66000
2022,14,0~6,雲林縣,2,10009
2022,14,13~18,桃園市,2,68000
2022,14,13~18,宜蘭縣,1,10002
2022,14,13~18,新北市,1,65000
2022,14,13~18,花蓮縣,1,10015
2022,14,13~18,高雄市,1,64000
2022,14,13~18,台北市,1,63000
2022,14,13~18,台中市,3,66000
2022,14,13~18,台南市,2,67000
2022,14,13~18,台東縣,1,10014
2022,14,19~64,嘉義市,3,10020
2022,14,19~64,嘉義縣,3,10010
2022,14,19~64,連江縣,1,09007
2022,14,19~64,桃園市,13,68000
2022,14,19~64,屏東縣,2,10013
2022,14,19~64,南投縣,3,10008
2022,14,19~64,彰化縣,10,10007
2022,14,19~64,澎湖縣,1,10016
2022,14,19~64,宜蘭縣,3,10002
2022,14,19~64,新北市,7,65000
2022,14,19~64,新竹市,2,10018
2022,14,19~64,花蓮縣,6,10015
2022,14,19~64,金門縣,1,09020
2022,14,19~64,苗栗縣,2,10005
2022,14,19~64,高雄市,13,64000
2022,14,19~64,台北市,16,63000
2022,14,19~64,台中市,15,66000
2022,14,19~64,台南市,9,67000
2022,14,19~64,台東縣,3,10014
2022,14,19~64,雲林縣,2,10009
2022,14,65+,嘉義市,2,10020
2022,14,65+,桃園市,3,68000
2022,14,65+,南投縣,1,10008
2022,14,65+,彰化縣,1,10007
2022,14,65+,宜蘭縣,1,10002
2022,14,65+,新北市,2,65000
2022,14,65+,花蓮縣,2,10015
2022,14,65+,高雄市,5,64000
2022,14,65+,台北市,9,63000
2022,14,65+,台中市,2,66000
2022,14,65+,台南市,4,67000
2022,14,65+,雲林縣,1,10009
2022,14,65+,基隆市,1,10017
2022,14,7~12,嘉義市,1,10020
2022,14,7~12,桃園市,2,68000
2022,14,7~12,彰化縣,1,10007
2022,14,7~12,新北市,1,65000
2022,14,7~12,花蓮縣,1,10015
2022,14,7~12,高雄市,3,64000
2022,14,7~12,台北市,2,63000
2022,14,7~12,台南市,3,67000
2022,15,0~6,嘉義市,1,10020
2022,15,0~6,嘉義縣,1,10010
2022,15,0~6,桃園市,2,68000
2022,15,0~6,彰化縣,2,10007
2022,15,0~6,新竹市,1,10018
2022,15,0~6,新竹縣,2,10004
2022,15,0~6,高雄市,2,64000
2022,15,0~6,台中市,1,66000
2022,15,0~6,台南市,2,67000
2022,15,0~6,台東縣,1,10014
2022,15,0~6,雲林縣,1,10009
2022,15,0~6,基隆市,1,10017
2022,15,13~18,花蓮縣,1,10015
2022,15,13~18,台北市,1,63000
2022,15,13~18,台中市,1,66000
2022,15,19~64,嘉義市,1,10020
2022,15,19~64,嘉義縣,2,10010
2022,15,19~64,桃園市,8,68000
2022,15,19~64,南投縣,2,10008
2022,15,19~64,彰化縣,2,10007
2022,15,19~64,澎湖縣,3,10016
2022,15,19~64,宜蘭縣,6,10002
2022,15,19~64,新北市,8,65000
2022,15,19~64,新竹縣,2,10004
2022,15,19~64,花蓮縣,3,10015
2022,15,19~64,苗栗縣,4,10005
2022,15,19~64,高雄市,12,64000
2022,15,19~64,台北市,10,63000
2022,15,19~64,台中市,13,66000
2022,15,19~64,台南市,9,67000
2022,15,19~64,台東縣,2,10014
2022,15,19~64,雲林縣,1,10009
2022,15,19~64,基隆市,1,10017
2022,15,65+,嘉義縣,2,10010
2022,15,65+,屏東縣,1,10013
2022,15,65+,南投縣,1,10008
2022,15,65+,宜蘭縣,1,10002
2022,15,65+,新北市,3,65000
2022,15,65+,新竹市,1,10018
2022,15,65+,花蓮縣,2,10015
2022,15,65+,高雄市,4,64000
2022,15,65+,台北市,6,63000
2022,15,65+,台中市,4,66000
2022,15,65+,台南市,1,67000
2022,15,65+,雲林縣,1,10009
2022,15,65+,基隆市,1,10017
2022,15,7~12,屏東縣,1,10013
2022,15,7~12,宜蘭縣,1,10002
2022,15,7~12,新北市,2,65000
2022,15,7~12,高雄市,7,64000
2022,15,7~12,台北市,2,63000
2022,15,7~12,台中市,2,66000
2022,15,7~12,台東縣,1,10014
2022,16,0~6,嘉義市,2,10020
2022,16,0~6,桃園市,2,68000
2022,16,0~6,新北市,2,65000
2022,16,0~6,花蓮縣,1,10015
2022,16,0~6,金門縣,1,09020
2022,16,0~6,高雄市,2,64000
2022,16,0~6,台北市,2,63000
2022,16,0~6,台中市,3,66000
2022,16,0~6,雲林縣,1,10009
2022,16,13~18,嘉義縣,1,10010
2022,16,13~18,新北市,1,65000
2022,16,13~18,高雄市,1,64000
2022,16,13~18,台北市,1,63000
2022,16,13~18,台中市,1,66000
2022,16,19~64,嘉義市,4,10020
2022,16,19~64,桃園市,6,68000
2022,16,19~64,屏東縣,2,10013
2022,16,19~64,南投縣,2,10008
2022,16,19~64,彰化縣,4,10007
2022,16,19~64,宜蘭縣,3,10002
2022,16,19~64,新北市,12,65000
2022,16,19~64,新竹市,1,10018
2022,16,19~64,新竹縣,1,10004
2022,16,19~64,花蓮縣,4,10015
2022,16,19~64,苗栗縣,2,10005
2022,16,19~64,高雄市,8,64000
2022,16,19~64,台北市,12,63000
2022,16,19~64,台中市,13,66000
2022,16,19~64,台南市,8,67000
2022,16,19~64,雲林縣,2,10009
2022,16,19~64,基隆市,1,10017
2022,16,65+,嘉義市,1,10020
2022,16,65+,嘉義縣,1,10010
2022,16,65+,桃園市,1,68000
2022,16,65+,屏東縣,1,10013
2022,16,65+,彰化縣,2,10007
2022,16,65+,新北市,2,65000
2022,16,65+,新竹縣,1,10004
2022,16,65+,花蓮縣,3,10015
2022,16,65+,高雄市,2,64000
2022,16,65+,台北市,3,63000
2022,16,65+,台中市,2,66000
2022,16,65+,台南市,2,67000
2022,16,65+,雲林縣,1,10009
2022,16,7~12,南投縣,1,10008
2022,16,7~12,彰化縣,1,10007
2022,16,7~12,新北市,1,65000
2022,16,7~12,高雄市,1,64000
2022,16,7~12,台中市,1,66000
2022,17,0~6,嘉義市,2,10020
2022,17,0~6,嘉義縣,1,10010
2022,17,0~6,桃園市,2,68000
2022,17,0~6,屏東縣,1,10013
2022,17,0~6,南投縣,1,10008
2022,17,0~6,彰化縣,1,10007
2022,17,0~6,宜蘭縣,2,10002
2022,17,0~6,花蓮縣,1,10015
2022,17,0~6,苗栗縣,1,10005
2022,17,0~6,高雄市,2,64000
2022,17,0~6,台中市,1,66000
2022,17,0~6,台南市,2,67000
2022,17,0~6,基隆市,1,10017
2022,17,13~18,南投縣,1,10008
2022,17,13~18,彰化縣,2,10007
2022,17,13~18,高雄市,1,64000
2022,17,13~18,台北市,2,63000
2022,17,19~64,嘉義市,4,10020
2022,17,19~64,嘉義縣,1,10010
2022,17,19~64,桃園市,8,68000
2022,17,19~64,屏東縣,2,10013
2022,17,19~64,南投縣,1,10008
2022,17,19~64,彰化縣,7,10007
2022,17,19~64,宜蘭縣,3,10002
2022,17,19~64,新北市,7,65000
2022,17,19~64,新竹市,2,10018
2022,17,19~64,新竹縣,1,10004
2022,17,19~64,花蓮縣,2,10015
2022,17,19~64,苗栗縣,5,10005
2022,17,19~64,高雄市,11,64000
2022,17,19~64,台北市,9,63000
2022,17,19~64,台中市,15,66000
2022,17,19~64,台南市,7,67000
2022,17,19~64,台東縣,1,10014
2022,17,19~64,雲林縣,1,10009
2022,17,19~64,基隆市,2,10017
2022,17,65+,彰化縣,2,10007
2022,17,65+,宜蘭縣,1,10002
2022,17,65+,新北市,1,65000
2022,17,65+,花蓮縣,3,10015
2022,17,65+,高雄市,3,64000
2022,17,65+,台北市,4,63000
2022,17,65+,台中市,4,66000
2022,17,65+,台南市,2,67000
2022,17,65+,雲林縣,1,10009
2022,17,7~12,嘉義市,1,10020
2022,17,7~12,宜蘭縣,1,10002
2022,17,7~12,新北市,1,65000
2022,18,0~6,嘉義市,1,10020
2022,18,0~6,南投縣,1,10008
2022,18,0~6,新竹市,1,10018
2022,18,0~6,高雄市,1,64000
2022,18,0~6,台中市,3,66000
2022,18,13~18,宜蘭縣,1,10002
2022,18,13~18,新北市,1,65000
2022,18,13~18,新竹市,1,10018
2022,18,13~18,新竹縣,1,10004
2022,18,13~18,花蓮縣,1,10015
2022,18,13~18,台中市,1,66000
2022,18,13~18,台南市,1,67000
2022,18,19~64,嘉義市,1,10020
2022,18,19~64,嘉義縣,3,10010
2022,18,19~64,桃園市,5,68000
2022,18,19~64,南投縣,1,10008
2022,18,19~64,彰化縣,4,10007
2022,18,19~64,澎湖縣,2,10016
2022,18,19~64,宜蘭縣,5,10002
2022,18,19~64,新北市,8,65000
2022,18,19~64,新竹市,4,10018
2022,18,19~64,新竹縣,2,10004
2022,18,19~64,高雄市,9,64000
2022,18,19~64,台北市,6,63000
2022,18,19~64,台中市,18,66000
2022,18,19~64,台南市,3,67000
2022,18,19~64,台東縣,4,10014
2022,18,19~64,雲林縣,1,10009
2022,18,65+,嘉義市,1,10020
2022,18,65+,南投縣,2,10008
2022,18,65+,彰化縣,2,10007
2022,18,65+,新北市,2,65000
2022,18,65+,苗栗縣,1,10005
2022,18,65+,高雄市,3,64000
2022,18,65+,台北市,3,63000
2022,18,65+,台中市,5,66000
2022,18,65+,台南市,1,67000
2022,18,65+,台東縣,1,10014
2022,18,7~12,宜蘭縣,1,10002
2022,18,7~12,新北市,1,65000
2022,18,7~12,花蓮縣,1,10015
2022,18,7~12,台北市,1,63000
2022,18,7~12,台中市,1,66000
2022,18,7~12,台南市,1,67000
2022,19,0~6,南投縣,1,10008
2022,19,0~6,新北市,1,65000
2022,19,0~6,高雄市,5,64000
2022,19,0~6,台北市,1,63000
2022,19,0~6,台南市,1,67000
2022,19,19~64,桃園市,6,68000
2022,19,19~64,屏東縣,1,10013
2022,19,19~64,南投縣,1,10008
2022,19,19~64,彰化縣,5,10007
2022,19,19~64,宜蘭縣,3,10002
2022,19,19~64,新北市,4,65000
2022,19,19~64,花蓮縣,3,10015
2022,19,19~64,高雄市,7,64000
2022,19,19~64,台北市,5,63000
2022,19,19~64,台中市,13,66000
2022,19,19~64,台南市,4,67000
2022,19,19~64,台東縣,1,10014
2022,19,65+,嘉義市,2,10020
2022,19,65+,嘉義縣,1,10010
2022,19,65+,桃園市,1,68000
2022,19,65+,屏東縣,1,10013
2022,19,65+,彰化縣,1,10007
2022,19,65+,新北市,2,65000
2022,19,65+,花蓮縣,1,10015
2022,19,65+,金門縣,1,09020
2022,19,65+,高雄市,4,64000
2022,19,65+,台北市,3,63000
2022,19,65+,台中市,2,66000
2022,19,65+,台南市,2,67000
2022,19,65+,基隆市,2,10017
2022,19,7~12,新竹市,1,10018
2022,19,7~12,苗栗縣,1,10005
2022,19,7~12,台中市,1,66000
2022,20,0~6,桃園市,1,68000
2022,20,0~6,苗栗縣,1,10005
2022,20,0~6,高雄市,1,64000
2022,20,0~6,台北市,1,63000
2022,20,0~6,基隆市,1,10017
2022,20,13~18,台北市,1,63000
2022,20,13~18,台中市,1,66000
2022,20,19~64,嘉義市,1,10020
2022,20,19~64,嘉義縣,1,10010
2022,20,19~64,桃園市,5,68000
2022,20,19~64,南投縣,1,10008
2022,20,19~64,彰化縣,2,10007
2022,20,19~64,宜蘭縣,1,10002
2022,20,19~64,新北市,7,65000
2022,20,19~64,新竹縣,1,10004
2022,20,19~64,花蓮縣,2,10015
2022,20,19~64,高雄市,4,64000
2022,20,19~64,台北市,6,63000
2022,20,19~64,台中市,5,66000
2022,20,19~64,台南市,5,67000
2022,20,19~64,基隆市,1,10017
2022,20,65+,台北市,3,63000
2022,20,65+,台中市,1,66000
2022,20,65+,台南市,1,67000
2022,20,7~12,桃園市,2,68000
2022,20,7~12,南投縣,1,10008
2022,21,0~6,嘉義市,3,10020
2022,21,0~6,桃園市,3,68000
2022,21,0~6,彰化縣,1,10007
2022,21,0~6,高雄市,3,64000
2022,21,19~64,嘉義縣,1,10010
2022,21,19~64,桃園市,4,68000
2022,21,19~64,南投縣,2,10008
2022,21,19~64,彰化縣,6,10007
2022,21,19~64,澎湖縣,2,10016
2022,21,19~64,宜蘭縣,2,10002
2022,21,19~64,新北市,5,65000
2022,21,19~64,新竹縣,3,10004
2022,21,19~64,花蓮縣,3,10015
2022,21,19~64,苗栗縣,3,10005
2022,21,19~64,高雄市,4,64000
2022,21,19~64,台北市,7,63000
2022,21,19~64,台中市,7,66000
2022,21,19~64,台南市,4,67000
2022,21,19~64,台東縣,2,10014
2022,21,19~64,基隆市,1,10017
2022,21,65+,嘉義市,1,10020
2022,21,65+,彰化縣,1,10007
2022,21,65+,花蓮縣,1,10015
2022,21,65+,台北市,1,63000
2022,21,65+,台中市,4,66000
2022,21,7~12,嘉義市,2,10020
2022,21,7~12,南投縣,1,10008
2022,22,0~6,彰化縣,1,10007
2022,22,0~6,宜蘭縣,1,10002
2022,22,0~6,新北市,1,65000
2022,22,0~6,台北市,1,63000
2022,22,0~6,台中市,2,66000
2022,22,13~18,嘉義縣,1,10010
2022,22,13~18,金門縣,1,09020
2022,22,19~64,嘉義市,1,10020
2022,22,19~64,嘉義縣,4,10010
2022,22,19~64,桃園市,2,68000
2022,22,19~64,南投縣,5,10008
2022,22,19~64,彰化縣,2,10007
2022,22,19~64,澎湖縣,3,10016
2022,22,19~64,宜蘭縣,6,10002
2022,22,19~64,新北市,16,65000
2022,22,19~64,新竹市,2,10018
2022,22,19~64,花蓮縣,5,10015
2022,22,19~64,金門縣,1,09020
2022,22,19~64,高雄市,7,64000
2022,22,19~64,台北市,18,63000
2022,22,19~64,台中市,7,66000
2022,22,19~64,台南市,2,67000
2022,22,19~64,雲林縣,1,10009
2022,22,19~64,基隆市,1,10017
2022,22,65+,嘉義市,2,10020
2022,22,65+,桃園市,1,68000
2022,22,65+,南投縣,1,10008
2022,22,65+,彰化縣,3,10007
2022,22,65+,新北市,3,65000
2022,22,65+,台北市,3,63000
2022,22,65+,台中市,2,66000
2022,22,65+,台南市,3,67000
2022,22,65+,基隆市,1,10017
2022,22,7~12,屏東縣,1,10013
2022,22,7~12,彰化縣,1,10007
2022,22,7~12,高雄市,1,64000
2022,22,7~12,台北市,3,63000
2022,22,7~12,台南市,2,67000
2022,23,0~6,嘉義市,1,10020
2022,23,0~6,南投縣,1,10008
2022,23,0~6,台北市,1,63000
2022,23,0~6,台中市,3,66000
2022,23,0~6,台南市,1,67000
2022,23,13~18,屏東縣,1,10013
2022,23,13~18,宜蘭縣,1,10002
2022,23,13~18,台中市,2,66000
2022,23,13~18,台南市,1,67000
2022,23,19~64,嘉義市,2,10020
2022,23,19~64,嘉義縣,1,10010
2022,23,19~64,桃園市,8,68000
2022,23,19~64,彰化縣,5,10007
2022,23,19~64,宜蘭縣,2,10002
2022,23,19~64,新北市,5,65000
2022,23,19~64,新竹市,1,10018
2022,23,19~64,新竹縣,3,10004
2022,23,19~64,花蓮縣,5,10015
2022,23,19~64,苗栗縣,3,10005
2022,23,19~64,高雄市,8,64000
2022,23,19~64,台北市,10,63000
2022,23,19~64,台中市,15,66000
2022,23,19~64,台南市,7,67000
2022,23,19~64,台東縣,1,10014
2022,23,19~64,基隆市,1,10017
2022,23,65+,嘉義市,1,10020
2022,23,65+,嘉義縣,1,10010
2022,23,65+,桃園市,1,68000
2022,23,65+,新北市,1,65000
2022,23,65+,新竹市,1,10018
2022,23,65+,花蓮縣,2,10015
2022,23,65+,高雄市,3,64000
2022,23,65+,台北市,1,63000
2022,23,65+,台中市,2,66000
2022,23,65+,台南市,2,67000
2022,23,65+,雲林縣,1,10009
2022,23,7~12,桃園市,1,68000
2022,23,7~12,新竹縣,1,10004
2022,23,7~12,苗栗縣,1,10005
2022,23,7~12,台北市,1,63000
2022,23,7~12,台中市,1,66000
2022,23,7~12,台東縣,1,10014
2022,24,0~6,嘉義市,1,10020
2022,24,0~6,桃園市,3,68000
2022,24,0~6,南投縣,1,10008
2022,24,0~6,彰化縣,1,10007
2022,24,0~6,宜蘭縣,1,10002
2022,24,0~6,新竹市,1,10018
2022,24,0~6,花蓮縣,1,10015
2022,24,0~6,台中市,3,66000
2022,24,0~6,台南市,1,67000
2022,24,0~6,基隆市,1,10017
2022,24,13~18,台北市,1,63000
2022,24,13~18,台中市,2,66000
2022,24,19~64,嘉義市,1,10020
2022,24,19~64,嘉義縣,3,10010
2022,24,19~64,桃園市,7,68000
2022,24,19~64,屏東縣,1,10013
2022,24,19~64,南投縣,1,10008
2022,24,19~64,彰化縣,3,10007
2022,24,19~64,宜蘭縣,5,10002
2022,24,19~64,新北市,5,65000
2022,24,19~64,新竹市,1,10018
2022,24,19~64,花蓮縣,5,10015
2022,24,19~64,金門縣,1,09020
2022,24,19~64,苗栗縣,2,10005
2022,24,19~64,高雄市,5,64000
2022,24,19~64,台北市,8,63000
2022,24,19~64,台中市,14,66000
2022,24,19~64,台南市,8,67000
2022,24,19~64,台東縣,2,10014
2022,24,65+,嘉義縣,1,10010
2022,24,65+,連江縣,1,09007
2022,24,65+,南投縣,1,10008
2022,24,65+,彰化縣,2,10007
2022,24,65+,宜蘭縣,1,10002
2022,24,65+,新北市,2,65000
2022,24,65+,新竹市,1,10018
2022,24,65+,新竹縣,1,10004
2022,24,65+,苗栗縣,1,10005
2022,24,65+,台北市,2,63000
2022,24,65+,台中市,2,66000
2022,24,65+,台南市,2,67000
2022,24,7~12,桃園市,2,68000
2022,24,7~12,新北市,1,65000
2022,24,7~12,高雄市,1,64000
2022,24,7~12,台北市,1,63000
2022,24,7~12,台中市,3,66000
2022,24,7~12,基隆市,1,10017
2022,25,0~6,嘉義市,1,10020
2022,25,0~6,宜蘭縣,1,10002
2022,25,0~6,新北市,2,65000
2022,25,0~6,高雄市,1,64000
2022,25,0~6,台北市,3,63000
2022,25,0~6,台中市,4,66000
2022,25,0~6,台南市,1,67000
2022,25,13~18,桃園市,1,68000
2022,25,13~18,屏東縣,1,10013
2022,25,13~18,彰化縣,1,10007
2022,25,13~18,新竹市,1,10018
2022,25,13~18,新竹縣,2,10004
2022,25,19~64,嘉義市,1,10020
2022,25,19~64,嘉義縣,5,10010
2022,25,19~64,桃園市,5,68000
2022,25,19~64,屏東縣,1,10013
2022,25,19~64,南投縣,5,10008
2022,25,19~64,彰化縣,3,10007
2022,25,19~64,澎湖縣,2,10016
2022,25,19~64,宜蘭縣,7,10002
2022,25,19~64,新北市,11,65000
2022,25,19~64,新竹市,3,10018
2022,25,19~64,新竹縣,3,10004
2022,25,19~64,花蓮縣,2,10015
2022,25,19~64,苗栗縣,2,10005
2022,25,19~64,高雄市,15,64000
2022,25,19~64,台北市,12,63000
2022,25,19~64,台中市,13,66000
2022,25,19~64,台南市,2,67000
2022,25,19~64,台東縣,1,10014
2022,25,19~64,雲林縣,1,10009
2022,25,19~64,基隆市,4,10017
2022,25,65+,桃園市,3,68000
2022,25,65+,彰化縣,1,10007
2022,25,65+,宜蘭縣,2,10002
2022,25,65+,新北市,4,65000
2022,25,65+,新竹市,1,10018
2022,25,65+,新竹縣,1,10004
2022,25,65+,花蓮縣,5,10015
2022,25,65+,金門縣,1,09020
2022,25,65+,高雄市,4,64000
2022,25,65+,台北市,5,63000
2022,25,65+,台中市,3,66000
2022,25,65+,台南市,3,67000
2022,25,7~12,花蓮縣,1,10015
2022,25,7~12,台東縣,1,10014
2022,26,0~6,屏東縣,1,10013
2022,26,0~6,高雄市,2,64000
2022,26,0~6,台南市,1,67000
2022,26,0~6,雲林縣,1,10009
2022,26,13~18,南投縣,1,10008
2022,26,13~18,高雄市,1,64000
2022,26,13~18,台北市,1,63000
2022,26,13~18,台東縣,1,10014
2022,26,19~64,嘉義縣,2,10010
2022,26,19~64,桃園市,4,68000
2022,26,19~64,南投縣,1,10008
2022,26,19~64,宜蘭縣,5,10002
2022,26,19~64,新北市,7,65000
2022,26,19~64,新竹市,2,10018
2022,26,19~64,新竹縣,1,10004
2022,26,19~64,花蓮縣,5,10015
2022,26,19~64,金門縣,3,09020
2022,26,19~64,苗栗縣,4,10005
2022,26,19~64,高雄市,6,64000
2022,26,19~64,台北市,15,63000
2022,26,19~64,台中市,10,66000
2022,26,19~64,台南市,2,67000
2022,26,19~64,台東縣,2,10014
2022,26,19~64,雲林縣,2,10009
2022,26,19~64,基隆市,1,10017
2022,26,65+,桃園市,2,68000
2022,26,65+,南投縣,1,10008
2022,26,65+,宜蘭縣,3,10002
2022,26,65+,新北市,4,65000
2022,26,65+,花蓮縣,1,10015
2022,26,65+,高雄市,4,64000
2022,26,65+,台北市,7,63000
2022,26,65+,台中市,4,66000
2022,26,65+,台東縣,1,10014
2022,26,65+,基隆市,2,10017
2022,26,7~12,桃園市,1,68000
2022,26,7~12,新北市,1,65000
2022,26,7~12,高雄市,1,64000
2022,26,7~12,台北市,1,63000
2022,27,0~6,花蓮縣,1,10015
2022,27,0~6,高雄市,2,64000
2022,27,13~18,嘉義縣,1,10010
2022,27,13~18,彰化縣,2,10007
2022,27,13~18,花蓮縣,1,10015
2022,27,13~18,台中市,1,66000
2022,27,19~64,嘉義市,2,10020
2022,27,19~64,嘉義縣,3,10010
2022,27,19~64,連江縣,1,09007
2022,27,19~64,桃園市,5,68000
2022,27,19~64,屏東縣,1,10013
2022,27,19~64,南投縣,3,10008
2022,27,19~64,彰化縣,4,10007
2022,27,19~64,澎湖縣,1,10016
2022,27,19~64,宜蘭縣,6,10002
2022,27,19~64,新北市,10,65000
2022,27,19~64,新竹市,2,10018
2022,27,19~64,新竹縣,1,10004
2022,27,19~64,花蓮縣,5,10015
2022,27,19~64,金門縣,1,09020
2022,27,19~64,苗栗縣,2,10005
2022,27,19~64,高雄市,10,64000
2022,27,19~64,台北市,21,63000
2022,27,19~64,台中市,9,66000
2022,27,19~64,台南市,6,67000
2022,27,19~64,基隆市,1,10017
2022,27,65+,嘉義市,1,10020
2022,27,65+,桃園市,2,68000
2022,27,65+,屏東縣,1,10013
2022,27,65+,南投縣,1,10008
2022,27,65+,宜蘭縣,3,10002
2022,27,65+,新北市,2,65000
2022,27,65+,新竹市,1,10018
2022,27,65+,台北市,3,63000
2022,27,65+,台中市,7,66000
2022,27,65+,台南市,1,67000
2022,27,7~12,桃園市,2,68000
2022,27,7~12,宜蘭縣,2,10002
2022,27,7~12,台北市,1,63000
2022,27,7~12,台中市,1,66000
2022,28,0~6,嘉義市,1,10020
2022,28,0~6,嘉義縣,1,10010
2022,28,0~6,桃園市,2,68000
2022,28,0~6,屏東縣,1,10013
2022,28,0~6,新北市,1,65000
2022,28,0~6,高雄市,1,64000
2022,28,0~6,台北市,1,63000
2022,28,0~6,台中市,2,66000
2022,28,13~18,嘉義市,1,10020
2022,28,13~18,彰化縣,1,10007
2022,28,13~18,宜蘭縣,1,10002
2022,28,13~18,新北市,1,65000
2022,28,13~18,花蓮縣,1,10015
2022,28,13~18,高雄市,1,64000
2022,28,13~18,基隆市,1,10017
2022,28,19~64,嘉義市,2,10020
2022,28,19~64,嘉義縣,6,10010
2022,28,19~64,連江縣,2,09007
2022,28,19~64,桃園市,11,68000
2022,28,19~64,南投縣,2,10008
2022,28,19~64,彰化縣,1,10007
2022,28,19~64,宜蘭縣,5,10002
2022,28,19~64,新北市,9,65000
2022,28,19~64,新竹市,1,10018
2022,28,19~64,花蓮縣,4,10015
2022,28,19~64,高雄市,9,64000
2022,28,19~64,台北市,7,63000
2022,28,19~64,台中市,16,66000
2022,28,19~64,台南市,4,67000
2022,28,19~64,台東縣,2,10014
2022,28,19~64,基隆市,1,10017
2022,28,65+,嘉義縣,1,10010
