年,週,年齡別,縣市,紅眼症急診就診人次,縣市別代碼
2008,33,19~64,高雄市,15,64000
2008,33,19~64,台北市,29,63000
2008,33,19~64,台中市,6,66000
2008,33,19~64,台南市,4,67000
2008,33,19~64,基隆市,5,10017
2008,33,65+,嘉義縣,3,10010
2008,33,65+,南投縣,1,10008
2008,33,65+,宜蘭縣,1,10002
2008,33,65+,新竹市,1,10018
2008,33,65+,高雄市,4,64000
2008,33,65+,台北市,6,63000
2008,33,65+,台中市,2,66000
2008,33,7~12,南投縣,1,10008
2008,33,7~12,澎湖縣,1,10016
2008,33,7~12,宜蘭縣,2,10002
2008,33,7~12,新北市,2,65000
2008,33,7~12,花蓮縣,1,10015
2008,33,7~12,高雄市,2,64000
2008,33,7~12,台北市,4,63000
2008,33,7~12,台南市,2,67000
2008,34,0~6,嘉義市,1,10020
2008,34,0~6,桃園市,6,68000
2008,34,0~6,彰化縣,7,10007
2008,34,0~6,澎湖縣,1,10016
2008,34,0~6,新北市,6,65000
2008,34,0~6,新竹市,1,10018
2008,34,0~6,高雄市,3,64000
2008,34,0~6,台北市,6,63000
2008,34,0~6,台中市,2,66000
2008,34,0~6,台東縣,2,10014
2008,34,0~6,基隆市,2,10017
2008,34,13~18,桃園市,1,68000
2008,34,13~18,彰化縣,2,10007
2008,34,13~18,宜蘭縣,1,10002
2008,34,13~18,新北市,1,65000
2008,34,13~18,金門縣,1,09020
2008,34,13~18,高雄市,4,64000
2008,34,13~18,台北市,4,63000
2008,34,13~18,台中市,2,66000
2008,34,13~18,台東縣,1,10014
2008,34,13~18,基隆市,1,10017
2008,34,19~64,嘉義市,6,10020
2008,34,19~64,嘉義縣,2,10010
2008,34,19~64,桃園市,8,68000
2008,34,19~64,南投縣,1,10008
2008,34,19~64,彰化縣,4,10007
2008,34,19~64,宜蘭縣,8,10002
2008,34,19~64,新北市,4,65000
2008,34,19~64,新竹市,1,10018
2008,34,19~64,花蓮縣,1,10015
2008,34,19~64,金門縣,2,09020
2008,34,19~64,高雄市,18,64000
2008,34,19~64,台北市,35,63000
2008,34,19~64,台中市,5,66000
2008,34,19~64,台南市,1,67000
2008,34,19~64,台東縣,2,10014
2008,34,19~64,基隆市,3,10017
2008,34,65+,嘉義縣,2,10010
2008,34,65+,彰化縣,1,10007
2008,34,65+,宜蘭縣,1,10002
2008,34,65+,新北市,2,65000
2008,34,65+,高雄市,5,64000
2008,34,65+,台北市,4,63000
2008,34,65+,基隆市,1,10017
2008,34,7~12,屏東縣,1,10013
2008,34,7~12,彰化縣,1,10007
2008,34,7~12,澎湖縣,2,10016
2008,34,7~12,高雄市,3,64000
2008,34,7~12,台北市,2,63000
2008,34,7~12,台中市,1,66000
2008,34,7~12,基隆市,2,10017
2008,35,0~6,彰化縣,1,10007
2008,35,0~6,新北市,5,65000
2008,35,0~6,花蓮縣,3,10015
2008,35,0~6,高雄市,6,64000
2008,35,0~6,台北市,9,63000
2008,35,0~6,台中市,2,66000
2008,35,0~6,台東縣,1,10014
2008,35,0~6,基隆市,1,10017
2008,35,13~18,屏東縣,1,10013
2008,35,13~18,澎湖縣,1,10016
2008,35,13~18,宜蘭縣,1,10002
2008,35,13~18,高雄市,2,64000
2008,35,13~18,台北市,4,63000
2008,35,19~64,嘉義市,3,10020
2008,35,19~64,桃園市,5,68000
2008,35,19~64,屏東縣,2,10013
2008,35,19~64,彰化縣,3,10007
2008,35,19~64,澎湖縣,3,10016
2008,35,19~64,宜蘭縣,5,10002
2008,35,19~64,新北市,5,65000
2008,35,19~64,新竹市,3,10018
2008,35,19~64,新竹縣,1,10004
2008,35,19~64,花蓮縣,5,10015
2008,35,19~64,高雄市,16,64000
2008,35,19~64,台北市,32,63000
2008,35,19~64,台中市,7,66000
2008,35,19~64,台東縣,1,10014
2008,35,19~64,基隆市,1,10017
2008,35,65+,嘉義縣,1,10010
2008,35,65+,彰化縣,1,10007
2008,35,65+,宜蘭縣,1,10002
2008,35,65+,苗栗縣,1,10005
2008,35,65+,高雄市,2,64000
2008,35,65+,台北市,3,63000
2008,35,65+,台中市,1,66000
2008,35,65+,台東縣,1,10014
2008,35,7~12,嘉義市,1,10020
2008,35,7~12,南投縣,1,10008
2008,35,7~12,花蓮縣,1,10015
2008,35,7~12,高雄市,2,64000
2008,35,7~12,台北市,2,63000
2008,35,7~12,台中市,1,66000
2008,35,7~12,基隆市,1,10017
2008,36,0~6,嘉義縣,1,10010
2008,36,0~6,桃園市,4,68000
2008,36,0~6,屏東縣,1,10013
2008,36,0~6,南投縣,1,10008
2008,36,0~6,澎湖縣,1,10016
2008,36,0~6,宜蘭縣,1,10002
2008,36,0~6,新北市,3,65000
2008,36,0~6,新竹市,1,10018
2008,36,0~6,花蓮縣,2,10015
2008,36,0~6,高雄市,3,64000
2008,36,0~6,台北市,8,63000
2008,36,0~6,台中市,1,66000
2008,36,0~6,雲林縣,1,10009
2008,36,0~6,基隆市,2,10017
2008,36,13~18,宜蘭縣,1,10002
2008,36,13~18,新北市,1,65000
2008,36,13~18,花蓮縣,1,10015
2008,36,13~18,高雄市,2,64000
2008,36,13~18,台北市,3,63000
2008,36,13~18,基隆市,2,10017
2008,36,19~64,嘉義市,2,10020
2008,36,19~64,嘉義縣,1,10010
2008,36,19~64,桃園市,6,68000
2008,36,19~64,南投縣,3,10008
2008,36,19~64,彰化縣,7,10007
2008,36,19~64,澎湖縣,1,10016
2008,36,19~64,宜蘭縣,5,10002
2008,36,19~64,新北市,3,65000
2008,36,19~64,新竹市,4,10018
2008,36,19~64,花蓮縣,2,10015
2008,36,19~64,高雄市,17,64000
2008,36,19~64,台北市,40,63000
2008,36,19~64,台中市,9,66000
2008,36,19~64,雲林縣,1,10009
2008,36,19~64,基隆市,5,10017
2008,36,65+,澎湖縣,1,10016
2008,36,65+,新北市,1,65000
2008,36,65+,高雄市,3,64000
2008,36,65+,台北市,2,63000
2008,36,65+,台中市,3,66000
2008,36,65+,基隆市,1,10017
2008,36,7~12,彰化縣,1,10007
2008,36,7~12,新北市,1,65000
2008,36,7~12,高雄市,1,64000
2008,36,7~12,台北市,4,63000
2008,36,7~12,台中市,1,66000
2008,37,0~6,嘉義市,1,10020
2008,37,0~6,桃園市,6,68000
2008,37,0~6,彰化縣,2,10007
2008,37,0~6,宜蘭縣,1,10002
2008,37,0~6,新北市,7,65000
2008,37,0~6,新竹市,3,10018
2008,37,0~6,苗栗縣,1,10005
2008,37,0~6,高雄市,6,64000
2008,37,0~6,台北市,10,63000
2008,37,0~6,台中市,3,66000
2008,37,0~6,台南市,1,67000
2008,37,0~6,台東縣,1,10014
2008,37,0~6,基隆市,1,10017
2008,37,13~18,嘉義縣,1,10010
2008,37,13~18,桃園市,1,68000
2008,37,13~18,新北市,1,65000
2008,37,13~18,新竹市,3,10018
2008,37,13~18,金門縣,1,09020
2008,37,13~18,高雄市,1,64000
2008,37,13~18,台北市,4,63000
2008,37,13~18,台中市,1,66000
2008,37,13~18,基隆市,1,10017
2008,37,19~64,嘉義縣,1,10010
2008,37,19~64,桃園市,9,68000
2008,37,19~64,屏東縣,1,10013
2008,37,19~64,南投縣,3,10008
2008,37,19~64,彰化縣,10,10007
2008,37,19~64,澎湖縣,2,10016
2008,37,19~64,宜蘭縣,7,10002
2008,37,19~64,新北市,7,65000
2008,37,19~64,新竹市,10,10018
2008,37,19~64,花蓮縣,1,10015
2008,37,19~64,金門縣,1,09020
2008,37,19~64,苗栗縣,2,10005
2008,37,19~64,高雄市,15,64000
2008,37,19~64,台北市,37,63000
2008,37,19~64,台中市,5,66000
2008,37,19~64,台南市,1,67000
2008,37,19~64,雲林縣,1,10009
2008,37,19~64,基隆市,2,10017
2008,37,65+,桃園市,1,68000
2008,37,65+,宜蘭縣,1,10002
2008,37,65+,花蓮縣,2,10015
2008,37,65+,高雄市,2,64000
2008,37,65+,台北市,7,63000
2008,37,65+,台中市,1,66000
2008,37,65+,台東縣,1,10014
2008,37,7~12,桃園市,2,68000
2008,37,7~12,新北市,1,65000
2008,37,7~12,新竹市,2,10018
2008,37,7~12,高雄市,1,64000
2008,37,7~12,台北市,4,63000
2008,37,7~12,台中市,4,66000
2008,37,7~12,台南市,2,67000
2008,37,7~12,雲林縣,1,10009
2008,37,7~12,基隆市,2,10017
2008,38,0~6,嘉義市,3,10020
2008,38,0~6,嘉義縣,1,10010
2008,38,0~6,桃園市,3,68000
2008,38,0~6,彰化縣,2,10007
2008,38,0~6,澎湖縣,2,10016
2008,38,0~6,宜蘭縣,3,10002
2008,38,0~6,新北市,5,65000
2008,38,0~6,新竹市,6,10018
2008,38,0~6,高雄市,4,64000
2008,38,0~6,台北市,7,63000
2008,38,0~6,台中市,5,66000
2008,38,0~6,台南市,1,67000
2008,38,13~18,桃園市,1,68000
2008,38,13~18,彰化縣,1,10007
2008,38,13~18,宜蘭縣,1,10002
2008,38,13~18,苗栗縣,2,10005
2008,38,13~18,高雄市,2,64000
2008,38,13~18,台北市,5,63000
2008,38,19~64,嘉義縣,3,10010
2008,38,19~64,桃園市,7,68000
2008,38,19~64,彰化縣,12,10007
2008,38,19~64,澎湖縣,3,10016
2008,38,19~64,宜蘭縣,1,10002
2008,38,19~64,新北市,7,65000
2008,38,19~64,新竹市,1,10018
2008,38,19~64,花蓮縣,4,10015
2008,38,19~64,金門縣,2,09020
2008,38,19~64,高雄市,13,64000
2008,38,19~64,台北市,37,63000
2008,38,19~64,台中市,6,66000
2008,38,19~64,台南市,1,67000
2008,38,19~64,台東縣,1,10014
2008,38,19~64,基隆市,8,10017
2008,38,65+,桃園市,1,68000
2008,38,65+,彰化縣,3,10007
2008,38,65+,新北市,2,65000
2008,38,65+,花蓮縣,1,10015
2008,38,65+,高雄市,2,64000
2008,38,65+,台北市,2,63000
2008,38,65+,台中市,1,66000
2008,38,7~12,嘉義縣,2,10010
2008,38,7~12,桃園市,2,68000
2008,38,7~12,宜蘭縣,1,10002
2008,38,7~12,新北市,1,65000
2008,38,7~12,高雄市,2,64000
2008,38,7~12,台北市,2,63000
2008,38,7~12,台東縣,1,10014
2008,39,0~6,嘉義縣,1,10010
2008,39,0~6,桃園市,2,68000
2008,39,0~6,彰化縣,3,10007
2008,39,0~6,新北市,4,65000
2008,39,0~6,新竹市,3,10018
2008,39,0~6,花蓮縣,1,10015
2008,39,0~6,高雄市,5,64000
2008,39,0~6,台北市,8,63000
2008,39,0~6,台中市,5,66000
2008,39,0~6,台東縣,1,10014
2008,39,0~6,雲林縣,1,10009
2008,39,13~18,桃園市,2,68000
2008,39,13~18,屏東縣,1,10013
2008,39,13~18,宜蘭縣,2,10002
2008,39,13~18,新竹市,2,10018
2008,39,13~18,高雄市,4,64000
2008,39,13~18,台北市,4,63000
2008,39,13~18,台中市,2,66000
2008,39,13~18,雲林縣,1,10009
2008,39,19~64,嘉義縣,2,10010
2008,39,19~64,桃園市,8,68000
2008,39,19~64,屏東縣,1,10013
2008,39,19~64,南投縣,1,10008
2008,39,19~64,彰化縣,2,10007
2008,39,19~64,澎湖縣,4,10016
2008,39,19~64,宜蘭縣,10,10002
2008,39,19~64,新北市,7,65000
2008,39,19~64,新竹市,9,10018
2008,39,19~64,花蓮縣,2,10015
2008,39,19~64,金門縣,1,09020
2008,39,19~64,苗栗縣,2,10005
2008,39,19~64,高雄市,23,64000
2008,39,19~64,台北市,41,63000
2008,39,19~64,台中市,9,66000
2008,39,19~64,台東縣,2,10014
2008,39,19~64,基隆市,2,10017
2008,39,65+,彰化縣,1,10007
2008,39,65+,宜蘭縣,2,10002
2008,39,65+,新北市,2,65000
2008,39,65+,新竹市,1,10018
2008,39,65+,花蓮縣,1,10015
2008,39,65+,高雄市,1,64000
2008,39,65+,台北市,7,63000
2008,39,65+,台南市,1,67000
2008,39,65+,基隆市,1,10017
2008,39,7~12,嘉義市,1,10020
2008,39,7~12,宜蘭縣,1,10002
2008,39,7~12,新竹市,1,10018
2008,39,7~12,高雄市,2,64000
2008,39,7~12,台北市,4,63000
2008,39,7~12,台中市,1,66000
2008,40,0~6,嘉義市,1,10020
2008,40,0~6,嘉義縣,3,10010
2008,40,0~6,桃園市,3,68000
2008,40,0~6,屏東縣,1,10013
2008,40,0~6,南投縣,1,10008
2008,40,0~6,彰化縣,1,10007
2008,40,0~6,宜蘭縣,1,10002
2008,40,0~6,新北市,4,65000
2008,40,0~6,新竹市,6,10018
2008,40,0~6,花蓮縣,3,10015
2008,40,0~6,高雄市,6,64000
2008,40,0~6,台北市,7,63000
2008,40,0~6,台中市,3,66000
2008,40,0~6,台東縣,1,10014
2008,40,0~6,雲林縣,3,10009
2008,40,0~6,基隆市,1,10017
2008,40,13~18,桃園市,1,68000
2008,40,13~18,彰化縣,1,10007
2008,40,13~18,新竹市,1,10018
2008,40,13~18,花蓮縣,3,10015
2008,40,13~18,高雄市,2,64000
2008,40,13~18,台北市,9,63000
2008,40,13~18,基隆市,2,10017
2008,40,19~64,嘉義市,1,10020
2008,40,19~64,嘉義縣,7,10010
2008,40,19~64,桃園市,6,68000
2008,40,19~64,屏東縣,1,10013
2008,40,19~64,南投縣,1,10008
2008,40,19~64,彰化縣,8,10007
2008,40,19~64,澎湖縣,1,10016
2008,40,19~64,宜蘭縣,7,10002
2008,40,19~64,新北市,4,65000
2008,40,19~64,新竹市,11,10018
2008,40,19~64,花蓮縣,4,10015
2008,40,19~64,高雄市,14,64000
2008,40,19~64,台北市,36,63000
2008,40,19~64,台中市,8,66000
2008,40,19~64,台南市,2,67000
2008,40,19~64,台東縣,2,10014
2008,40,19~64,雲林縣,1,10009
2008,40,19~64,基隆市,5,10017
2008,40,65+,桃園市,1,68000
2008,40,65+,宜蘭縣,1,10002
2008,40,65+,新北市,2,65000
2008,40,65+,新竹市,2,10018
2008,40,65+,高雄市,4,64000
2008,40,65+,台北市,6,63000
2008,40,65+,基隆市,1,10017
2008,40,7~12,彰化縣,1,10007
2008,40,7~12,新竹市,3,10018
2008,40,7~12,高雄市,3,64000
2008,40,7~12,台中市,3,66000
2008,40,7~12,基隆市,1,10017
2008,41,0~6,嘉義市,3,10020
2008,41,0~6,桃園市,2,68000
2008,41,0~6,彰化縣,3,10007
2008,41,0~6,宜蘭縣,1,10002
2008,41,0~6,新北市,5,65000
2008,41,0~6,新竹市,3,10018
2008,41,0~6,高雄市,8,64000
2008,41,0~6,台北市,13,63000
2008,41,0~6,台中市,5,66000
2008,41,0~6,台南市,5,67000
2008,41,0~6,雲林縣,1,10009
2008,41,0~6,基隆市,1,10017
2008,41,13~18,嘉義市,1,10020
2008,41,13~18,桃園市,3,68000
2008,41,13~18,新北市,4,65000
2008,41,13~18,新竹市,2,10018
2008,41,13~18,苗栗縣,1,10005
2008,41,13~18,高雄市,3,64000
2008,41,13~18,台北市,3,63000
2008,41,13~18,基隆市,1,10017
2008,41,19~64,嘉義市,3,10020
2008,41,19~64,嘉義縣,1,10010
2008,41,19~64,桃園市,9,68000
2008,41,19~64,屏東縣,3,10013
2008,41,19~64,彰化縣,8,10007
2008,41,19~64,澎湖縣,2,10016
2008,41,19~64,宜蘭縣,2,10002
2008,41,19~64,新北市,8,65000
2008,41,19~64,新竹市,7,10018
2008,41,19~64,花蓮縣,1,10015
2008,41,19~64,金門縣,3,09020
2008,41,19~64,苗栗縣,1,10005
2008,41,19~64,高雄市,17,64000
2008,41,19~64,台北市,38,63000
2008,41,19~64,台中市,8,66000
2008,41,19~64,台南市,1,67000
2008,41,19~64,台東縣,2,10014
2008,41,19~64,基隆市,4,10017
2008,41,65+,嘉義縣,1,10010
2008,41,65+,桃園市,1,68000
2008,41,65+,屏東縣,1,10013
2008,41,65+,彰化縣,1,10007
2008,41,65+,新北市,2,65000
2008,41,65+,高雄市,2,64000
2008,41,65+,台北市,8,63000
2008,41,65+,台南市,1,67000
2008,41,7~12,嘉義市,1,10020
2008,41,7~12,桃園市,5,68000
2008,41,7~12,彰化縣,1,10007
2008,41,7~12,宜蘭縣,2,10002
2008,41,7~12,新北市,4,65000
2008,41,7~12,高雄市,3,64000
2008,41,7~12,台北市,1,63000
2008,42,0~6,桃園市,2,68000
2008,42,0~6,彰化縣,6,10007
2008,42,0~6,宜蘭縣,5,10002
2008,42,0~6,新北市,2,65000
2008,42,0~6,新竹市,6,10018
2008,42,0~6,高雄市,4,64000
2008,42,0~6,台北市,17,63000
2008,42,0~6,台中市,4,66000
2008,42,0~6,雲林縣,2,10009
2008,42,0~6,基隆市,1,10017
2008,42,13~18,桃園市,1,68000
2008,42,13~18,新北市,1,65000
2008,42,13~18,新竹市,1,10018
2008,42,13~18,高雄市,3,64000
2008,42,13~18,台北市,8,63000
2008,42,13~18,台中市,2,66000
2008,42,19~64,嘉義市,1,10020
2008,42,19~64,嘉義縣,1,10010
2008,42,19~64,桃園市,6,68000
2008,42,19~64,屏東縣,1,10013
2008,42,19~64,南投縣,3,10008
2008,42,19~64,彰化縣,5,10007
2008,42,19~64,宜蘭縣,7,10002
2008,42,19~64,新北市,5,65000
2008,42,19~64,新竹市,13,10018
2008,42,19~64,新竹縣,1,10004
2008,42,19~64,花蓮縣,1,10015
2008,42,19~64,金門縣,1,09020
2008,42,19~64,苗栗縣,1,10005
2008,42,19~64,高雄市,20,64000
2008,42,19~64,台北市,41,63000
2008,42,19~64,台中市,10,66000
2008,42,19~64,台南市,1,67000
2008,42,19~64,雲林縣,1,10009
2008,42,19~64,基隆市,2,10017
2008,42,65+,嘉義縣,1,10010
2008,42,65+,澎湖縣,1,10016
2008,42,65+,新北市,1,65000
2008,42,65+,新竹市,1,10018
2008,42,65+,高雄市,2,64000
2008,42,65+,台北市,7,63000
2008,42,65+,台中市,5,66000
2008,42,7~12,桃園市,2,68000
2008,42,7~12,屏東縣,1,10013
2008,42,7~12,南投縣,1,10008
2008,42,7~12,彰化縣,1,10007
2008,42,7~12,新北市,1,65000
2008,42,7~12,新竹市,2,10018
2008,42,7~12,高雄市,3,64000
2008,42,7~12,台北市,4,63000
2008,42,7~12,台中市,1,66000
2008,42,7~12,台南市,1,67000
2008,43,0~6,嘉義市,2,10020
2008,43,0~6,彰化縣,5,10007
2008,43,0~6,澎湖縣,1,10016
2008,43,0~6,新北市,4,65000
2008,43,0~6,新竹市,5,10018
2008,43,0~6,高雄市,6,64000
2008,43,0~6,台北市,12,63000
2008,43,0~6,台中市,8,66000
2008,43,0~6,基隆市,2,10017
2008,43,13~18,桃園市,3,68000
2008,43,13~18,彰化縣,1,10007
2008,43,13~18,新竹縣,1,10004
2008,43,13~18,高雄市,2,64000
2008,43,13~18,台北市,4,63000
2008,43,13~18,台中市,1,66000
2008,43,13~18,台南市,2,67000
2008,43,19~64,嘉義市,2,10020
2008,43,19~64,嘉義縣,1,10010
2008,43,19~64,桃園市,8,68000
2008,43,19~64,屏東縣,2,10013
2008,43,19~64,彰化縣,5,10007
2008,43,19~64,澎湖縣,1,10016
2008,43,19~64,宜蘭縣,4,10002
2008,43,19~64,新北市,8,65000
2008,43,19~64,新竹市,13,10018
2008,43,19~64,花蓮縣,2,10015
2008,43,19~64,金門縣,4,09020
2008,43,19~64,苗栗縣,1,10005
2008,43,19~64,高雄市,6,64000
2008,43,19~64,台北市,29,63000
2008,43,19~64,台中市,9,66000
2008,43,19~64,台南市,1,67000
2008,43,19~64,台東縣,4,10014
2008,43,19~64,雲林縣,1,10009
2008,43,19~64,基隆市,2,10017
2008,43,65+,南投縣,1,10008
2008,43,65+,澎湖縣,1,10016
2008,43,65+,新北市,1,65000
2008,43,65+,新竹市,1,10018
2008,43,65+,花蓮縣,1,10015
2008,43,65+,苗栗縣,1,10005
2008,43,65+,高雄市,4,64000
2008,43,65+,台北市,1,63000
2008,43,65+,台中市,1,66000
2008,43,65+,台南市,1,67000
2008,43,65+,基隆市,1,10017
2008,43,7~12,桃園市,2,68000
2008,43,7~12,彰化縣,2,10007
2008,43,7~12,宜蘭縣,1,10002
2008,43,7~12,新北市,4,65000
2008,43,7~12,新竹市,3,10018
2008,43,7~12,金門縣,1,09020
2008,43,7~12,高雄市,4,64000
2008,43,7~12,台北市,3,63000
2008,43,7~12,台中市,1,66000
2008,44,0~6,桃園市,3,68000
2008,44,0~6,彰化縣,5,10007
2008,44,0~6,澎湖縣,1,10016
2008,44,0~6,宜蘭縣,3,10002
2008,44,0~6,新北市,7,65000
2008,44,0~6,新竹市,4,10018
2008,44,0~6,高雄市,6,64000
2008,44,0~6,台北市,12,63000
2008,44,0~6,台中市,7,66000
2008,44,0~6,基隆市,2,10017
2008,44,13~18,嘉義市,1,10020
2008,44,13~18,嘉義縣,1,10010
2008,44,13~18,澎湖縣,1,10016
2008,44,13~18,新北市,3,65000
2008,44,13~18,高雄市,5,64000
2008,44,13~18,台北市,4,63000
2008,44,13~18,台中市,2,66000
2008,44,13~18,基隆市,1,10017
2008,44,19~64,嘉義縣,1,10010
2008,44,19~64,桃園市,11,68000
2008,44,19~64,南投縣,2,10008
2008,44,19~64,彰化縣,4,10007
2008,44,19~64,澎湖縣,1,10016
2008,44,19~64,宜蘭縣,3,10002
2008,44,19~64,新北市,8,65000
2008,44,19~64,新竹市,12,10018
2008,44,19~64,苗栗縣,2,10005
2008,44,19~64,高雄市,13,64000
2008,44,19~64,台北市,31,63000
2008,44,19~64,台中市,9,66000
2008,44,19~64,台南市,1,67000
2008,44,19~64,台東縣,1,10014
2008,44,19~64,基隆市,7,10017
2008,44,65+,桃園市,1,68000
2008,44,65+,屏東縣,1,10013
2008,44,65+,彰化縣,1,10007
2008,44,65+,宜蘭縣,1,10002
2008,44,65+,新北市,2,65000
2008,44,65+,新竹市,1,10018
2008,44,65+,金門縣,1,09020
2008,44,65+,高雄市,1,64000
2008,44,65+,台北市,5,63000
2008,44,65+,台中市,1,66000
2008,44,65+,台南市,1,67000
2008,44,7~12,桃園市,1,68000
2008,44,7~12,彰化縣,4,10007
2008,44,7~12,新北市,3,65000
2008,44,7~12,新竹市,1,10018
2008,44,7~12,高雄市,3,64000
2008,44,7~12,台北市,2,63000
2008,44,7~12,台中市,1,66000
2008,44,7~12,雲林縣,1,10009
2008,44,7~12,基隆市,1,10017
2008,45,0~6,桃園市,4,68000
2008,45,0~6,彰化縣,3,10007
2008,45,0~6,宜蘭縣,1,10002
2008,45,0~6,新北市,8,65000
2008,45,0~6,新竹市,1,10018
2008,45,0~6,高雄市,3,64000
2008,45,0~6,台北市,13,63000
2008,45,0~6,台中市,2,66000
2008,45,0~6,雲林縣,1,10009
2008,45,0~6,基隆市,1,10017
2008,45,13~18,嘉義縣,1,10010
2008,45,13~18,桃園市,3,68000
2008,45,13~18,彰化縣,1,10007
2008,45,13~18,新北市,1,65000
2008,45,13~18,台北市,8,63000
2008,45,19~64,嘉義市,3,10020
2008,45,19~64,嘉義縣,3,10010
2008,45,19~64,桃園市,12,68000
2008,45,19~64,屏東縣,1,10013
2008,45,19~64,彰化縣,4,10007
2008,45,19~64,澎湖縣,2,10016
2008,45,19~64,宜蘭縣,2,10002
2008,45,19~64,新北市,7,65000
2008,45,19~64,新竹市,3,10018
2008,45,19~64,花蓮縣,1,10015
2008,45,19~64,金門縣,2,09020
2008,45,19~64,苗栗縣,1,10005
2008,45,19~64,高雄市,26,64000
2008,45,19~64,台北市,26,63000
2008,45,19~64,台中市,10,66000
2008,45,19~64,台南市,4,67000
2008,45,19~64,台東縣,1,10014
2008,45,19~64,基隆市,2,10017
2008,45,65+,嘉義市,1,10020
2008,45,65+,嘉義縣,1,10010
2008,45,65+,桃園市,2,68000
2008,45,65+,彰化縣,1,10007
2008,45,65+,新北市,2,65000
2008,45,65+,金門縣,1,09020
2008,45,65+,高雄市,1,64000
2008,45,65+,台北市,5,63000
2008,45,65+,台中市,1,66000
2008,45,65+,台東縣,1,10014
2008,45,7~12,嘉義市,1,10020
2008,45,7~12,嘉義縣,1,10010
2008,45,7~12,桃園市,2,68000
2008,45,7~12,彰化縣,1,10007
2008,45,7~12,澎湖縣,1,10016
2008,45,7~12,新北市,1,65000
2008,45,7~12,花蓮縣,1,10015
2008,45,7~12,高雄市,3,64000
2008,45,7~12,台北市,4,63000
2008,45,7~12,台中市,2,66000
2008,46,0~6,嘉義縣,2,10010
2008,46,0~6,桃園市,4,68000
2008,46,0~6,南投縣,1,10008
2008,46,0~6,彰化縣,3,10007
2008,46,0~6,宜蘭縣,1,10002
2008,46,0~6,新北市,4,65000
2008,46,0~6,高雄市,5,64000
2008,46,0~6,台北市,5,63000
2008,46,0~6,台中市,9,66000
2008,46,13~18,嘉義縣,1,10010
2008,46,13~18,桃園市,4,68000
2008,46,13~18,彰化縣,1,10007
2008,46,13~18,澎湖縣,1,10016
2008,46,13~18,宜蘭縣,1,10002
2008,46,13~18,新北市,2,65000
2008,46,13~18,高雄市,5,64000
2008,46,13~18,台北市,5,63000
2008,46,13~18,台中市,3,66000
2008,46,13~18,基隆市,1,10017
2008,46,19~64,嘉義市,2,10020
2008,46,19~64,嘉義縣,7,10010
2008,46,19~64,桃園市,4,68000
2008,46,19~64,屏東縣,1,10013
2008,46,19~64,彰化縣,5,10007
2008,46,19~64,澎湖縣,1,10016
2008,46,19~64,宜蘭縣,5,10002
2008,46,19~64,新北市,11,65000
2008,46,19~64,新竹市,5,10018
2008,46,19~64,花蓮縣,2,10015
2008,46,19~64,金門縣,3,09020
2008,46,19~64,高雄市,17,64000
2008,46,19~64,台北市,33,63000
2008,46,19~64,台中市,6,66000
2008,46,19~64,台東縣,1,10014
2008,46,19~64,基隆市,4,10017
2008,46,65+,桃園市,3,68000
2008,46,65+,彰化縣,1,10007
2008,46,65+,高雄市,1,64000
2008,46,65+,台北市,3,63000
2008,46,7~12,嘉義市,1,10020
2008,46,7~12,桃園市,2,68000
2008,46,7~12,澎湖縣,1,10016
2008,46,7~12,新北市,3,65000
2008,46,7~12,高雄市,4,64000
2008,46,7~12,台北市,5,63000
2008,46,7~12,台中市,3,66000
2008,46,7~12,基隆市,2,10017
2008,47,0~6,嘉義市,1,10020
2008,47,0~6,嘉義縣,2,10010
2008,47,0~6,桃園市,3,68000
2008,47,0~6,彰化縣,1,10007
2008,47,0~6,澎湖縣,1,10016
2008,47,0~6,宜蘭縣,2,10002
2008,47,0~6,新北市,6,65000
2008,47,0~6,新竹市,1,10018
2008,47,0~6,花蓮縣,1,10015
2008,47,0~6,高雄市,7,64000
2008,47,0~6,台北市,11,63000
2008,47,0~6,台中市,7,66000
2008,47,0~6,雲林縣,2,10009
2008,47,0~6,基隆市,1,10017
2008,47,13~18,嘉義縣,2,10010
2008,47,13~18,桃園市,5,68000
2008,47,13~18,南投縣,1,10008
2008,47,13~18,彰化縣,3,10007
2008,47,13~18,澎湖縣,1,10016
2008,47,13~18,宜蘭縣,2,10002
2008,47,13~18,新竹市,2,10018
2008,47,13~18,高雄市,2,64000
2008,47,13~18,台北市,4,63000
2008,47,13~18,台中市,2,66000
2008,47,13~18,基隆市,2,10017
2008,47,19~64,嘉義市,3,10020
2008,47,19~64,嘉義縣,6,10010
2008,47,19~64,桃園市,7,68000
2008,47,19~64,屏東縣,1,10013
2008,47,19~64,南投縣,1,10008
2008,47,19~64,彰化縣,6,10007
2008,47,19~64,宜蘭縣,3,10002
2008,47,19~64,新北市,5,65000
2008,47,19~64,新竹市,3,10018
2008,47,19~64,花蓮縣,2,10015
2008,47,19~64,金門縣,2,09020
2008,47,19~64,高雄市,26,64000
2008,47,19~64,台北市,29,63000
2008,47,19~64,台中市,12,66000
2008,47,19~64,台南市,2,67000
2008,47,19~64,台東縣,2,10014
2008,47,19~64,基隆市,2,10017
2008,47,65+,桃園市,1,68000
2008,47,65+,南投縣,1,10008
2008,47,65+,宜蘭縣,1,10002
2008,47,65+,新北市,3,65000
2008,47,65+,新竹市,1,10018
2008,47,65+,花蓮縣,2,10015
