年,週,年齡別,縣市,類流感急診就診人次,縣市別代碼
2007,08,19~64,新北市,1033,65000
2007,08,19~64,新竹市,687,10018
2007,08,19~64,新竹縣,291,10004
2007,08,19~64,花蓮縣,164,10015
2007,08,19~64,苗栗縣,240,10005
2007,08,19~64,高雄市,1127,64000
2007,08,19~64,台北市,1383,63000
2007,08,19~64,台中市,932,66000
2007,08,19~64,台南市,439,67000
2007,08,19~64,台東縣,125,10014
2007,08,19~64,雲林縣,113,10009
2007,08,19~64,基隆市,95,10017
2007,08,65+,嘉義市,22,10020
2007,08,65+,嘉義縣,38,10010
2007,08,65+,桃園市,205,68000
2007,08,65+,屏東縣,85,10013
2007,08,65+,南投縣,68,10008
2007,08,65+,彰化縣,98,10007
2007,08,65+,宜蘭縣,66,10002
2007,08,65+,新北市,181,65000
2007,08,65+,新竹市,134,10018
2007,08,65+,新竹縣,44,10004
2007,08,65+,花蓮縣,42,10015
2007,08,65+,苗栗縣,69,10005
2007,08,65+,高雄市,294,64000
2007,08,65+,台北市,377,63000
2007,08,65+,台中市,204,66000
2007,08,65+,台南市,152,67000
2007,08,65+,台東縣,36,10014
2007,08,65+,雲林縣,44,10009
2007,08,65+,基隆市,41,10017
2007,08,7~12,嘉義市,10,10020
2007,08,7~12,嘉義縣,34,10010
2007,08,7~12,桃園市,92,68000
2007,08,7~12,屏東縣,87,10013
2007,08,7~12,南投縣,37,10008
2007,08,7~12,彰化縣,49,10007
2007,08,7~12,宜蘭縣,34,10002
2007,08,7~12,新北市,133,65000
2007,08,7~12,新竹市,42,10018
2007,08,7~12,新竹縣,45,10004
2007,08,7~12,花蓮縣,18,10015
2007,08,7~12,苗栗縣,35,10005
2007,08,7~12,高雄市,206,64000
2007,08,7~12,台北市,173,63000
2007,08,7~12,台中市,106,66000
2007,08,7~12,台南市,65,67000
2007,08,7~12,台東縣,15,10014
2007,08,7~12,雲林縣,24,10009
2007,08,7~12,基隆市,13,10017
2007,09,0~6,嘉義市,35,10020
2007,09,0~6,嘉義縣,37,10010
2007,09,0~6,桃園市,266,68000
2007,09,0~6,屏東縣,122,10013
2007,09,0~6,南投縣,72,10008
2007,09,0~6,彰化縣,160,10007
2007,09,0~6,宜蘭縣,68,10002
2007,09,0~6,新北市,297,65000
2007,09,0~6,新竹市,144,10018
2007,09,0~6,新竹縣,49,10004
2007,09,0~6,花蓮縣,24,10015
2007,09,0~6,苗栗縣,45,10005
2007,09,0~6,高雄市,406,64000
2007,09,0~6,台北市,633,63000
2007,09,0~6,台中市,284,66000
2007,09,0~6,台南市,318,67000
2007,09,0~6,台東縣,54,10014
2007,09,0~6,雲林縣,108,10009
2007,09,0~6,基隆市,61,10017
2007,09,13~18,嘉義市,6,10020
2007,09,13~18,嘉義縣,9,10010
2007,09,13~18,桃園市,36,68000
2007,09,13~18,屏東縣,18,10013
2007,09,13~18,南投縣,14,10008
2007,09,13~18,彰化縣,16,10007
2007,09,13~18,宜蘭縣,12,10002
2007,09,13~18,新北市,56,65000
2007,09,13~18,新竹市,16,10018
2007,09,13~18,新竹縣,12,10004
2007,09,13~18,花蓮縣,5,10015
2007,09,13~18,苗栗縣,10,10005
2007,09,13~18,高雄市,42,64000
2007,09,13~18,台北市,75,63000
2007,09,13~18,台中市,44,66000
2007,09,13~18,台南市,18,67000
2007,09,13~18,台東縣,7,10014
2007,09,13~18,雲林縣,8,10009
2007,09,13~18,基隆市,1,10017
2007,09,19~64,嘉義市,39,10020
2007,09,19~64,嘉義縣,54,10010
2007,09,19~64,桃園市,374,68000
2007,09,19~64,屏東縣,147,10013
2007,09,19~64,南投縣,129,10008
2007,09,19~64,彰化縣,116,10007
2007,09,19~64,宜蘭縣,103,10002
2007,09,19~64,新北市,517,65000
2007,09,19~64,新竹市,276,10018
2007,09,19~64,新竹縣,85,10004
2007,09,19~64,花蓮縣,26,10015
2007,09,19~64,苗栗縣,91,10005
2007,09,19~64,高雄市,479,64000
2007,09,19~64,台北市,747,63000
2007,09,19~64,台中市,493,66000
2007,09,19~64,台南市,233,67000
2007,09,19~64,台東縣,32,10014
2007,09,19~64,雲林縣,51,10009
2007,09,19~64,基隆市,29,10017
2007,09,65+,嘉義市,22,10020
2007,09,65+,嘉義縣,21,10010
2007,09,65+,桃園市,157,68000
2007,09,65+,屏東縣,72,10013
2007,09,65+,南投縣,82,10008
2007,09,65+,彰化縣,90,10007
2007,09,65+,宜蘭縣,65,10002
2007,09,65+,新北市,145,65000
2007,09,65+,新竹市,73,10018
2007,09,65+,新竹縣,35,10004
2007,09,65+,花蓮縣,16,10015
2007,09,65+,苗栗縣,32,10005
2007,09,65+,高雄市,195,64000
2007,09,65+,台北市,277,63000
2007,09,65+,台中市,180,66000
2007,09,65+,台南市,161,67000
2007,09,65+,台東縣,25,10014
2007,09,65+,雲林縣,33,10009
2007,09,65+,基隆市,14,10017
2007,09,7~12,嘉義市,7,10020
2007,09,7~12,嘉義縣,7,10010
2007,09,7~12,桃園市,26,68000
2007,09,7~12,屏東縣,23,10013
2007,09,7~12,南投縣,21,10008
2007,09,7~12,彰化縣,22,10007
2007,09,7~12,宜蘭縣,17,10002
2007,09,7~12,新北市,50,65000
2007,09,7~12,新竹市,17,10018
2007,09,7~12,新竹縣,8,10004
2007,09,7~12,花蓮縣,5,10015
2007,09,7~12,苗栗縣,8,10005
2007,09,7~12,高雄市,62,64000
2007,09,7~12,台北市,76,63000
2007,09,7~12,台中市,40,66000
2007,09,7~12,台南市,40,67000
2007,09,7~12,台東縣,9,10014
2007,09,7~12,雲林縣,14,10009
2007,09,7~12,基隆市,6,10017
2007,10,0~6,嘉義市,32,10020
2007,10,0~6,嘉義縣,46,10010
2007,10,0~6,桃園市,255,68000
2007,10,0~6,屏東縣,133,10013
2007,10,0~6,南投縣,59,10008
2007,10,0~6,彰化縣,63,10007
2007,10,0~6,宜蘭縣,70,10002
2007,10,0~6,新北市,299,65000
2007,10,0~6,新竹市,119,10018
2007,10,0~6,新竹縣,34,10004
2007,10,0~6,花蓮縣,17,10015
2007,10,0~6,苗栗縣,40,10005
2007,10,0~6,高雄市,325,64000
2007,10,0~6,台北市,476,63000
2007,10,0~6,台中市,261,66000
2007,10,0~6,台南市,171,67000
2007,10,0~6,台東縣,33,10014
2007,10,0~6,雲林縣,70,10009
2007,10,0~6,基隆市,62,10017
2007,10,13~18,嘉義市,3,10020
2007,10,13~18,嘉義縣,7,10010
2007,10,13~18,桃園市,31,68000
2007,10,13~18,屏東縣,25,10013
2007,10,13~18,南投縣,13,10008
2007,10,13~18,彰化縣,5,10007
2007,10,13~18,宜蘭縣,13,10002
2007,10,13~18,新北市,60,65000
2007,10,13~18,新竹市,23,10018
2007,10,13~18,新竹縣,5,10004
2007,10,13~18,花蓮縣,3,10015
2007,10,13~18,苗栗縣,11,10005
2007,10,13~18,高雄市,50,64000
2007,10,13~18,台北市,58,63000
2007,10,13~18,台中市,44,66000
2007,10,13~18,台南市,20,67000
2007,10,13~18,台東縣,7,10014
2007,10,13~18,雲林縣,8,10009
2007,10,13~18,基隆市,2,10017
2007,10,19~64,嘉義市,30,10020
2007,10,19~64,嘉義縣,40,10010
2007,10,19~64,桃園市,235,68000
2007,10,19~64,屏東縣,110,10013
2007,10,19~64,南投縣,89,10008
2007,10,19~64,彰化縣,75,10007
2007,10,19~64,宜蘭縣,87,10002
2007,10,19~64,新北市,399,65000
2007,10,19~64,新竹市,183,10018
2007,10,19~64,新竹縣,79,10004
2007,10,19~64,花蓮縣,30,10015
2007,10,19~64,苗栗縣,84,10005
2007,10,19~64,高雄市,404,64000
2007,10,19~64,台北市,470,63000
2007,10,19~64,台中市,383,66000
2007,10,19~64,台南市,147,67000
2007,10,19~64,台東縣,28,10014
2007,10,19~64,雲林縣,46,10009
2007,10,19~64,基隆市,37,10017
2007,10,65+,嘉義市,25,10020
2007,10,65+,嘉義縣,33,10010
2007,10,65+,桃園市,124,68000
2007,10,65+,屏東縣,53,10013
2007,10,65+,南投縣,80,10008
2007,10,65+,彰化縣,41,10007
2007,10,65+,宜蘭縣,49,10002
2007,10,65+,新北市,149,65000
2007,10,65+,新竹市,64,10018
2007,10,65+,新竹縣,24,10004
2007,10,65+,花蓮縣,26,10015
2007,10,65+,苗栗縣,31,10005
2007,10,65+,高雄市,147,64000
2007,10,65+,台北市,224,63000
2007,10,65+,台中市,157,66000
2007,10,65+,台南市,145,67000
2007,10,65+,台東縣,20,10014
2007,10,65+,雲林縣,29,10009
2007,10,65+,基隆市,17,10017
2007,10,7~12,嘉義市,6,10020
2007,10,7~12,嘉義縣,10,10010
2007,10,7~12,桃園市,28,68000
2007,10,7~12,屏東縣,24,10013
2007,10,7~12,南投縣,19,10008
2007,10,7~12,彰化縣,6,10007
2007,10,7~12,宜蘭縣,13,10002
2007,10,7~12,新北市,40,65000
2007,10,7~12,新竹市,18,10018
2007,10,7~12,新竹縣,10,10004
2007,10,7~12,花蓮縣,5,10015
2007,10,7~12,苗栗縣,9,10005
2007,10,7~12,高雄市,59,64000
2007,10,7~12,台北市,59,63000
2007,10,7~12,台中市,39,66000
2007,10,7~12,台南市,35,67000
2007,10,7~12,台東縣,7,10014
2007,10,7~12,雲林縣,8,10009
2007,10,7~12,基隆市,10,10017
2007,11,0~6,嘉義市,30,10020
2007,11,0~6,嘉義縣,27,10010
2007,11,0~6,桃園市,149,68000
2007,11,0~6,屏東縣,94,10013
2007,11,0~6,南投縣,100,10008
2007,11,0~6,彰化縣,140,10007
2007,11,0~6,宜蘭縣,82,10002
2007,11,0~6,新北市,300,65000
2007,11,0~6,新竹市,107,10018
2007,11,0~6,新竹縣,30,10004
2007,11,0~6,花蓮縣,38,10015
2007,11,0~6,苗栗縣,41,10005
2007,11,0~6,高雄市,317,64000
2007,11,0~6,台北市,399,63000
2007,11,0~6,台中市,314,66000
2007,11,0~6,台南市,201,67000
2007,11,0~6,台東縣,69,10014
2007,11,0~6,雲林縣,78,10009
2007,11,0~6,基隆市,7,10017
2007,11,13~18,嘉義市,1,10020
2007,11,13~18,嘉義縣,4,10010
2007,11,13~18,桃園市,22,68000
2007,11,13~18,屏東縣,27,10013
2007,11,13~18,南投縣,13,10008
2007,11,13~18,彰化縣,16,10007
2007,11,13~18,宜蘭縣,12,10002
2007,11,13~18,新北市,59,65000
2007,11,13~18,新竹市,10,10018
2007,11,13~18,新竹縣,15,10004
2007,11,13~18,花蓮縣,3,10015
2007,11,13~18,苗栗縣,16,10005
2007,11,13~18,高雄市,37,64000
2007,11,13~18,台北市,47,63000
2007,11,13~18,台中市,41,66000
2007,11,13~18,台南市,19,67000
2007,11,13~18,台東縣,5,10014
2007,11,13~18,雲林縣,10,10009
2007,11,13~18,基隆市,1,10017
2007,11,19~64,嘉義市,22,10020
2007,11,19~64,嘉義縣,32,10010
2007,11,19~64,桃園市,208,68000
2007,11,19~64,屏東縣,127,10013
2007,11,19~64,南投縣,88,10008
2007,11,19~64,彰化縣,80,10007
2007,11,19~64,宜蘭縣,91,10002
2007,11,19~64,新北市,355,65000
2007,11,19~64,新竹市,151,10018
2007,11,19~64,新竹縣,63,10004
2007,11,19~64,花蓮縣,46,10015
2007,11,19~64,苗栗縣,77,10005
2007,11,19~64,高雄市,379,64000
2007,11,19~64,台北市,396,63000
2007,11,19~64,台中市,368,66000
2007,11,19~64,台南市,156,67000
2007,11,19~64,台東縣,38,10014
2007,11,19~64,雲林縣,34,10009
2007,11,19~64,基隆市,14,10017
2007,11,65+,嘉義市,19,10020
2007,11,65+,嘉義縣,28,10010
2007,11,65+,桃園市,119,68000
2007,11,65+,屏東縣,33,10013
2007,11,65+,南投縣,67,10008
2007,11,65+,彰化縣,59,10007
2007,11,65+,宜蘭縣,55,10002
2007,11,65+,新北市,106,65000
2007,11,65+,新竹市,44,10018
2007,11,65+,新竹縣,20,10004
2007,11,65+,花蓮縣,29,10015
2007,11,65+,苗栗縣,28,10005
2007,11,65+,高雄市,173,64000
2007,11,65+,台北市,221,63000
2007,11,65+,台中市,181,66000
2007,11,65+,台南市,115,67000
2007,11,65+,台東縣,12,10014
2007,11,65+,雲林縣,17,10009
2007,11,65+,基隆市,5,10017
2007,11,7~12,嘉義市,5,10020
2007,11,7~12,嘉義縣,9,10010
2007,11,7~12,桃園市,27,68000
2007,11,7~12,屏東縣,36,10013
2007,11,7~12,南投縣,23,10008
2007,11,7~12,彰化縣,13,10007
2007,11,7~12,宜蘭縣,15,10002
2007,11,7~12,新北市,51,65000
2007,11,7~12,新竹市,17,10018
2007,11,7~12,新竹縣,12,10004
2007,11,7~12,花蓮縣,6,10015
2007,11,7~12,苗栗縣,11,10005
2007,11,7~12,高雄市,77,64000
2007,11,7~12,台北市,67,63000
2007,11,7~12,台中市,66,66000
2007,11,7~12,台南市,40,67000
2007,11,7~12,台東縣,8,10014
2007,11,7~12,雲林縣,10,10009
2007,11,7~12,基隆市,2,10017
2007,12,0~6,嘉義市,51,10020
2007,12,0~6,嘉義縣,35,10010
2007,12,0~6,桃園市,200,68000
2007,12,0~6,屏東縣,115,10013
2007,12,0~6,南投縣,78,10008
2007,12,0~6,彰化縣,129,10007
2007,12,0~6,宜蘭縣,86,10002
2007,12,0~6,新北市,322,65000
2007,12,0~6,新竹市,172,10018
2007,12,0~6,新竹縣,40,10004
2007,12,0~6,花蓮縣,45,10015
2007,12,0~6,苗栗縣,54,10005
2007,12,0~6,高雄市,372,64000
2007,12,0~6,台北市,538,63000
2007,12,0~6,台中市,252,66000
2007,12,0~6,台南市,224,67000
2007,12,0~6,台東縣,51,10014
2007,12,0~6,雲林縣,98,10009
2007,12,0~6,基隆市,20,10017
2007,12,13~18,嘉義市,3,10020
2007,12,13~18,嘉義縣,4,10010
2007,12,13~18,桃園市,27,68000
2007,12,13~18,屏東縣,16,10013
2007,12,13~18,南投縣,11,10008
2007,12,13~18,彰化縣,6,10007
2007,12,13~18,宜蘭縣,8,10002
2007,12,13~18,新北市,49,65000
2007,12,13~18,新竹市,21,10018
2007,12,13~18,新竹縣,7,10004
2007,12,13~18,花蓮縣,4,10015
2007,12,13~18,苗栗縣,10,10005
2007,12,13~18,高雄市,50,64000
2007,12,13~18,台北市,57,63000
2007,12,13~18,台中市,29,66000
2007,12,13~18,台南市,22,67000
2007,12,13~18,台東縣,4,10014
2007,12,13~18,雲林縣,7,10009
2007,12,13~18,基隆市,2,10017
2007,12,19~64,嘉義市,16,10020
2007,12,19~64,嘉義縣,34,10010
2007,12,19~64,桃園市,223,68000
2007,12,19~64,屏東縣,117,10013
2007,12,19~64,南投縣,86,10008
2007,12,19~64,彰化縣,93,10007
2007,12,19~64,宜蘭縣,95,10002
2007,12,19~64,新北市,365,65000
2007,12,19~64,新竹市,187,10018
2007,12,19~64,新竹縣,53,10004
2007,12,19~64,花蓮縣,53,10015
2007,12,19~64,苗栗縣,47,10005
2007,12,19~64,高雄市,353,64000
2007,12,19~64,台北市,401,63000
2007,12,19~64,台中市,317,66000
2007,12,19~64,台南市,162,67000
2007,12,19~64,台東縣,35,10014
2007,12,19~64,雲林縣,59,10009
2007,12,19~64,基隆市,28,10017
2007,12,65+,嘉義市,21,10020
2007,12,65+,嘉義縣,19,10010
2007,12,65+,桃園市,113,68000
2007,12,65+,屏東縣,47,10013
2007,12,65+,南投縣,78,10008
2007,12,65+,彰化縣,81,10007
2007,12,65+,宜蘭縣,53,10002
2007,12,65+,新北市,103,65000
2007,12,65+,新竹市,45,10018
2007,12,65+,新竹縣,23,10004
2007,12,65+,花蓮縣,28,10015
2007,12,65+,苗栗縣,34,10005
2007,12,65+,高雄市,154,64000
2007,12,65+,台北市,192,63000
2007,12,65+,台中市,140,66000
2007,12,65+,台南市,108,67000
2007,12,65+,台東縣,21,10014
2007,12,65+,雲林縣,28,10009
2007,12,65+,基隆市,12,10017
2007,12,7~12,嘉義市,7,10020
2007,12,7~12,嘉義縣,7,10010
2007,12,7~12,桃園市,32,68000
2007,12,7~12,屏東縣,25,10013
2007,12,7~12,南投縣,10,10008
2007,12,7~12,彰化縣,23,10007
2007,12,7~12,宜蘭縣,16,10002
2007,12,7~12,新北市,60,65000
2007,12,7~12,新竹市,18,10018
2007,12,7~12,新竹縣,10,10004
2007,12,7~12,花蓮縣,12,10015
2007,12,7~12,苗栗縣,8,10005
2007,12,7~12,高雄市,97,64000
2007,12,7~12,台北市,75,63000
2007,12,7~12,台中市,37,66000
2007,12,7~12,台南市,43,67000
2007,12,7~12,台東縣,7,10014
2007,12,7~12,雲林縣,21,10009
2007,12,7~12,基隆市,5,10017
2007,13,0~6,嘉義市,98,10020
2007,13,0~6,嘉義縣,93,10010
2007,13,0~6,桃園市,407,68000
2007,13,0~6,屏東縣,150,10013
2007,13,0~6,南投縣,77,10008
2007,13,0~6,彰化縣,154,10007
2007,13,0~6,宜蘭縣,94,10002
2007,13,0~6,新北市,355,65000
2007,13,0~6,新竹市,141,10018
2007,13,0~6,新竹縣,49,10004
2007,13,0~6,花蓮縣,59,10015
2007,13,0~6,苗栗縣,44,10005
2007,13,0~6,高雄市,542,64000
2007,13,0~6,台北市,689,63000
2007,13,0~6,台中市,337,66000
2007,13,0~6,台南市,371,67000
2007,13,0~6,台東縣,34,10014
2007,13,0~6,雲林縣,117,10009
2007,13,0~6,基隆市,77,10017
2007,13,13~18,嘉義市,5,10020
2007,13,13~18,嘉義縣,7,10010
2007,13,13~18,桃園市,37,68000
2007,13,13~18,屏東縣,23,10013
2007,13,13~18,南投縣,15,10008
2007,13,13~18,彰化縣,8,10007
2007,13,13~18,宜蘭縣,15,10002
2007,13,13~18,新北市,60,65000
2007,13,13~18,新竹市,28,10018
2007,13,13~18,新竹縣,15,10004
2007,13,13~18,花蓮縣,9,10015
2007,13,13~18,苗栗縣,6,10005
2007,13,13~18,高雄市,61,64000
2007,13,13~18,台北市,64,63000
2007,13,13~18,台中市,48,66000
2007,13,13~18,台南市,25,67000
2007,13,13~18,台東縣,5,10014
2007,13,13~18,雲林縣,14,10009
2007,13,13~18,基隆市,10,10017
2007,13,19~64,嘉義市,50,10020
2007,13,19~64,嘉義縣,70,10010
2007,13,19~64,桃園市,255,68000
2007,13,19~64,屏東縣,110,10013
2007,13,19~64,南投縣,83,10008
2007,13,19~64,彰化縣,89,10007
2007,13,19~64,宜蘭縣,91,10002
2007,13,19~64,新北市,375,65000
2007,13,19~64,新竹市,181,10018
2007,13,19~64,新竹縣,64,10004
2007,13,19~64,花蓮縣,68,10015
2007,13,19~64,苗栗縣,69,10005
2007,13,19~64,高雄市,398,64000
2007,13,19~64,台北市,517,63000
2007,13,19~64,台中市,383,66000
2007,13,19~64,台南市,218,67000
2007,13,19~64,台東縣,25,10014
2007,13,19~64,雲林縣,47,10009
2007,13,19~64,基隆市,36,10017
2007,13,65+,嘉義市,29,10020
2007,13,65+,嘉義縣,42,10010
2007,13,65+,桃園市,106,68000
2007,13,65+,屏東縣,77,10013
2007,13,65+,南投縣,74,10008
2007,13,65+,彰化縣,75,10007
2007,13,65+,宜蘭縣,44,10002
2007,13,65+,新北市,119,65000
2007,13,65+,新竹市,59,10018
2007,13,65+,新竹縣,35,10004
2007,13,65+,花蓮縣,24,10015
2007,13,65+,苗栗縣,35,10005
2007,13,65+,高雄市,226,64000
2007,13,65+,台北市,232,63000
2007,13,65+,台中市,182,66000
2007,13,65+,台南市,158,67000
2007,13,65+,台東縣,17,10014
2007,13,65+,雲林縣,28,10009
2007,13,65+,基隆市,23,10017
2007,13,7~12,嘉義市,8,10020
2007,13,7~12,嘉義縣,16,10010
2007,13,7~12,桃園市,60,68000
2007,13,7~12,屏東縣,49,10013
2007,13,7~12,南投縣,16,10008
2007,13,7~12,彰化縣,18,10007
2007,13,7~12,宜蘭縣,22,10002
2007,13,7~12,新北市,73,65000
2007,13,7~12,新竹市,24,10018
2007,13,7~12,新竹縣,14,10004
2007,13,7~12,花蓮縣,12,10015
2007,13,7~12,苗栗縣,11,10005
2007,13,7~12,高雄市,84,64000
2007,13,7~12,台北市,122,63000
2007,13,7~12,台中市,37,66000
2007,13,7~12,台南市,60,67000
2007,13,7~12,台東縣,10,10014
2007,13,7~12,雲林縣,21,10009
2007,13,7~12,基隆市,16,10017
2007,14,0~6,嘉義市,96,10020
2007,14,0~6,嘉義縣,79,10010
2007,14,0~6,桃園市,336,68000
2007,14,0~6,屏東縣,235,10013
2007,14,0~6,南投縣,64,10008
2007,14,0~6,彰化縣,139,10007
2007,14,0~6,宜蘭縣,98,10002
2007,14,0~6,新北市,330,65000
2007,14,0~6,新竹市,225,10018
2007,14,0~6,新竹縣,50,10004
2007,14,0~6,花蓮縣,47,10015
2007,14,0~6,苗栗縣,34,10005
2007,14,0~6,高雄市,573,64000
2007,14,0~6,台北市,729,63000
2007,14,0~6,台中市,292,66000
2007,14,0~6,台南市,299,67000
2007,14,0~6,台東縣,50,10014
2007,14,0~6,雲林縣,81,10009
2007,14,0~6,基隆市,91,10017
2007,14,13~18,嘉義市,14,10020
2007,14,13~18,嘉義縣,9,10010
2007,14,13~18,桃園市,30,68000
2007,14,13~18,屏東縣,25,10013
2007,14,13~18,南投縣,12,10008
2007,14,13~18,彰化縣,9,10007
2007,14,13~18,宜蘭縣,15,10002
2007,14,13~18,新北市,40,65000
2007,14,13~18,新竹市,16,10018
2007,14,13~18,新竹縣,13,10004
2007,14,13~18,花蓮縣,8,10015
2007,14,13~18,苗栗縣,10,10005
2007,14,13~18,高雄市,45,64000
2007,14,13~18,台北市,51,63000
2007,14,13~18,台中市,37,66000
2007,14,13~18,台南市,25,67000
2007,14,13~18,台東縣,4,10014
2007,14,13~18,雲林縣,2,10009
2007,14,13~18,基隆市,1,10017
2007,14,19~64,嘉義市,51,10020
2007,14,19~64,嘉義縣,45,10010
2007,14,19~64,桃園市,256,68000
2007,14,19~64,屏東縣,184,10013
2007,14,19~64,南投縣,63,10008
2007,14,19~64,彰化縣,61,10007
2007,14,19~64,宜蘭縣,66,10002
2007,14,19~64,新北市,365,65000
2007,14,19~64,新竹市,179,10018
2007,14,19~64,新竹縣,65,10004
2007,14,19~64,花蓮縣,54,10015
2007,14,19~64,苗栗縣,63,10005
2007,14,19~64,高雄市,449,64000
2007,14,19~64,台北市,560,63000
2007,14,19~64,台中市,324,66000
2007,14,19~64,台南市,185,67000
2007,14,19~64,台東縣,44,10014
2007,14,19~64,雲林縣,51,10009
2007,14,19~64,基隆市,32,10017
2007,14,65+,嘉義市,48,10020
2007,14,65+,嘉義縣,42,10010
2007,14,65+,桃園市,131,68000
2007,14,65+,屏東縣,79,10013
2007,14,65+,南投縣,60,10008
2007,14,65+,彰化縣,57,10007
2007,14,65+,宜蘭縣,43,10002
2007,14,65+,新北市,96,65000
2007,14,65+,新竹市,46,10018
2007,14,65+,新竹縣,29,10004
2007,14,65+,花蓮縣,37,10015
2007,14,65+,苗栗縣,33,10005
2007,14,65+,高雄市,196,64000
2007,14,65+,台北市,195,63000
2007,14,65+,台中市,164,66000
2007,14,65+,台南市,138,67000
2007,14,65+,台東縣,25,10014
2007,14,65+,雲林縣,41,10009
2007,14,65+,基隆市,26,10017
2007,14,7~12,嘉義市,6,10020
2007,14,7~12,嘉義縣,12,10010
2007,14,7~12,桃園市,47,68000
2007,14,7~12,屏東縣,50,10013
2007,14,7~12,南投縣,11,10008
2007,14,7~12,彰化縣,18,10007
2007,14,7~12,宜蘭縣,9,10002
2007,14,7~12,新北市,64,65000
2007,14,7~12,新竹市,24,10018
2007,14,7~12,新竹縣,11,10004
2007,14,7~12,花蓮縣,21,10015
2007,14,7~12,苗栗縣,8,10005
2007,14,7~12,高雄市,97,64000
2007,14,7~12,台北市,94,63000
2007,14,7~12,台中市,46,66000
2007,14,7~12,台南市,32,67000
2007,14,7~12,台東縣,7,10014
2007,14,7~12,雲林縣,17,10009
2007,14,7~12,基隆市,13,10017
2007,15,0~6,嘉義市,115,10020
2007,15,0~6,嘉義縣,69,10010
2007,15,0~6,桃園市,295,68000
2007,15,0~6,屏東縣,137,10013
2007,15,0~6,南投縣,32,10008
2007,15,0~6,彰化縣,184,10007
2007,15,0~6,宜蘭縣,80,10002
2007,15,0~6,新北市,270,65000
2007,15,0~6,新竹市,161,10018
2007,15,0~6,新竹縣,46,10004
2007,15,0~6,花蓮縣,57,10015
2007,15,0~6,苗栗縣,41,10005
2007,15,0~6,高雄市,545,64000
2007,15,0~6,台北市,734,63000
2007,15,0~6,台中市,316,66000
2007,15,0~6,台南市,357,67000
2007,15,0~6,台東縣,34,10014
2007,15,0~6,雲林縣,100,10009
2007,15,0~6,基隆市,67,10017
2007,15,13~18,嘉義市,8,10020
2007,15,13~18,嘉義縣,9,10010
2007,15,13~18,桃園市,24,68000
2007,15,13~18,屏東縣,26,10013
2007,15,13~18,南投縣,12,10008
2007,15,13~18,彰化縣,19,10007
2007,15,13~18,宜蘭縣,12,10002
2007,15,13~18,新北市,63,65000
2007,15,13~18,新竹市,15,10018
2007,15,13~18,新竹縣,15,10004
2007,15,13~18,花蓮縣,2,10015
2007,15,13~18,苗栗縣,14,10005
2007,15,13~18,高雄市,70,64000
2007,15,13~18,台北市,74,63000
2007,15,13~18,台中市,53,66000
2007,15,13~18,台南市,25,67000
2007,15,13~18,台東縣,5,10014
2007,15,13~18,雲林縣,10,10009
2007,15,13~18,基隆市,2,10017
2007,15,19~64,嘉義市,50,10020
2007,15,19~64,嘉義縣,60,10010
2007,15,19~64,桃園市,218,68000
2007,15,19~64,屏東縣,141,10013
2007,15,19~64,南投縣,59,10008
2007,15,19~64,彰化縣,110,10007
2007,15,19~64,宜蘭縣,79,10002
2007,15,19~64,新北市,322,65000
2007,15,19~64,新竹市,178,10018
2007,15,19~64,新竹縣,49,10004
2007,15,19~64,花蓮縣,47,10015
2007,15,19~64,苗栗縣,66,10005
2007,15,19~64,高雄市,473,64000
2007,15,19~64,台北市,519,63000
2007,15,19~64,台中市,372,66000
2007,15,19~64,台南市,202,67000
2007,15,19~64,台東縣,35,10014
2007,15,19~64,雲林縣,51,10009
2007,15,19~64,基隆市,34,10017
2007,15,65+,嘉義市,52,10020
