年,週,年齡別,縣市,類流感急診就診人次,縣市別代碼
2018,44,0~6,嘉義縣,46,10010
2018,44,0~6,連江縣,8,09007
2018,44,0~6,桃園市,294,68000
2018,44,0~6,屏東縣,71,10013
2018,44,0~6,南投縣,50,10008
2018,44,0~6,彰化縣,144,10007
2018,44,0~6,澎湖縣,18,10016
2018,44,0~6,宜蘭縣,44,10002
2018,44,0~6,新北市,244,65000
2018,44,0~6,新竹市,196,10018
2018,44,0~6,新竹縣,27,10004
2018,44,0~6,花蓮縣,48,10015
2018,44,0~6,金門縣,7,09020
2018,44,0~6,苗栗縣,69,10005
2018,44,0~6,高雄市,205,64000
2018,44,0~6,台北市,435,63000
2018,44,0~6,台中市,299,66000
2018,44,0~6,台南市,302,67000
2018,44,0~6,台東縣,38,10014
2018,44,0~6,雲林縣,61,10009
2018,44,0~6,基隆市,60,10017
2018,44,13~18,嘉義市,17,10020
2018,44,13~18,嘉義縣,17,10010
2018,44,13~18,連江縣,4,09007
2018,44,13~18,桃園市,32,68000
2018,44,13~18,屏東縣,29,10013
2018,44,13~18,南投縣,17,10008
2018,44,13~18,彰化縣,21,10007
2018,44,13~18,澎湖縣,2,10016
2018,44,13~18,宜蘭縣,13,10002
2018,44,13~18,新北市,38,65000
2018,44,13~18,新竹市,25,10018
2018,44,13~18,新竹縣,6,10004
2018,44,13~18,花蓮縣,8,10015
2018,44,13~18,金門縣,5,09020
2018,44,13~18,苗栗縣,7,10005
2018,44,13~18,高雄市,68,64000
2018,44,13~18,台北市,77,63000
2018,44,13~18,台中市,54,66000
2018,44,13~18,台南市,54,67000
2018,44,13~18,台東縣,10,10014
2018,44,13~18,雲林縣,11,10009
2018,44,13~18,基隆市,16,10017
2018,44,19~64,嘉義市,86,10020
2018,44,19~64,嘉義縣,62,10010
2018,44,19~64,連江縣,9,09007
2018,44,19~64,桃園市,311,68000
2018,44,19~64,屏東縣,125,10013
2018,44,19~64,南投縣,67,10008
2018,44,19~64,彰化縣,154,10007
2018,44,19~64,澎湖縣,16,10016
2018,44,19~64,宜蘭縣,83,10002
2018,44,19~64,新北市,319,65000
2018,44,19~64,新竹市,87,10018
2018,44,19~64,新竹縣,57,10004
2018,44,19~64,花蓮縣,84,10015
2018,44,19~64,金門縣,20,09020
2018,44,19~64,苗栗縣,86,10005
2018,44,19~64,高雄市,365,64000
2018,44,19~64,台北市,513,63000
2018,44,19~64,台中市,373,66000
2018,44,19~64,台南市,286,67000
2018,44,19~64,台東縣,57,10014
2018,44,19~64,雲林縣,78,10009
2018,44,19~64,基隆市,83,10017
2018,44,65+,嘉義市,76,10020
2018,44,65+,嘉義縣,87,10010
2018,44,65+,連江縣,3,09007
2018,44,65+,桃園市,213,68000
2018,44,65+,屏東縣,100,10013
2018,44,65+,南投縣,65,10008
2018,44,65+,彰化縣,125,10007
2018,44,65+,澎湖縣,21,10016
2018,44,65+,宜蘭縣,49,10002
2018,44,65+,新北市,228,65000
2018,44,65+,新竹市,51,10018
2018,44,65+,新竹縣,33,10004
2018,44,65+,花蓮縣,53,10015
2018,44,65+,金門縣,10,09020
2018,44,65+,苗栗縣,46,10005
2018,44,65+,高雄市,271,64000
2018,44,65+,台北市,409,63000
2018,44,65+,台中市,319,66000
2018,44,65+,台南市,283,67000
2018,44,65+,台東縣,15,10014
2018,44,65+,雲林縣,72,10009
2018,44,65+,基隆市,47,10017
2018,44,7~12,嘉義市,20,10020
2018,44,7~12,嘉義縣,12,10010
2018,44,7~12,連江縣,4,09007
2018,44,7~12,桃園市,47,68000
2018,44,7~12,屏東縣,27,10013
2018,44,7~12,南投縣,12,10008
2018,44,7~12,彰化縣,22,10007
2018,44,7~12,澎湖縣,7,10016
2018,44,7~12,宜蘭縣,5,10002
2018,44,7~12,新北市,45,65000
2018,44,7~12,新竹市,32,10018
2018,44,7~12,新竹縣,5,10004
2018,44,7~12,花蓮縣,9,10015
2018,44,7~12,金門縣,2,09020
2018,44,7~12,苗栗縣,14,10005
2018,44,7~12,高雄市,47,64000
2018,44,7~12,台北市,72,63000
2018,44,7~12,台中市,67,66000
2018,44,7~12,台南市,80,67000
2018,44,7~12,台東縣,10,10014
2018,44,7~12,雲林縣,16,10009
2018,44,7~12,基隆市,14,10017
2018,45,0~6,嘉義市,102,10020
2018,45,0~6,嘉義縣,65,10010
2018,45,0~6,連江縣,6,09007
2018,45,0~6,桃園市,314,68000
2018,45,0~6,屏東縣,87,10013
2018,45,0~6,南投縣,57,10008
2018,45,0~6,彰化縣,155,10007
2018,45,0~6,澎湖縣,19,10016
2018,45,0~6,宜蘭縣,30,10002
2018,45,0~6,新北市,239,65000
2018,45,0~6,新竹市,236,10018
2018,45,0~6,新竹縣,20,10004
2018,45,0~6,花蓮縣,50,10015
2018,45,0~6,金門縣,9,09020
2018,45,0~6,苗栗縣,53,10005
2018,45,0~6,高雄市,231,64000
2018,45,0~6,台北市,424,63000
2018,45,0~6,台中市,305,66000
2018,45,0~6,台南市,272,67000
2018,45,0~6,台東縣,25,10014
2018,45,0~6,雲林縣,85,10009
2018,45,0~6,基隆市,53,10017
2018,45,13~18,嘉義市,27,10020
2018,45,13~18,嘉義縣,18,10010
2018,45,13~18,桃園市,37,68000
2018,45,13~18,屏東縣,42,10013
2018,45,13~18,南投縣,11,10008
2018,45,13~18,彰化縣,22,10007
2018,45,13~18,澎湖縣,1,10016
2018,45,13~18,宜蘭縣,15,10002
2018,45,13~18,新北市,45,65000
2018,45,13~18,新竹市,16,10018
2018,45,13~18,新竹縣,4,10004
2018,45,13~18,花蓮縣,18,10015
2018,45,13~18,金門縣,4,09020
2018,45,13~18,苗栗縣,11,10005
2018,45,13~18,高雄市,81,64000
2018,45,13~18,台北市,62,63000
2018,45,13~18,台中市,50,66000
2018,45,13~18,台南市,51,67000
2018,45,13~18,台東縣,16,10014
2018,45,13~18,雲林縣,16,10009
2018,45,13~18,基隆市,7,10017
2018,45,19~64,嘉義市,79,10020
2018,45,19~64,嘉義縣,58,10010
2018,45,19~64,連江縣,5,09007
2018,45,19~64,桃園市,321,68000
2018,45,19~64,屏東縣,165,10013
2018,45,19~64,南投縣,64,10008
2018,45,19~64,彰化縣,145,10007
2018,45,19~64,澎湖縣,17,10016
2018,45,19~64,宜蘭縣,74,10002
2018,45,19~64,新北市,381,65000
2018,45,19~64,新竹市,85,10018
2018,45,19~64,新竹縣,61,10004
2018,45,19~64,花蓮縣,79,10015
2018,45,19~64,金門縣,23,09020
2018,45,19~64,苗栗縣,56,10005
2018,45,19~64,高雄市,387,64000
2018,45,19~64,台北市,513,63000
2018,45,19~64,台中市,401,66000
2018,45,19~64,台南市,297,67000
2018,45,19~64,台東縣,39,10014
2018,45,19~64,雲林縣,86,10009
2018,45,19~64,基隆市,84,10017
2018,45,65+,嘉義市,56,10020
2018,45,65+,嘉義縣,79,10010
2018,45,65+,桃園市,225,68000
2018,45,65+,屏東縣,110,10013
2018,45,65+,南投縣,73,10008
2018,45,65+,彰化縣,137,10007
2018,45,65+,澎湖縣,13,10016
2018,45,65+,宜蘭縣,64,10002
2018,45,65+,新北市,226,65000
2018,45,65+,新竹市,44,10018
2018,45,65+,新竹縣,37,10004
2018,45,65+,花蓮縣,59,10015
2018,45,65+,金門縣,6,09020
2018,45,65+,苗栗縣,42,10005
2018,45,65+,高雄市,293,64000
2018,45,65+,台北市,444,63000
2018,45,65+,台中市,288,66000
2018,45,65+,台南市,280,67000
2018,45,65+,台東縣,24,10014
2018,45,65+,雲林縣,54,10009
2018,45,65+,基隆市,54,10017
2018,45,7~12,嘉義市,28,10020
2018,45,7~12,嘉義縣,11,10010
2018,45,7~12,桃園市,61,68000
2018,45,7~12,屏東縣,34,10013
2018,45,7~12,南投縣,18,10008
2018,45,7~12,彰化縣,27,10007
2018,45,7~12,澎湖縣,4,10016
2018,45,7~12,宜蘭縣,8,10002
2018,45,7~12,新北市,58,65000
2018,45,7~12,新竹市,33,10018
2018,45,7~12,新竹縣,5,10004
2018,45,7~12,花蓮縣,8,10015
2018,45,7~12,金門縣,3,09020
2018,45,7~12,苗栗縣,14,10005
2018,45,7~12,高雄市,49,64000
2018,45,7~12,台北市,93,63000
2018,45,7~12,台中市,61,66000
2018,45,7~12,台南市,60,67000
2018,45,7~12,台東縣,6,10014
2018,45,7~12,雲林縣,12,10009
2018,45,7~12,基隆市,20,10017
2018,46,0~6,嘉義市,79,10020
2018,46,0~6,嘉義縣,52,10010
2018,46,0~6,連江縣,3,09007
2018,46,0~6,桃園市,259,68000
2018,46,0~6,屏東縣,104,10013
2018,46,0~6,南投縣,39,10008
2018,46,0~6,彰化縣,143,10007
2018,46,0~6,澎湖縣,6,10016
2018,46,0~6,宜蘭縣,34,10002
2018,46,0~6,新北市,250,65000
2018,46,0~6,新竹市,250,10018
2018,46,0~6,新竹縣,22,10004
2018,46,0~6,花蓮縣,49,10015
2018,46,0~6,金門縣,2,09020
2018,46,0~6,苗栗縣,69,10005
2018,46,0~6,高雄市,209,64000
2018,46,0~6,台北市,452,63000
2018,46,0~6,台中市,333,66000
2018,46,0~6,台南市,283,67000
2018,46,0~6,台東縣,23,10014
2018,46,0~6,雲林縣,68,10009
2018,46,0~6,基隆市,58,10017
2018,46,13~18,嘉義市,18,10020
2018,46,13~18,嘉義縣,13,10010
2018,46,13~18,連江縣,1,09007
2018,46,13~18,桃園市,42,68000
2018,46,13~18,屏東縣,46,10013
2018,46,13~18,南投縣,12,10008
2018,46,13~18,彰化縣,27,10007
2018,46,13~18,澎湖縣,2,10016
2018,46,13~18,宜蘭縣,14,10002
2018,46,13~18,新北市,69,65000
2018,46,13~18,新竹市,12,10018
2018,46,13~18,新竹縣,5,10004
2018,46,13~18,花蓮縣,11,10015
2018,46,13~18,金門縣,3,09020
2018,46,13~18,苗栗縣,12,10005
2018,46,13~18,高雄市,81,64000
2018,46,13~18,台北市,76,63000
2018,46,13~18,台中市,55,66000
2018,46,13~18,台南市,56,67000
2018,46,13~18,台東縣,14,10014
2018,46,13~18,雲林縣,20,10009
2018,46,13~18,基隆市,24,10017
2018,46,19~64,嘉義市,72,10020
2018,46,19~64,嘉義縣,58,10010
2018,46,19~64,連江縣,8,09007
2018,46,19~64,桃園市,304,68000
2018,46,19~64,屏東縣,156,10013
2018,46,19~64,南投縣,75,10008
2018,46,19~64,彰化縣,136,10007
2018,46,19~64,澎湖縣,22,10016
2018,46,19~64,宜蘭縣,88,10002
2018,46,19~64,新北市,341,65000
2018,46,19~64,新竹市,95,10018
2018,46,19~64,新竹縣,54,10004
2018,46,19~64,花蓮縣,64,10015
2018,46,19~64,金門縣,13,09020
2018,46,19~64,苗栗縣,80,10005
2018,46,19~64,高雄市,410,64000
2018,46,19~64,台北市,532,63000
2018,46,19~64,台中市,429,66000
2018,46,19~64,台南市,286,67000
2018,46,19~64,台東縣,51,10014
2018,46,19~64,雲林縣,76,10009
2018,46,19~64,基隆市,85,10017
2018,46,65+,嘉義市,62,10020
2018,46,65+,嘉義縣,53,10010
2018,46,65+,桃園市,205,68000
2018,46,65+,屏東縣,78,10013
2018,46,65+,南投縣,62,10008
2018,46,65+,彰化縣,111,10007
2018,46,65+,澎湖縣,15,10016
2018,46,65+,宜蘭縣,76,10002
2018,46,65+,新北市,248,65000
2018,46,65+,新竹市,60,10018
2018,46,65+,新竹縣,26,10004
2018,46,65+,花蓮縣,44,10015
2018,46,65+,金門縣,7,09020
2018,46,65+,苗栗縣,45,10005
2018,46,65+,高雄市,259,64000
2018,46,65+,台北市,389,63000
2018,46,65+,台中市,259,66000
2018,46,65+,台南市,260,67000
2018,46,65+,台東縣,46,10014
2018,46,65+,雲林縣,62,10009
2018,46,65+,基隆市,59,10017
2018,46,7~12,嘉義市,32,10020
2018,46,7~12,嘉義縣,20,10010
2018,46,7~12,連江縣,2,09007
2018,46,7~12,桃園市,44,68000
2018,46,7~12,屏東縣,22,10013
2018,46,7~12,南投縣,11,10008
2018,46,7~12,彰化縣,26,10007
2018,46,7~12,澎湖縣,1,10016
2018,46,7~12,宜蘭縣,12,10002
2018,46,7~12,新北市,55,65000
2018,46,7~12,新竹市,26,10018
2018,46,7~12,新竹縣,5,10004
2018,46,7~12,花蓮縣,13,10015
2018,46,7~12,金門縣,2,09020
2018,46,7~12,苗栗縣,21,10005
2018,46,7~12,高雄市,49,64000
2018,46,7~12,台北市,104,63000
2018,46,7~12,台中市,47,66000
2018,46,7~12,台南市,62,67000
2018,46,7~12,台東縣,10,10014
2018,46,7~12,雲林縣,17,10009
2018,46,7~12,基隆市,21,10017
2018,47,0~6,嘉義市,75,10020
2018,47,0~6,嘉義縣,50,10010
2018,47,0~6,連江縣,4,09007
2018,47,0~6,桃園市,309,68000
2018,47,0~6,屏東縣,88,10013
2018,47,0~6,南投縣,42,10008
2018,47,0~6,彰化縣,127,10007
2018,47,0~6,澎湖縣,4,10016
2018,47,0~6,宜蘭縣,44,10002
2018,47,0~6,新北市,221,65000
2018,47,0~6,新竹市,247,10018
2018,47,0~6,新竹縣,19,10004
2018,47,0~6,花蓮縣,43,10015
2018,47,0~6,金門縣,8,09020
2018,47,0~6,苗栗縣,52,10005
2018,47,0~6,高雄市,219,64000
2018,47,0~6,台北市,435,63000
2018,47,0~6,台中市,276,66000
2018,47,0~6,台南市,261,67000
2018,47,0~6,台東縣,26,10014
2018,47,0~6,雲林縣,69,10009
2018,47,0~6,基隆市,60,10017
2018,47,13~18,嘉義市,13,10020
2018,47,13~18,嘉義縣,10,10010
2018,47,13~18,連江縣,1,09007
2018,47,13~18,桃園市,35,68000
2018,47,13~18,屏東縣,34,10013
2018,47,13~18,南投縣,9,10008
2018,47,13~18,彰化縣,21,10007
2018,47,13~18,澎湖縣,1,10016
2018,47,13~18,宜蘭縣,13,10002
2018,47,13~18,新北市,67,65000
2018,47,13~18,新竹市,23,10018
2018,47,13~18,新竹縣,8,10004
2018,47,13~18,花蓮縣,22,10015
2018,47,13~18,金門縣,4,09020
2018,47,13~18,苗栗縣,19,10005
2018,47,13~18,高雄市,63,64000
2018,47,13~18,台北市,81,63000
2018,47,13~18,台中市,64,66000
2018,47,13~18,台南市,32,67000
2018,47,13~18,台東縣,7,10014
2018,47,13~18,雲林縣,18,10009
2018,47,13~18,基隆市,21,10017
2018,47,19~64,嘉義市,96,10020
2018,47,19~64,嘉義縣,76,10010
2018,47,19~64,連江縣,14,09007
2018,47,19~64,桃園市,338,68000
2018,47,19~64,屏東縣,174,10013
2018,47,19~64,南投縣,80,10008
2018,47,19~64,彰化縣,161,10007
2018,47,19~64,澎湖縣,22,10016
2018,47,19~64,宜蘭縣,73,10002
2018,47,19~64,新北市,368,65000
2018,47,19~64,新竹市,99,10018
2018,47,19~64,新竹縣,53,10004
2018,47,19~64,花蓮縣,83,10015
2018,47,19~64,金門縣,23,09020
2018,47,19~64,苗栗縣,109,10005
2018,47,19~64,高雄市,417,64000
2018,47,19~64,台北市,528,63000
2018,47,19~64,台中市,469,66000
2018,47,19~64,台南市,288,67000
2018,47,19~64,台東縣,59,10014
2018,47,19~64,雲林縣,93,10009
2018,47,19~64,基隆市,99,10017
2018,47,65+,嘉義市,80,10020
2018,47,65+,嘉義縣,58,10010
2018,47,65+,連江縣,1,09007
2018,47,65+,桃園市,190,68000
2018,47,65+,屏東縣,113,10013
2018,47,65+,南投縣,68,10008
2018,47,65+,彰化縣,121,10007
2018,47,65+,澎湖縣,17,10016
2018,47,65+,宜蘭縣,70,10002
2018,47,65+,新北市,227,65000
2018,47,65+,新竹市,65,10018
2018,47,65+,新竹縣,29,10004
2018,47,65+,花蓮縣,57,10015
2018,47,65+,金門縣,8,09020
2018,47,65+,苗栗縣,63,10005
2018,47,65+,高雄市,246,64000
2018,47,65+,台北市,387,63000
2018,47,65+,台中市,282,66000
2018,47,65+,台南市,286,67000
2018,47,65+,台東縣,35,10014
2018,47,65+,雲林縣,64,10009
2018,47,65+,基隆市,40,10017
2018,47,7~12,嘉義市,24,10020
2018,47,7~12,嘉義縣,12,10010
2018,47,7~12,連江縣,2,09007
2018,47,7~12,桃園市,56,68000
2018,47,7~12,屏東縣,35,10013
2018,47,7~12,南投縣,12,10008
2018,47,7~12,彰化縣,21,10007
2018,47,7~12,澎湖縣,2,10016
2018,47,7~12,宜蘭縣,6,10002
2018,47,7~12,新北市,54,65000
2018,47,7~12,新竹市,32,10018
2018,47,7~12,新竹縣,7,10004
2018,47,7~12,花蓮縣,15,10015
2018,47,7~12,金門縣,4,09020
2018,47,7~12,苗栗縣,13,10005
2018,47,7~12,高雄市,63,64000
2018,47,7~12,台北市,108,63000
2018,47,7~12,台中市,49,66000
2018,47,7~12,台南市,47,67000
2018,47,7~12,台東縣,14,10014
2018,47,7~12,雲林縣,14,10009
2018,47,7~12,基隆市,22,10017
2018,48,0~6,嘉義市,69,10020
2018,48,0~6,嘉義縣,45,10010
2018,48,0~6,連江縣,2,09007
2018,48,0~6,桃園市,287,68000
2018,48,0~6,屏東縣,67,10013
2018,48,0~6,南投縣,36,10008
2018,48,0~6,彰化縣,107,10007
2018,48,0~6,澎湖縣,15,10016
2018,48,0~6,宜蘭縣,37,10002
2018,48,0~6,新北市,212,65000
2018,48,0~6,新竹市,210,10018
2018,48,0~6,新竹縣,21,10004
2018,48,0~6,花蓮縣,50,10015
2018,48,0~6,金門縣,7,09020
2018,48,0~6,苗栗縣,80,10005
2018,48,0~6,高雄市,204,64000
2018,48,0~6,台北市,509,63000
2018,48,0~6,台中市,313,66000
2018,48,0~6,台南市,268,67000
2018,48,0~6,台東縣,29,10014
2018,48,0~6,雲林縣,65,10009
2018,48,0~6,基隆市,53,10017
2018,48,13~18,嘉義市,10,10020
2018,48,13~18,嘉義縣,15,10010
2018,48,13~18,桃園市,51,68000
2018,48,13~18,屏東縣,27,10013
2018,48,13~18,南投縣,9,10008
2018,48,13~18,彰化縣,23,10007
2018,48,13~18,澎湖縣,3,10016
2018,48,13~18,宜蘭縣,12,10002
2018,48,13~18,新北市,53,65000
2018,48,13~18,新竹市,18,10018
2018,48,13~18,新竹縣,5,10004
2018,48,13~18,花蓮縣,9,10015
2018,48,13~18,金門縣,2,09020
2018,48,13~18,苗栗縣,18,10005
2018,48,13~18,高雄市,60,64000
2018,48,13~18,台北市,89,63000
2018,48,13~18,台中市,44,66000
2018,48,13~18,台南市,31,67000
2018,48,13~18,台東縣,12,10014
2018,48,13~18,雲林縣,17,10009
2018,48,13~18,基隆市,16,10017
2018,48,19~64,嘉義市,88,10020
2018,48,19~64,嘉義縣,52,10010
2018,48,19~64,連江縣,11,09007
2018,48,19~64,桃園市,354,68000
2018,48,19~64,屏東縣,159,10013
2018,48,19~64,南投縣,89,10008
2018,48,19~64,彰化縣,154,10007
2018,48,19~64,澎湖縣,28,10016
2018,48,19~64,宜蘭縣,82,10002
2018,48,19~64,新北市,402,65000
2018,48,19~64,新竹市,108,10018
2018,48,19~64,新竹縣,60,10004
2018,48,19~64,花蓮縣,88,10015
2018,48,19~64,金門縣,15,09020
2018,48,19~64,苗栗縣,76,10005
2018,48,19~64,高雄市,468,64000
2018,48,19~64,台北市,594,63000
2018,48,19~64,台中市,448,66000
2018,48,19~64,台南市,316,67000
2018,48,19~64,台東縣,53,10014
2018,48,19~64,雲林縣,87,10009
2018,48,19~64,基隆市,97,10017
2018,48,65+,嘉義市,68,10020
2018,48,65+,嘉義縣,68,10010
2018,48,65+,連江縣,2,09007
2018,48,65+,桃園市,223,68000
2018,48,65+,屏東縣,114,10013
2018,48,65+,南投縣,68,10008
2018,48,65+,彰化縣,119,10007
2018,48,65+,澎湖縣,16,10016
2018,48,65+,宜蘭縣,58,10002
2018,48,65+,新北市,247,65000
2018,48,65+,新竹市,56,10018
2018,48,65+,新竹縣,44,10004
2018,48,65+,花蓮縣,50,10015
2018,48,65+,金門縣,4,09020
2018,48,65+,苗栗縣,60,10005
2018,48,65+,高雄市,326,64000
2018,48,65+,台北市,404,63000
2018,48,65+,台中市,309,66000
2018,48,65+,台南市,306,67000
2018,48,65+,台東縣,40,10014
2018,48,65+,雲林縣,62,10009
2018,48,65+,基隆市,54,10017
2018,48,7~12,嘉義市,25,10020
2018,48,7~12,嘉義縣,20,10010
2018,48,7~12,連江縣,3,09007
2018,48,7~12,桃園市,58,68000
2018,48,7~12,屏東縣,29,10013
2018,48,7~12,南投縣,17,10008
2018,48,7~12,彰化縣,28,10007
2018,48,7~12,澎湖縣,2,10016
2018,48,7~12,宜蘭縣,10,10002
2018,48,7~12,新北市,50,65000
2018,48,7~12,新竹市,30,10018
2018,48,7~12,新竹縣,5,10004
2018,48,7~12,花蓮縣,7,10015
2018,48,7~12,金門縣,4,09020
2018,48,7~12,苗栗縣,20,10005
2018,48,7~12,高雄市,44,64000
2018,48,7~12,台北市,127,63000
2018,48,7~12,台中市,48,66000
2018,48,7~12,台南市,46,67000
2018,48,7~12,台東縣,11,10014
2018,48,7~12,雲林縣,21,10009
2018,48,7~12,基隆市,21,10017
2018,49,0~6,嘉義市,74,10020
2018,49,0~6,嘉義縣,38,10010
2018,49,0~6,連江縣,2,09007
2018,49,0~6,桃園市,303,68000
2018,49,0~6,屏東縣,100,10013
2018,49,0~6,南投縣,46,10008
2018,49,0~6,彰化縣,156,10007
2018,49,0~6,澎湖縣,11,10016
2018,49,0~6,宜蘭縣,33,10002
2018,49,0~6,新北市,245,65000
2018,49,0~6,新竹市,234,10018
2018,49,0~6,新竹縣,16,10004
2018,49,0~6,花蓮縣,65,10015
2018,49,0~6,金門縣,13,09020
2018,49,0~6,苗栗縣,70,10005
2018,49,0~6,高雄市,244,64000
2018,49,0~6,台北市,436,63000
2018,49,0~6,台中市,311,66000
2018,49,0~6,台南市,222,67000
2018,49,0~6,台東縣,29,10014
2018,49,0~6,雲林縣,59,10009
2018,49,0~6,基隆市,43,10017
2018,49,13~18,嘉義市,18,10020
2018,49,13~18,嘉義縣,9,10010
2018,49,13~18,連江縣,1,09007
2018,49,13~18,桃園市,39,68000
2018,49,13~18,屏東縣,30,10013
2018,49,13~18,南投縣,20,10008
2018,49,13~18,彰化縣,41,10007
2018,49,13~18,澎湖縣,2,10016
2018,49,13~18,宜蘭縣,13,10002
2018,49,13~18,新北市,54,65000
2018,49,13~18,新竹市,19,10018
2018,49,13~18,新竹縣,3,10004
2018,49,13~18,花蓮縣,7,10015
2018,49,13~18,金門縣,2,09020
2018,49,13~18,苗栗縣,16,10005
2018,49,13~18,高雄市,60,64000
2018,49,13~18,台北市,83,63000
2018,49,13~18,台中市,54,66000
2018,49,13~18,台南市,43,67000
2018,49,13~18,台東縣,8,10014
2018,49,13~18,雲林縣,8,10009
2018,49,13~18,基隆市,21,10017
2018,49,19~64,嘉義市,87,10020
2018,49,19~64,嘉義縣,70,10010
2018,49,19~64,連江縣,10,09007
2018,49,19~64,桃園市,331,68000
2018,49,19~64,屏東縣,207,10013
2018,49,19~64,南投縣,108,10008
2018,49,19~64,彰化縣,203,10007
2018,49,19~64,澎湖縣,25,10016
2018,49,19~64,宜蘭縣,108,10002
2018,49,19~64,新北市,397,65000
2018,49,19~64,新竹市,111,10018
2018,49,19~64,新竹縣,79,10004
2018,49,19~64,花蓮縣,84,10015
2018,49,19~64,金門縣,11,09020
2018,49,19~64,苗栗縣,78,10005
2018,49,19~64,高雄市,475,64000
2018,49,19~64,台北市,623,63000
2018,49,19~64,台中市,440,66000
2018,49,19~64,台南市,329,67000
2018,49,19~64,台東縣,62,10014
2018,49,19~64,雲林縣,118,10009
2018,49,19~64,基隆市,108,10017
2018,49,65+,嘉義市,68,10020
2018,49,65+,嘉義縣,72,10010
2018,49,65+,連江縣,2,09007
2018,49,65+,桃園市,229,68000
2018,49,65+,屏東縣,130,10013
2018,49,65+,南投縣,78,10008
2018,49,65+,彰化縣,132,10007
2018,49,65+,澎湖縣,17,10016
2018,49,65+,宜蘭縣,83,10002
2018,49,65+,新北市,237,65000
2018,49,65+,新竹市,57,10018
2018,49,65+,新竹縣,27,10004
2018,49,65+,花蓮縣,66,10015
2018,49,65+,金門縣,4,09020
2018,49,65+,苗栗縣,65,10005
2018,49,65+,高雄市,286,64000
2018,49,65+,台北市,465,63000
2018,49,65+,台中市,297,66000
2018,49,65+,台南市,277,67000
2018,49,65+,台東縣,49,10014
2018,49,65+,雲林縣,69,10009
2018,49,65+,基隆市,62,10017
2018,49,7~12,嘉義市,25,10020
2018,49,7~12,嘉義縣,23,10010
2018,49,7~12,連江縣,3,09007
2018,49,7~12,桃園市,53,68000
2018,49,7~12,屏東縣,32,10013
2018,49,7~12,南投縣,21,10008
2018,49,7~12,彰化縣,26,10007
2018,49,7~12,澎湖縣,5,10016
2018,49,7~12,宜蘭縣,9,10002
2018,49,7~12,新北市,65,65000
2018,49,7~12,新竹市,38,10018
2018,49,7~12,新竹縣,8,10004
2018,49,7~12,花蓮縣,12,10015
2018,49,7~12,金門縣,1,09020
2018,49,7~12,苗栗縣,12,10005
2018,49,7~12,高雄市,61,64000
2018,49,7~12,台北市,117,63000
2018,49,7~12,台中市,57,66000
2018,49,7~12,台南市,61,67000
2018,49,7~12,台東縣,9,10014
2018,49,7~12,雲林縣,16,10009
2018,49,7~12,基隆市,14,10017
2018,50,0~6,嘉義市,65,10020
2018,50,0~6,嘉義縣,41,10010
2018,50,0~6,連江縣,1,09007
2018,50,0~6,桃園市,262,68000
2018,50,0~6,屏東縣,78,10013
2018,50,0~6,南投縣,50,10008
2018,50,0~6,彰化縣,154,10007
2018,50,0~6,澎湖縣,4,10016
2018,50,0~6,宜蘭縣,55,10002
2018,50,0~6,新北市,211,65000
2018,50,0~6,新竹市,183,10018
2018,50,0~6,新竹縣,11,10004
2018,50,0~6,花蓮縣,44,10015
2018,50,0~6,金門縣,18,09020
2018,50,0~6,苗栗縣,63,10005
2018,50,0~6,高雄市,179,64000
2018,50,0~6,台北市,385,63000
2018,50,0~6,台中市,279,66000
2018,50,0~6,台南市,258,67000
2018,50,0~6,台東縣,24,10014
2018,50,0~6,雲林縣,61,10009
2018,50,0~6,基隆市,53,10017
2018,50,13~18,嘉義市,23,10020
2018,50,13~18,嘉義縣,9,10010
2018,50,13~18,桃園市,32,68000
2018,50,13~18,屏東縣,41,10013
2018,50,13~18,南投縣,22,10008
2018,50,13~18,彰化縣,50,10007
2018,50,13~18,澎湖縣,4,10016
2018,50,13~18,宜蘭縣,13,10002
2018,50,13~18,新北市,31,65000
2018,50,13~18,新竹市,18,10018
2018,50,13~18,新竹縣,7,10004
2018,50,13~18,花蓮縣,10,10015
2018,50,13~18,金門縣,8,09020
2018,50,13~18,苗栗縣,16,10005
2018,50,13~18,高雄市,78,64000
2018,50,13~18,台北市,99,63000
2018,50,13~18,台中市,52,66000
2018,50,13~18,台南市,45,67000
2018,50,13~18,台東縣,4,10014
2018,50,13~18,雲林縣,15,10009
2018,50,13~18,基隆市,14,10017
2018,50,19~64,嘉義市,90,10020
2018,50,19~64,嘉義縣,59,10010
2018,50,19~64,連江縣,9,09007
2018,50,19~64,桃園市,336,68000
2018,50,19~64,屏東縣,165,10013
2018,50,19~64,南投縣,84,10008
2018,50,19~64,彰化縣,180,10007
2018,50,19~64,澎湖縣,24,10016
2018,50,19~64,宜蘭縣,121,10002
2018,50,19~64,新北市,378,65000
2018,50,19~64,新竹市,84,10018
2018,50,19~64,新竹縣,60,10004
2018,50,19~64,花蓮縣,90,10015
2018,50,19~64,金門縣,30,09020
2018,50,19~64,苗栗縣,74,10005
2018,50,19~64,高雄市,419,64000
2018,50,19~64,台北市,605,63000
2018,50,19~64,台中市,495,66000
2018,50,19~64,台南市,311,67000
2018,50,19~64,台東縣,42,10014
2018,50,19~64,雲林縣,67,10009
2018,50,19~64,基隆市,92,10017
2018,50,65+,嘉義市,59,10020
2018,50,65+,嘉義縣,47,10010
